尊一声过往的宾朋听从头,0,尊一声过往的宾朋听从头：
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,5990091.428290074,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,6002636.904015582,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,6027790.543252226,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,6029026.75704115,0.09090909090909091
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,6037052.993471627,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,6062959.106784011,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6072883.935729073,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,6087106.0952568315,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,6091309.825077322,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,6104923.249273734,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,6111761.28777137,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,6111761.28777137,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,6123047.606601224,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,6129076.765522554,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,6131355.918852015,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,6148307.492794823,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,6149323.545975713,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,6160784.284412122,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,6164133.203636841,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,6173073.215805689,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,6174878.915745768,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6174937.747864469,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,6175811.519279405,0.18181818181818182
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,6187743.467447415,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6201866.485386888,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,6221017.838013462,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,6226395.507927039,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,6241528.279490554,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6246305.937173457,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,6263730.98669055,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,6266558.875913954,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,6283649.978128544,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,6305234.067163209,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,6305234.067163209,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,6305848.50113711,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,6308192.470181873,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,6312068.991258184,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,6313759.545216592,0.18181818181818182
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,6323593.899339639,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,6337887.288617671,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6361842.143822486,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,6363195.5017064,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,6371461.110746475,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,6376302.636159263,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,6398177.6916802125,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,6401861.936484855,0.18181818181818182
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,6401980.237307666,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,6419059.280336149,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,6436464.493122743,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,6445674.08842642,0.09090909090909091
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,6458110.066132713,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,6462807.590971921,0.18181818181818182
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,6489369.88293996,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,6501287.230902047,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,6507935.437216551,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,6509037.792572395,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,6515192.707756344,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,6515551.571439316,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6525852.576026106,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,6531076.332254406,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6542913.081885915,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6555836.937979836,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,6560444.088583359,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,6576769.395113776,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,6576812.894317506,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,6582515.105586285,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,6586249.536554662,0.09090909090909091
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,6588439.136483374,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,6610627.237631583,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,6616580.739169021,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,6629207.954956846,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,6633815.264513487,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,6639422.417835082,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,6646888.405943196,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,6649235.02687687,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6654253.176798704,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,6662803.480114276,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,6666140.755313227,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,6670704.477265117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,6676072.264524664,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,6680089.144037847,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,6700676.246826627,0.09090909090909091
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,6710787.479792585,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,6716968.641685574,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,6723071.213764674,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,6727709.002680015,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,6738211.271282063,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,6745124.658177834,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,6752286.676392508,0.18181818181818182
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,6752623.927540144,0.18181818181818182
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,6756803.04626425,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,6762795.572713984,0.09090909090909091
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,6764230.107081262,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,6764875.065509935,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,6765385.537443032,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,6772014.430622456,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,6774565.849164738,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,6778452.581010916,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,6783309.331344773,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,6784344.879247918,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,6810473.192299692,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,6819809.6940415185,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,6823756.017482423,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,6853208.096859801,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,6857447.697617575,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,6859327.753061537,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,6861716.968375974,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,6903341.744189328,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,6910983.780154787,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,6923295.050341283,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6957992.620658102,0.09090909090909091
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,6960536.155988745,0.09090909090909091
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,6970841.147855917,0.18181818181818182
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,7002028.946703091,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7014887.918679592,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,7017754.487085777,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,7040639.451045896,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,7042771.005532865,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,7059500.192164411,0.09090909090909091
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,7074832.592634837,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,7097470.514838946,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,7098926.868801413,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,7104337.010181024,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,7104786.87107976,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,7146588.436014564,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,7150577.971635031,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,7189039.403709587,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,7220578.697283223,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,7245467.729585245,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,7250267.504763604,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7255212.876891734,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7264590.598599413,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,7266026.009125608,0.09090909090909091
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,7311965.758895291,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7345651.76378886,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,7346634.707877969,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,7347912.869454317,0.18181818181818182
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,7349397.844463441,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,7350888.299233253,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,7356338.403500787,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,7357512.796343621,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7369940.320578185,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,7371654.845049874,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,7379669.943494748,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,7400490.500007561,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,7403212.880938974,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,7406336.2011550795,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,7406336.2011550795,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,7411040.708865589,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7419135.758332613,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7422726.22032015,0.09090909090909091
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7430487.002622215,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7448782.717043427,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,7449134.65633509,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,7450682.671118678,0.09090909090909091
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,7452217.303189612,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,7462435.638367049,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,7463918.251823863,0.18181818181818182
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,7470647.7757859435,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,7482243.756941454,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,7485878.371219343,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,7487547.428660292,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,7501825.3069464,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,7504301.310681109,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,7524037.780550946,0.18181818181818182
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,7534335.487824199,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,7538037.708727372,0.18181818181818182
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,7538309.406296106,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,7557876.528775728,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7578304.100410316,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,7581289.163206586,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,7587950.2745227525,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7591756.813760336,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,7596503.285638777,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,7605935.365403384,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,7617045.115603199,0.09090909090909091
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,7623578.973248433,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,7632219.753031197,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7636371.092638638,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,7639144.679248315,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7639825.087229424,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7641154.250113503,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,7655980.643336627,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,7660446.579507648,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,7662090.7604845315,0.09090909090909091
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,7711391.548421477,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,7716309.85210238,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,7723123.728469835,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,7725514.155050331,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,7732058.729327611,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,7746023.715462209,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,7750362.536544142,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,7759530.80643556,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7768730.271299116,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,7782516.357799927,0.09090909090909091
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,7783806.073284069,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,7784522.456743181,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,7809162.109182271,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,7819347.75866914,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,7820089.84683123,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,7820798.461418697,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,7840463.415549782,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,7843857.320746894,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,7847522.365996245,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7848826.394833991,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,7848884.8608292,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,7851922.747674254,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7852343.598504545,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7863170.653851251,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,7890718.114667975,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,7904591.321599008,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,7914816.940501084,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,7915309.771617802,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7916706.90079514,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,7933751.755789877,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,7934268.430081035,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,7945219.361653539,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,7949427.479532151,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,7950825.271529358,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7970302.901026829,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,7976890.6205547815,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,7999012.827088299,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,8011647.419802322,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,8020749.500552843,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8039369.151710295,0.09090909090909091
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8039581.48577926,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8039635.276684785,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8066363.757366316,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,8072976.2753289305,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,8093388.974653642,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,8103802.811649299,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,8111288.241751229,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,8118997.1255959,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,8120531.600662517,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,8124515.407493034,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,8133372.257921376,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,8143163.114075186,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,8152722.739275457,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,8162249.259945457,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,8163150.769447156,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,8165316.481825911,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,8183754.174009723,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,8194760.135963325,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,8197098.204252632,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,8197959.367673574,0.18181818181818182
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,8199168.094326949,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8201412.768225987,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,8210881.800742005,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,8222542.909867819,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,8222542.909867819,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8222966.380811352,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,8260267.851606248,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,8269928.820353989,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8281224.285544576,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8284607.192819798,0.09090909090909091
