尊一声过往的宾朋听从头,0,尊一声过往的宾朋听从头：
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,12210923.157405796,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12287464.14288053,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,12337453.080370069,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12342025.32576005,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12362129.673442703,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,12419910.513006512,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12448888.300244598,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12484066.464790156,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,12558367.815473055,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,12574935.197581757,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,12580513.316075025,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,12604755.46864676,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12629224.649039408,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,12691646.482226102,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,12708905.176871527,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12741068.311574157,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,12747637.364650955,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,12775113.664524248,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12851326.302475566,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,12867807.857629793,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,12898344.81077871,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,12930941.984890958,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12945083.850221764,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,12961612.361684853,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,12974930.590009976,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,12976949.739697918,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,13039098.585937368,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,13050301.139114415,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,13086282.194303581,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,13088844.388889834,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13092306.05858241,0.18181818181818182
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13119873.9484641,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,13140130.51562456,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13241662.066362707,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,13249066.715513596,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,13255986.403541867,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,13358076.218311682,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13381418.53517179,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,13383763.714332374,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,13385699.97943623,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13536452.048047867,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13585367.493650015,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,13606763.699113717,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13606970.851135373,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13746500.366462944,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13769248.95645151,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,13790380.281538624,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13808615.151976675,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13864265.512684584,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,13880464.07770796,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,13912607.707087886,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,13912607.707087886,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13937603.302817645,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,13946295.399251912,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,13949649.983848982,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,13958009.559706742,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,13971113.908516727,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,13980807.082364423,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,14085520.140192041,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,14104470.826941824,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14219878.690635297,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,14251971.941861175,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,14283949.194131957,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,14328127.007223109,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,14328127.007223109,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,14363165.496912537,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,14517109.181447037,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14548922.859095784,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14567121.35872894,0.09090909090909091
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,14573091.459839959,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,14617728.755732536,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,14645462.69904653,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14659511.672620073,0.09090909090909091
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14676079.879493322,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,14689485.793173967,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,14718270.805564562,0.09090909090909091
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,14718816.788411612,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,14969128.716936527,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14975312.351736762,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,14981187.359988468,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15018295.861649172,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,15046082.86763484,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,15076788.183642501,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,15172811.539569363,0.09090909090909091
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,15196798.326535126,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15246851.55480577,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,15298279.768133467,0.18181818181818182
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,15351776.306573892,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15356999.736941665,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,15425322.8011507,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,15752438.396782566,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,15824775.080045,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15872082.97618508,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,15971450.067307224,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,16018276.955067704,0.18181818181818182
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,16038867.16520103,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,16090938.308169259,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,16096906.08719361,0.18181818181818182
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,16182124.055804098,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,16259412.216445908,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16366949.337726653,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,16392550.338667944,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,16398268.151111772,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,16632103.678593228,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,16963206.736636147,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,17004792.33856942,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,17025897.77331753,0.18181818181818182
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,17108341.679310244,0.18181818181818182
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,17128379.797290303,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,17172814.56734827,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,17177732.50270988,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,17227928.877733197,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,17344935.96501779,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17427804.303271987,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,17553241.46519426,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,17714405.971630026,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,17758164.507651098,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,17783477.36393773,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,17841631.680321418,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,17962893.472960465,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,17962893.472960465,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,17988649.500963494,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,18102763.752099168,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18104150.010556422,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,18108974.17613331,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,18231477.007027254,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,18232971.97762965,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,18255466.4307673,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,18275010.77179228,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,18280931.04374291,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,18411936.199856684,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,18594960.915560383,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,18594960.915560383,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18681165.30654312,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,18713673.0457598,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,18770427.80949236,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,18809779.584508378,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19195636.95375317,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,19243566.130424384,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,19326109.99512777,0.09090909090909091
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,19431019.803368468,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,19483077.500202402,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,19593474.9360942,0.2727272727272727
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,20421922.946928594,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,20553633.23118615,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,20573581.64081049,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,21269616.543897137,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,21738242.13201819,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,22008825.030267943,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,22048462.54772056,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,23324453.713040326,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,24454255.708519116,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,29026782.090486873,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,35381769.1799612,0.18181818181818182
