老军报他二人在洪羊洞丧命,0,老军报他二人在洪洋（呃）洞丧（呃）命，
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,12808755.026047278,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,12848906.602187093,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12856661.643147388,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,12872037.748220539,0.08333333333333333
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12884430.006789515,0.08333333333333333
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12902773.98702388,0.08333333333333333
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12941586.538149197,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,12950214.754805135,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,12950911.226049362,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,12958637.685280392,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,12959338.976286916,0.16666666666666666
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,12970585.408379424,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,12971421.036712121,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,12976250.200781357,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,12996170.872949578,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,13005698.892355222,0.08333333333333333
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13047297.868110957,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,13102909.341021746,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,13106202.767443852,0.08333333333333333
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,13107316.119460855,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13112537.03083268,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,13113246.764285421,0.08333333333333333
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,13114186.15762502,0.08333333333333333
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13140090.223147646,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,13150194.922788724,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,13159767.230238732,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,13163510.935445072,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,13171281.802263035,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,13197587.802794617,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,13203050.421206834,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13203178.123649409,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,13245434.966193343,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,13252963.258302499,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,13270867.275094997,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13287887.41204227,0.08333333333333333
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,13291443.159784246,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,13296937.902840083,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13298096.876095194,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,13306242.418323709,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,13328969.22592953,0.16666666666666666
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,13346626.80070482,0.16666666666666666
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,13394755.772803133,0.08333333333333333
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13402281.048495049,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,13483104.587338828,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,13483104.587338828,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,13489026.48175896,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,13491226.627831532,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,13503475.948570717,0.08333333333333333
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,13504460.687689658,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,13508220.93360666,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,13509966.945444236,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13529452.655589662,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13538439.795220837,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13556821.31805442,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,13558394.124656592,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,13610712.200750174,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13634776.797422197,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13661050.242669988,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,13678564.60310151,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13699528.993263984,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13705113.353681432,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,13708100.879983041,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,13716478.135730522,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,13728084.073940296,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,13796351.850478023,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,13802391.943114009,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,13821962.511381486,0.16666666666666666
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13866646.468221962,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,13872545.630851766,0.16666666666666666
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,13889664.62769717,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,13918152.649226256,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,13943396.58785791,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,13947754.63905665,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13972861.749143565,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,13994589.21521797,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,13995158.855907446,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,13998849.22642103,0.08333333333333333
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14043927.678136945,0.08333333333333333
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,14057739.376070479,0.08333333333333333
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,14067778.700707072,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,14073439.503834162,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14074119.588322924,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,14085874.337422755,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,14087908.841617052,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14098428.036444796,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,14102501.44055129,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,14108406.743454473,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,14113838.564997539,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,14160367.427310117,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,14204816.680266857,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,14214198.957105061,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,14215785.053522222,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,14238033.377778409,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,14241219.297120959,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14243425.807743086,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,14243603.139337579,0.08333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14246817.92751665,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,14279665.477486579,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,14287909.901863242,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,14316650.162909908,0.08333333333333333
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,14336999.790550835,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,14361662.480672471,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14376411.333280854,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,14387392.485169007,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14391693.796548646,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,14395615.75303995,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,14406094.569237975,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,14417709.18288568,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,14435490.229406286,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,14449461.015765354,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,14463568.140090303,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,14471628.602120126,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,14491293.001080532,0.08333333333333333
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,14500385.345911698,0.08333333333333333
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,14506352.390994245,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,14508120.437022708,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,14508473.79069859,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,14516725.47214321,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,14516725.47214321,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14528163.525280928,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,14532869.834441958,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,14542102.69585636,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,14552049.55415749,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,14567764.654371288,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,14603221.81210458,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14649532.89196913,0.08333333333333333
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,14654437.623625707,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,14674557.852574589,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,14687479.826217307,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,14714609.342553865,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,14731916.591517188,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,14773721.45417429,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,14779138.50642684,0.16666666666666666
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,14783019.950757226,0.16666666666666666
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,14792939.539887954,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,14796387.381590575,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,14797115.591127235,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,14835316.349759081,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,14855984.991423791,0.08333333333333333
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,14886603.607543804,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,14896011.413556218,0.08333333333333333
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,14907644.359846298,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14935898.044913229,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,14952390.038833827,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,14975693.92035712,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,15004120.585200608,0.16666666666666666
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,15018790.735392798,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,15037888.024289057,0.08333333333333333
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,15043214.785637438,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,15074624.089672787,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,15089542.724418644,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15091829.45835456,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,15098247.857014531,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15106301.109021869,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,15117623.388193477,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15123955.117068632,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,15124619.49906876,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,15124619.49906876,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15138808.50995344,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,15139930.243835503,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,15156432.888293788,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,15192870.280519456,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,15212534.670348728,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,15221657.182051102,0.08333333333333333
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,15232335.149298463,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,15261520.700228833,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,15282520.078074813,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,15286546.448976861,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,15302166.932025827,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,15322196.638933472,0.08333333333333333
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,15340735.671133986,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,15373893.481769286,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,15460049.492130373,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15463418.943502378,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,15470826.093508318,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,15518044.745794775,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,15540741.704446362,0.08333333333333333
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,15543969.309455315,0.08333333333333333
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,15551774.740804404,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,15579105.958094612,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15704597.327847125,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15708564.254914133,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,15721811.55507784,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,15775988.708953321,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,15792073.517852169,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,15797912.700897222,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15828926.66425665,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15829502.687160369,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,15830779.263341006,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,15856434.917391444,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,15856434.917391444,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,15868108.250790538,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,15880269.771716837,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,15934221.909917444,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,15945913.346176332,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,15964858.870861337,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,15966317.934963321,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,15978697.214742575,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,16004403.362953877,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,16069592.241734141,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,16074240.5958827,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,16093738.229932107,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,16132451.941501781,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,16225529.025001988,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,16259797.134236576,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,16269733.150356831,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,16285079.761694016,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,16292295.284685457,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,16345107.709680557,0.08333333333333333
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,16359385.850115899,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,16378557.330265205,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,16381300.019772692,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,16384663.610801458,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,16407513.670655392,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,16487529.147145152,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,16488537.606737148,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,16496915.521642577,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,16497778.825715631,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,16497778.825715631,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,16525131.665171519,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,16527795.4438304,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,16533788.359093836,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16597767.578953162,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,16609194.001099193,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,16644863.075421011,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,16652386.821420003,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,16666999.782409381,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,16688196.89416601,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,16691917.318883859,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,16764017.066885037,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16786920.61033268,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,16799705.656572465,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,16877086.312433433,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,16898172.790342964,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,16899858.926267322,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16919403.323024653,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,16975035.239520106,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,17002322.838878058,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,17009507.219797216,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,17038659.808699146,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,17042983.068532348,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17058213.0954031,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,17065315.530342553,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,17079690.204901453,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,17116250.87199977,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,17124520.237716213,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,17134477.6430219,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,17158035.127245173,0.16666666666666666
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,17188369.47188143,0.08333333333333333
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,17210649.26069773,0.08333333333333333
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,17214427.078729324,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,17269882.77958537,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,17336161.297180675,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,17416618.482464273,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,17437565.459261063,0.0
