老军报他二人在洪羊洞丧命,0,老军报他二人在洪洋（呃）洞丧（呃）命，
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,9919837.485981721,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,9923849.783398058,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,9939997.662879873,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9959296.058082571,0.08333333333333333
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,9959705.543640608,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9985643.489030609,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,9995008.755898338,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,9996275.309746547,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,9999154.574190447,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,10000881.985001316,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10002532.50910623,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,10008793.798889978,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,10027755.047401989,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,10030662.242502943,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,10051521.30781115,0.16666666666666666
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,10061235.78182201,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,10105893.568463711,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,10111042.655971851,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10121455.127360854,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,10143363.68699179,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,10173693.808630394,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,10188418.75177185,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,10223634.203308638,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,10228068.545907807,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10228913.47951046,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,10240623.807877842,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,10246848.97210709,0.16666666666666666
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10263309.339328375,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,10265285.601900775,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10268809.742488768,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,10276016.185235444,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,10304075.529771693,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,10307146.038627015,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,10309159.044500882,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10323586.015743893,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,10381428.224250799,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,10412688.398843914,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10416712.910182208,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,10440231.772905508,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10461741.172998892,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,10470503.868178103,0.08333333333333333
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10493060.586917331,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,10507254.874119818,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,10519941.477218257,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,10544851.883418083,0.08333333333333333
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,10549464.24770281,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10566995.058220048,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,10567682.403981633,0.08333333333333333
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10586863.04266501,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,10595694.130312193,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10596953.245362064,0.08333333333333333
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,10597368.927434243,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,10603097.888940338,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10605279.88204299,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10616793.891261045,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,10631444.313432444,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,10653694.298379539,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,10663768.589731203,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10676350.15067849,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,10692565.581340505,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,10695982.952799175,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10712079.867747612,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,10727605.278190618,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10729891.339161698,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,10730107.741336958,0.08333333333333333
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,10730724.959255561,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10730935.540397435,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,10735266.348142711,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,10750344.559022203,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,10768927.181483163,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,10775601.774037516,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10791148.664142212,0.25
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10801896.82862564,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,10804772.164712401,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,10816006.773439683,0.08333333333333333
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,10823643.728356287,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10828577.49972954,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,10846329.872922573,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,10848525.865118263,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,10859604.647635022,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,10860463.35540253,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10865500.990070488,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,10867820.786348984,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,10875582.16052121,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,10883126.444718555,0.08333333333333333
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,10896008.438447151,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,10909832.07810392,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10918337.838673633,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,10939399.641321108,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,10952569.04298513,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10966601.110711686,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,10973496.564449288,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10996085.064847253,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,10997355.6267786,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11001858.256628843,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11018522.096664187,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11025580.64247389,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,11032667.824294087,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11039444.061016446,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,11039457.608132266,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,11043756.738579521,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11054630.489397256,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11056850.574563226,0.08333333333333333
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11060267.417763067,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11081835.986767793,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,11084152.394200101,0.08333333333333333
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,11087741.898332674,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,11093835.407233395,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,11093986.206521617,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,11094022.979481813,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,11121547.49364301,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,11160967.63108188,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,11163508.868118612,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,11164305.84934222,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,11166251.22976247,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,11178691.717642795,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,11181550.877666308,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11186869.374161335,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11201368.936480355,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,11220238.95253466,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11224724.15248626,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,11235999.162810009,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,11241185.2552545,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11242612.71922496,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,11257022.787213407,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,11265641.528241578,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,11268807.765989792,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11271016.426581532,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,11277119.238880688,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11290163.890854096,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,11299332.220610086,0.16666666666666666
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,11308734.04831647,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,11312116.128236104,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,11333839.952582851,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,11336015.942689748,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,11359572.170177752,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11367283.584902283,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11372971.586371966,0.08333333333333333
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11375318.226856522,0.08333333333333333
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,11379208.396540204,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,11409883.163383791,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,11427509.603604833,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,11427753.079692658,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,11434138.270109948,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11438225.971571978,0.08333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,11443836.69345998,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,11449404.52557392,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,11491996.145891583,0.08333333333333333
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11502994.546150023,0.08333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,11503283.637831785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,11509826.782654855,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,11511792.852576228,0.08333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,11514707.423437031,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,11543350.460529642,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,11543518.798401618,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,11546880.636126643,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,11561795.452165913,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,11569885.617899805,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,11593195.055525431,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,11607889.98882253,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11608100.729126722,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,11613717.862663142,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,11621781.26349714,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11635701.443244189,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,11641620.938642599,0.08333333333333333
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11645592.38623639,0.08333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11651037.318573138,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11666295.092357598,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,11681667.512790544,0.08333333333333333
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11682979.919852255,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,11686446.113524463,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11722037.933233345,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,11731349.506970923,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,11740685.823945088,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,11761547.615730891,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11762028.082826376,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11762028.082826376,0.16666666666666666
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,11775277.943149485,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11781637.957740849,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,11790303.61816045,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,11793404.074340573,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11822515.078100294,0.08333333333333333
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,11832253.784739776,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,11840085.768383205,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,11848583.399366785,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,11855637.045884263,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,11857856.962734487,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,11873356.665849874,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11884422.099402722,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,11893259.47446514,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11906503.327019522,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,11915804.91751484,0.08333333333333333
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11917021.70687884,0.08333333333333333
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11918244.580194866,0.08333333333333333
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,11941115.839657089,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11958138.903679071,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11961455.486542825,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,11972493.184911324,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,11975226.487947177,0.08333333333333333
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,11977927.502093587,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11992740.09042518,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,12010479.4547422,0.08333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,12022152.748897335,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,12040934.467666754,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,12043246.502774637,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12059272.123082984,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12069644.8497609,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,12106504.211677518,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,12114482.09084749,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,12150045.85141345,0.08333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,12171868.0368436,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,12189290.790087653,0.08333333333333333
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,12190299.752319995,0.08333333333333333
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,12200996.94807222,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12218302.782190654,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,12222037.422386043,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,12233490.990272788,0.08333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,12238932.048795464,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12245210.20394947,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,12255629.768198317,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12273179.408432908,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,12273808.492102941,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,12299202.232690504,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,12356756.689507425,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,12369644.736403054,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,12377347.775452103,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12400547.625145677,0.08333333333333333
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12410763.757154908,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,12412610.947992813,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,12419824.209983014,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12428746.443733545,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,12440626.663313186,0.16666666666666666
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,12445597.529218402,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,12459409.718200315,0.08333333333333333
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,12463399.990486443,0.08333333333333333
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,12466426.64042593,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12474387.903286252,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12521191.1141377,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,12526355.12383018,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,12537660.84792399,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,12553279.522130884,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,12611735.521648547,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,12629002.63949811,0.08333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,12632623.631525239,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,12641387.064422786,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,12647400.507545745,0.08333333333333333
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12674700.45309222,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,12691600.084946394,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12713385.31656081,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12715465.884190708,0.08333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,12742171.452717349,0.08333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,12747772.411845097,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12751492.618462821,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,12755088.913255764,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,12760597.659992773,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,12781789.001063973,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12789979.853098873,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,12798238.683176074,0.08333333333333333
