左手拉住了李左车,0,左手拉住了李左车，
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,6907194.763522213,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,6907738.058569927,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,6943893.944023118,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,6944987.319726318,0.125
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,6946106.322054578,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,6960371.5063265385,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,6986911.06742497,0.125
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,6997164.175838769,0.125
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,7003921.451380116,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,7034630.591662352,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,7036575.9047297975,0.125
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,7046921.329003242,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7047793.872111959,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7050828.812029025,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,7072369.858039458,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,7098258.172246368,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,7098804.2871013405,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,7108816.575091055,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,7112085.45255441,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,7116426.067798075,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7116717.871287381,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,7129339.86249934,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,7129978.845933551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,7132378.730342259,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,7134622.951788328,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,7140956.765572761,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,7144799.82859723,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,7158318.935752605,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,7167442.438190844,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7172966.437935048,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7185442.649922545,0.125
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,7186320.381146644,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7190983.5545768505,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,7203554.582955625,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,7218889.756520648,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,7234063.002611084,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,7234077.248882446,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7242484.031083235,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7251633.83984806,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,7258026.213453083,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7258624.5174116995,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,7264663.749645783,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,7265522.950625035,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,7265901.177667651,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7284365.201618098,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7290259.8354611555,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,7294843.100238036,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7298689.31855437,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7312983.460357677,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7317309.611559098,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7328447.566148714,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,7337767.944384224,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,7337767.944384224,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7341251.287506225,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7344097.256767005,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,7349618.293772073,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,7357088.929836455,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,7360529.49675181,0.125
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,7363358.406465332,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,7367131.505012509,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,7369545.969052905,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,7371349.602041549,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,7371806.050977315,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,7382795.644872795,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7400210.732261507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,7406455.712838472,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,7412308.036491058,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,7427035.251820506,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,7427195.193086875,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,7429876.238803081,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,7445066.935802324,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,7445849.094554289,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,7452207.792986782,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,7454706.810457419,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7473147.500175803,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,7478050.505476516,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,7478662.681179199,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,7501848.336524665,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,7512438.340520868,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7514766.987353145,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7518443.878075614,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,7560815.16452301,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,7564171.652446084,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,7564734.113373118,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,7566197.70759214,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7577609.446672733,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,7581669.826642443,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7582406.71835697,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,7607535.913335842,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,7610799.5757560395,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,7613717.610829131,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,7622639.575604671,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,7631947.699714465,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,7638276.526661006,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7639999.993261452,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,7640795.244595273,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7642466.042204328,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,7644410.96463786,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,7644410.96463786,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,7645049.575587128,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,7647686.627234074,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,7650875.699445471,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,7651115.574207838,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,7659607.714000763,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,7666380.579117267,0.125
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,7666429.369653451,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7668395.040693763,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,7673660.124036564,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,7698410.310604455,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,7702141.995303666,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,7702348.5365861,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,7704513.065976714,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,7708164.107918518,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,7712760.140808284,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,7729433.2275365,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,7734510.493028287,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,7744484.201790887,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,7754050.327595061,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7757383.452507647,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,7762067.56866726,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,7763297.261317753,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7778580.260123244,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,7782633.283222731,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7783249.148321321,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,7787177.431040874,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7793707.089157144,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,7798064.300208636,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,7807128.572477051,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,7807731.640096245,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,7808657.218534187,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,7815453.9502181,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7819314.350126582,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7823120.711375205,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,7825092.193580572,0.125
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,7826866.83663645,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,7832216.159812832,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,7837320.503256545,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,7839115.603645536,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,7840275.452138342,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,7880724.399232723,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7883756.5364219975,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,7913095.302261104,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,7913607.522024734,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,7913862.880429816,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,7926576.098834038,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,7937474.609820134,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,7941116.449018712,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,7945181.898858122,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,7945960.217657088,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,7949191.803380647,0.125
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,7958793.656121779,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,7986601.930852997,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7990070.357711218,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,7992177.18074619,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,8001517.934014631,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,8004487.875290089,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,8010081.329964111,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8010803.385910522,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8026000.171601184,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,8026729.599331554,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,8042664.628042716,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8044871.053657287,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,8061510.103051988,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8067194.143123733,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8068843.614571974,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,8070436.562872154,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8071708.628621996,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,8091934.628238439,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,8100608.866977878,0.25
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,8108506.337797229,0.125
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8109159.880398104,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8119881.039341331,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8119882.439361593,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8120588.497265525,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,8130180.96459852,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8133762.057234197,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,8141070.002207691,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8145888.014555935,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8150265.894691525,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,8167123.645994836,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,8190435.145372515,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8193710.739116375,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,8208964.06785339,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,8208964.06785339,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,8209492.292709595,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,8215500.391583699,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8230663.792418505,0.125
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8231912.711988526,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8234277.939527395,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,8243407.60788626,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,8260305.639781903,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,8266224.796124779,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,8273626.534897115,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,8274449.996186201,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8276864.1279066885,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8277794.583577729,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,8281431.629846874,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8285348.687038184,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8289798.61452201,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,8303579.48489696,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,8341756.313125631,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,8369395.327589268,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,8384585.846323531,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,8389567.974142553,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,8425096.644541621,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,8431214.176352905,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,8465085.843669469,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8465579.408662895,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,8487435.07911831,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8489352.152766062,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,8492448.919166451,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,8512442.791901318,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8517727.472516464,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,8521912.133362496,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,8525307.69180207,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8525461.574503213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,8528606.131018907,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8533290.928359015,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,8534214.468576968,0.125
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,8549875.147323899,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8579280.304991933,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,8581107.490659766,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,8585159.982375361,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,8593590.839797534,0.125
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,8598873.521257453,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,8615129.494636944,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8616510.737345506,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,8626289.314768454,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8645181.627325404,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8649151.600551242,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,8651918.078895146,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,8686106.836631,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,8694338.734985637,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,8707175.977206908,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,8726763.925068144,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8729440.448854031,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8731937.981462475,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,8732316.774794132,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8734355.268466678,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,8748026.725635218,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,8754727.121132309,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8772913.920676697,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,8774450.383384746,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8778331.89026031,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8781274.405966705,0.125
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,8790477.419686532,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8798585.482626501,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,8809688.004725808,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8814444.517024918,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8833031.14603278,0.125
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,8836396.374932146,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8845347.543679625,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,8853311.019418927,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8855552.718741626,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,8856239.831236565,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8857720.793764245,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,8867304.393660247,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,8868150.75562037,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8884457.991710912,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,8887438.580766698,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,8888080.379574236,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,8901392.017668396,0.0
