左手拉住了李左车,0,左手拉住了李左车，
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,12688229.479663663,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,12699231.243519826,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,12725995.77378105,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,12756297.043092666,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,12784147.08747831,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12785678.565327836,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,12824610.395625932,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,12860404.159857903,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,12892636.997327412,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,12916123.665475808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,12918160.277952664,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,12919603.039488204,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12935751.091555143,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,12975339.365140077,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,12986079.390433218,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,13007617.796242341,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13020801.722092671,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,13021411.816948669,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,13026155.404240496,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,13029070.776507271,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13059210.173630439,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13129620.677676314,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13195818.578542786,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,13205557.573686954,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,13240979.16821652,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,13289688.284199728,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,13304697.06806118,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13338130.255707612,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13349659.86836901,0.125
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,13367699.459620154,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,13439118.65616734,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,13461343.552030561,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13468129.980117533,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13468129.980117533,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,13472849.156914592,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,13489489.104978504,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,13496021.999902263,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,13516870.90826468,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13616919.08624335,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,13660413.133489894,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13702624.57266491,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,13748359.229835996,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,13764512.735035485,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13789553.443622246,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,13806847.855180841,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,13822159.273377033,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,13885260.030595819,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,13907776.385944046,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,13987584.437934471,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,14049879.478207896,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,14053924.894051125,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,14073131.664565004,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14081740.626098717,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,14087861.547230942,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,14091207.351106813,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,14246473.63140098,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14251485.230279123,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14336761.275427736,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,14421798.338712651,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,14469611.104847107,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,14518449.511064386,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,14554092.661245735,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14589754.252048496,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14614613.71356245,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,14640570.050968276,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,14686224.937239492,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,14750591.609478943,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,14945817.359683935,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15095665.470047124,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,15190291.541919047,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,15299781.424597347,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,15360655.908200813,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,15375606.06751666,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15382420.613701561,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,15467021.14524397,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,15504933.169303974,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15623183.552867237,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15714084.248469053,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15732595.739398928,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15919393.650038168,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,16079705.120231824,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16097522.250301378,0.125
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16097522.250301378,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,16099387.028777568,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16123164.354055503,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,16176562.10779128,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,16177515.018085442,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,16287349.453569027,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,16435250.176509896,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,16459767.509526124,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,16608706.681438819,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,16662569.369706802,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,16707771.740646996,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,16764107.293826161,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,17271000.24484321,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17277046.587634597,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,17337078.02829641,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17557206.478306126,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,17667287.978171308,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17692893.275133263,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,17713615.4412928,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17788659.659345537,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,17990225.5862462,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,18012216.581745367,0.125
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,18066027.055579167,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,18079183.235756442,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,18079183.235756442,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,18145864.705384083,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,18501277.145255096,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,18967330.179380514,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,19160312.83205247,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,19430626.728540283,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,19659418.186446197,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,19749575.23368117,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,20163662.810899965,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,20258699.115784753,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,20756450.07089348,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,20883684.19516822,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,20997281.49845011,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,21014326.893918514,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,21433977.23665311,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,21488859.302377347,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,21549330.969182175,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,21721748.49559734,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,22320453.435064934,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,22615277.66013376,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,22616837.810323156,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,23069621.043140233,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,23342720.738151565,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,24037817.50986774,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,24038654.669731468,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,24257220.507975597,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,28145751.30761437,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31326516.779709294,0.0
