娘想儿来泪双流,14,娘想儿来泪双流。
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7983176.878366274,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,8002873.623906816,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8003887.444015347,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8015698.707119067,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,8058236.34939307,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,8068000.226826144,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8077165.4826949285,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,8087312.626259301,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,8090066.763829474,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,8111117.8294347515,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,8118181.449281854,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,8119755.86115641,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8121693.826223859,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,8122651.166380347,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,8123318.209630415,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,8158093.435950281,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,8158093.435950281,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8159106.129013878,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8174939.981255502,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8186428.508881241,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,8202072.808949558,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,8209806.663345046,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,8213053.734502208,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,8219246.299642925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8223895.464603731,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,8229684.613932382,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,8251289.9214806445,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,8252442.96045314,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,8257739.46585744,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,8267077.7851433195,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,8268790.929078701,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,8279567.716898692,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8286521.643112077,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,8286733.335386704,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8292941.373319311,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,8308551.531309673,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,8334440.1825881805,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,8335178.351627133,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,8335186.59762312,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,8344204.97033301,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,8347542.695670283,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,8421735.626202593,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,8431904.519618183,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,8440839.601226687,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,8441578.720278034,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,8443240.4772236,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,8443240.4772236,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,8464630.600781549,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,8469942.766578369,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8488807.768608227,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8489581.634590168,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8499833.927879486,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8503756.59144531,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,8507367.624105817,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,8516645.399415107,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8517883.73797019,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8551650.258419573,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8552330.874276476,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,8582800.263491418,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,8588416.38758799,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8592382.721598232,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,8596729.65930107,0.42857142857142855
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,8597375.56857354,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,8600752.62601017,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8610238.956867903,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,8660326.744255105,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,8663413.751672799,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,8679218.062822895,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,8691222.358378274,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,8714034.437756468,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,8724082.392556464,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8771590.503603887,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,8794800.89705999,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8796541.922992524,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8805377.141787803,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,8808725.805640275,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,8823706.645766428,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8825920.857277872,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8834486.398955943,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,8837199.39230929,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,8866557.064338502,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,8876540.525627125,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,8881344.142617129,0.42857142857142855
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8891862.211029112,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8917338.19609324,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,8924329.439086104,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8950693.229949536,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,8957837.886275258,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,8959171.213729532,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,8984802.972710619,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,8984950.473558782,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8985882.430524396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8999495.796178125,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,9007024.217027633,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9044409.657113703,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,9050831.715467826,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9057527.844768908,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9082434.11982241,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,9088022.51043632,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,9088550.107379915,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9096733.442268886,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9096733.442268886,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,9123911.480053544,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,9141017.170953492,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,9141017.170953492,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,9145285.613188878,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9147723.841314862,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,9192107.56176583,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,9192107.56176583,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,9193250.113999799,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9196574.5816554,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9207903.315918192,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,9212089.719006887,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,9216051.32280725,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,9218915.049321184,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,9219708.088875128,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9222723.176128754,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,9229561.963686662,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9230683.279608073,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9236501.469213812,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,9244512.58673761,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,9244512.58673761,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,9297171.176303865,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9332804.32884262,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,9341530.036521716,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,9346903.194467671,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9393834.85294171,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9398855.035633337,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9408617.186774313,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9427363.604332134,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9433262.816395216,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,9433365.117379306,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,9441646.692430051,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9446730.197404036,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,9450572.157187784,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,9467230.960884517,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,9494605.179441523,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9523473.260648133,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,9555412.26452149,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9587953.930474464,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9591271.712880949,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9596564.2487247,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,9597734.546832295,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,9611836.819617122,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,9642788.461622244,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,9649554.025052125,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,9656781.321055965,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9671801.423005333,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9671801.423005333,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,9674726.816607764,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,9714216.045427745,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9735868.742688706,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,9768260.330665804,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,9780464.574581845,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9782046.425605683,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,9784261.261621065,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,9811134.696008677,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,9811951.989960007,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9816642.43265882,0.2857142857142857
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,9839492.77172837,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,9879365.65527507,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9884026.77056387,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,9893098.878406344,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9908613.001947494,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9912867.42365505,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,9922672.99739684,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,9922672.99739684,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,9930848.30534559,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9934043.333354728,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,9950433.259026302,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9955684.855672393,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,9960062.471541245,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,9960385.111322291,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9964107.756793976,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,9979019.772299057,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,10008248.270439234,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,10035660.620966827,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,10041950.011914058,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,10081313.38472065,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,10082231.52377743,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,10094429.634556027,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10111643.242519667,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10133921.752943859,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,10135893.588116394,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10142496.015302395,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,10154062.561639935,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10162027.503776776,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10172394.986455357,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10172644.676495804,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,10198210.14164732,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10214842.943289962,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10271040.534358364,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10275556.286286652,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,10277053.914784318,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10280812.654375551,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,10293977.527175741,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10309142.635416267,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10312948.250117844,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,10330180.879002811,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10330905.776387487,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10332869.08718857,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10382535.055027673,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,10393371.00180309,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,10394956.41342856,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10395171.666082855,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10431059.414848669,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,10431068.094842495,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,10438579.796658367,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,10442542.886179192,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10459617.369887156,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,10490952.945788745,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,10491434.164665021,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,10512956.938182712,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,10521895.479201008,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10576822.506189607,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10602650.391560042,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10618877.37485492,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10642529.186731445,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10643776.122150682,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10643815.942005634,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10659914.70669722,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,10662867.921667097,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10677720.264679937,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,10678698.513614474,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10688604.23511095,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,10696513.949597452,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,10699913.9336524,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10701926.352896642,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,10713304.039142845,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10718843.971851146,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,10736110.657934885,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10753436.51135674,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,10758346.307047088,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10760210.572586194,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,10763354.65879863,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,10782248.678828029,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10782818.936351351,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10784178.445273038,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10784760.296338776,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10794401.080596784,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10795529.527792607,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,10819569.569201102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,10833919.927641027,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,10835688.210660746,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,10902585.414055854,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10921350.984519808,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,10924681.400121234,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10929989.359833056,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,10947118.990676062,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,10955221.861403104,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,10960928.573518313,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,10980221.092042876,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,10991853.706865394,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10993603.864765367,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,10998091.74032976,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11001924.146026613,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,11045417.195738895,0.0
