娘想儿来泪双流,14,娘想儿来泪双流。
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11047840.840943841,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,11050900.27857326,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,11055522.28922936,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,11057756.286563838,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,11078029.16915637,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,11081177.187668996,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,11096748.983230146,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11122933.721286166,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,11151637.289414505,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,11155413.45382665,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11172870.86676983,0.42857142857142855
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,11174095.824708842,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,11178021.102146305,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,11238277.903088372,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,11238579.359369477,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11321251.015663585,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,11331936.0444496,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,11344498.499965545,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,11365154.273145646,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11386508.554129058,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,11390459.093977256,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11390563.984792879,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,11404435.943976056,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11422751.291817605,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11430361.958877252,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,11436776.287902359,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11448510.435246289,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,11451283.772700278,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,11520083.503795967,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11520958.82042611,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11529119.597235108,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11532263.009723276,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,11538444.762552585,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11549068.38225754,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,11583761.035372058,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11586907.163260445,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11588050.125658609,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11610900.550587418,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11612297.176794916,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11618614.803694552,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,11688579.619883396,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11699225.29131589,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,11722793.47043141,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11748866.480551362,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,11750216.971155869,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,11758584.82047655,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11790453.988531549,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11803031.581686003,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,11804981.030468235,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,11827463.057641052,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,11832955.059442768,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,11854420.18075883,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11887567.526960464,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,11894809.631037377,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,11904397.40081929,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11931916.161428,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11974517.394456644,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,11994930.71188349,0.2857142857142857
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,12000440.960169852,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,12006198.305915374,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,12080561.808155207,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,12088678.489843594,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12092957.521719646,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,12095503.96597808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,12099617.44758456,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12108038.094190843,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12109773.197245607,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,12165626.606139783,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,12171528.882407323,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,12177323.819401728,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,12195733.161723578,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,12210542.917024111,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,12211131.822690135,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12238837.72745954,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,12262717.381150214,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12263910.219829582,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,12320572.936807053,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,12339850.422863679,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,12357252.203045603,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12369513.688256558,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,12375633.848727522,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,12405962.998019945,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,12418183.933954101,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,12504589.557631489,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12509899.094778148,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,12524655.563114459,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12553078.316109085,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,12573867.062470283,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,12581211.914963901,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,12627629.475220364,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,12630827.600936763,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,12642017.514800603,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,12643008.184671735,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,12652367.388082717,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,12660996.164534673,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12663565.795312438,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,12676074.61410293,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,12699637.647764701,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,12710504.657300485,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,12735048.518857509,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12736626.582700554,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,12751751.535408547,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,12756753.350458607,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,12796205.840148965,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,12803167.195199132,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,12818649.431037938,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,12844666.860301252,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12871765.899868764,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12880629.384442873,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12891635.740685653,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,12897666.747149423,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12903324.860029463,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12926509.415347716,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12927639.079459533,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12931089.433725849,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,12949602.638020147,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,12983494.590397727,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13000156.546391986,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13014605.812908886,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,13027142.466922732,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,13076570.931523537,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,13145537.749588912,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13155709.76871254,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,13208486.189670231,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,13213789.360074539,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13224721.987446368,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,13240897.40075885,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,13244136.435224818,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,13248039.166264016,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13254217.165812768,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,13257353.51762608,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,13261289.426780155,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13267590.147256512,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13289333.506539388,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,13291815.672090389,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,13295240.816094935,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,13300600.41785129,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,13305357.925006784,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13359146.92811458,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13364074.451942366,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13373427.534885801,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13395412.536730252,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,13405838.285658088,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,13434268.107662616,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,13462664.691067008,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13481299.956279587,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,13491933.847793574,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,13543829.071000356,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,13543942.790407693,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,13581309.847042648,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,13609011.20545413,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,13619890.285483012,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,13653573.275561616,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13658292.105992194,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,13664110.792650674,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,13716964.94691053,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,13770482.519867124,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,13776585.094613366,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13780186.662653325,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,13799773.210617749,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,13828834.504880708,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,13866517.337803673,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,13974955.498650631,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,13978850.672333546,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,14014990.899561882,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14022948.59164559,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,14055357.532817869,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14084079.964780265,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,14111417.395773089,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,14144363.37488079,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14158108.630475687,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,14169068.473408362,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,14169554.204854792,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,14189578.338823216,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14223717.41825994,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,14261926.544724606,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,14289228.716940608,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,14295536.950273622,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,14297702.820992965,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,14340428.880650638,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,14343185.441350842,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,14381932.802871872,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,14385464.778777963,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,14386940.467510987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,14408019.682265135,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,14428347.710270995,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,14490999.976438245,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,14512265.050146958,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,14525318.146662291,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14530456.728152713,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,14531419.933071943,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14539462.92785325,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,14582789.295177588,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,14584495.960753316,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,14585591.231547814,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,14628407.25535906,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,14676237.771432115,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,14679391.472553773,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,14693772.14670713,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14716875.250764953,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14719684.280763764,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,14723961.621436398,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,14734024.732087592,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14768011.748665398,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,14796333.489122435,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,14882251.858945575,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14936866.181270776,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,14945216.079991411,0.14285714285714285
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14946083.855692074,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,14955397.310775533,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,14957033.264775215,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,15002744.317528319,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,15027574.718281886,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,15033430.637716895,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,15036566.438431118,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,15064053.732793577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,15071779.300955057,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,15135257.389042186,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,15141514.225929964,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,15189823.715298794,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,15196114.169203604,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,15225191.703861985,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,15238692.822316395,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,15254969.145604216,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,15276528.06864878,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15325996.48852314,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,15340803.274880424,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,15373591.648372728,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,15411081.914898736,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,15477351.644702429,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15509544.246474188,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,15510979.533030871,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,15573552.87932466,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,15590827.318097115,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,15635879.342468286,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15676530.544869188,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,15677559.642683623,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,15725566.989756625,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,15760193.513860755,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15763827.217937795,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15824715.496438256,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,15853419.298095793,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,15853419.298095793,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,15854199.70087352,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15878830.327979006,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,15939282.743457085,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,15941251.9334922,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,15952200.92228219,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,16004463.75781696,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,16025216.938516181,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,16026477.794329667,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,16055989.634430831,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,16069180.823716994,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,16072145.464041887,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,16085802.472000226,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,16091474.742818743,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,16127621.687379805,0.0
