杨林与我来争斗,0,杨林与我来争斗，
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,14444059.163351914,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,14490122.802406883,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,14532693.310673466,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,14542898.808685914,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,14561908.758039905,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,14566729.630059887,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,14574607.25096878,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,14576854.681400333,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,14578425.456282072,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,14649244.69831175,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,14657910.597131247,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,14672930.324248793,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,14713339.843867322,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,14718176.801047094,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,14719652.169169394,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,14763170.714083944,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,14799023.325652573,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,14825297.983220087,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,14827564.495873129,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14838495.340108613,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,14881480.705987098,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,14883173.827910244,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,14900987.894969849,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,14936167.97266272,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,14957662.95420281,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,14976657.02842818,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,14981606.89528292,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,14987993.783978462,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,14988022.26755247,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,15060304.787761213,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,15132906.38026856,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,15145942.280955326,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,15146515.474237548,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,15168612.842555175,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,15188594.928335784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,15196078.992321162,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,15211209.428525543,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,15226016.858849775,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,15226735.216348495,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,15236035.791926151,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,15294661.258588314,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,15300352.83195863,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,15302712.997975795,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,15321246.892831273,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,15332923.799422137,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,15347956.85810568,0.2857142857142857
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,15358477.766074434,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,15358638.385542504,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,15418713.241763033,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,15419107.246840328,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,15422281.984401079,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,15426974.1858498,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,15541604.152744131,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15605907.863253193,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,15607659.695110202,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,15634869.387944516,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,15668059.279050313,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,15672297.510446172,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,15688455.206133531,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,15699195.595427372,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,15729769.476290975,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,15771830.228209935,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,15776738.26892032,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,15790744.18246262,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,15805511.082169276,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,15816518.739715585,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,15846236.907458553,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,15898221.647317484,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,15904943.483926415,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,15919786.158614052,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,15921967.180355862,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,15930419.040971667,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,15940717.887771953,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,15940891.509573312,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,15958156.366422815,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,15967642.660977686,0.2857142857142857
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,15980110.772873284,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,16015997.907102706,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,16022749.688119123,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,16026036.556926895,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,16046864.611279283,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,16049453.149624994,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,16067212.285873167,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,16083127.414589211,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,16153869.536196005,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,16204352.63756193,0.2857142857142857
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,16225358.952997923,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,16226424.43611954,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,16258220.325602353,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16258506.803405732,0.2857142857142857
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,16261971.36502623,0.2857142857142857
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,16271189.465283075,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,16276225.847563727,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,16278417.694817599,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,16283196.296117483,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,16307321.238048073,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,16311794.634622836,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,16313989.581731286,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,16322570.876444183,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,16349622.503984878,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,16350453.322621094,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,16395006.530430518,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,16427585.7446522,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,16429542.221803151,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,16433102.125547552,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,16448319.131922392,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,16454660.786017194,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,16473547.433332538,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16481026.587696914,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,16505280.258594915,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,16506187.613987457,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,16523696.873753633,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,16537501.512745379,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,16560938.187532764,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,16595813.992407817,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,16601043.364167135,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,16654362.043756815,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,16654603.758327186,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,16680050.7201795,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,16707381.61397998,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,16709276.995158365,0.14285714285714285
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,16787048.41048047,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,16820120.677816898,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,16824339.243679516,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,16841058.937721252,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,16877804.86186388,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,16890563.335387126,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,16967473.684452534,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,17036611.433698293,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,17076022.791254494,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,17125668.829818357,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,17146655.68212987,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,17155840.547636505,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,17190031.39948584,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,17191329.98049109,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,17251343.18025799,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,17286388.098669443,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,17296664.526769787,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,17310664.656051666,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,17312344.061844714,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,17378936.764835637,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,17383570.778488886,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,17448024.122768342,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,17520532.60747258,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,17539505.795960817,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,17550039.164352566,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,17567228.745578345,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,17606193.689284824,0.2857142857142857
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,17606193.689284824,0.2857142857142857
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,17690429.799561176,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17710512.96446546,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,17803981.64834223,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,17809968.883059252,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,17819652.847723518,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,17836791.97808931,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,17851731.736347616,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,17892127.31503508,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,17908166.158297002,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,17919189.599674914,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,17942288.801077668,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,17942288.801077668,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,17945517.310243204,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17954392.138174478,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,17966774.95386829,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,18005863.59838365,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,18017129.909036003,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,18019642.01616237,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,18046075.381157257,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,18066073.253220644,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,18076633.229210798,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,18119388.570392948,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,18177587.059463214,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,18254012.346016604,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,18282968.22922341,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,18287144.078882,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,18288553.97365721,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,18327406.743855193,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,18373493.718089372,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,18419134.64835711,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,18476582.74510378,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,18492728.147888493,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,18501305.74536032,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,18506970.338521395,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,18543763.447924268,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,18567187.22956265,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,18590875.818500474,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,18628164.68538058,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,18683031.54277658,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,18688941.536000866,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,18694752.4198284,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,18697613.24104802,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,18711411.750568856,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,18748025.59787154,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18757103.301051505,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,18758125.793684322,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,18808470.93790238,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,18816231.099894617,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,18843244.901184518,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,18861075.075824108,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,18878074.83187823,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,19022284.72473014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,19062171.87315129,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,19062540.895081557,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,19117613.82631992,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,19174034.133531056,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,19183750.761357572,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19206693.61485717,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,19227137.177892447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,19233365.910332985,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,19244146.742009282,0.2857142857142857
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,19254318.64717054,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,19255281.79992127,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,19258789.13187678,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,19264272.709898163,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,19280656.728430107,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,19323512.39756457,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,19327182.881298628,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,19356911.191449087,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,19371473.97876939,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,19391566.6268651,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,19394279.787919417,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,19425319.864732277,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,19425319.864732277,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,19431950.591913104,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,19449654.98196228,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,19483544.54036747,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,19493089.23932425,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,19499451.68767915,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,19615930.223666154,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,19618533.296101425,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,19693733.89248731,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,19707584.462982856,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,19712718.628720734,0.2857142857142857
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,19779558.40805977,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,19810569.85553599,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,19838351.140661545,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,19897872.496513125,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,19911807.018689945,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,19922386.309006665,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,19926933.202862613,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,20025177.562831525,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,20088460.938711036,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,20152289.468994647,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,20172656.487682424,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,20190924.44560904,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,20216205.220248956,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,20237282.630179442,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,20237282.630179442,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,20285395.086524986,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,20303059.661311425,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,20392472.661306486,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,20405224.887968168,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,20414991.150491156,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,20420697.509464677,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,20460667.727170482,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,20473526.18253833,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,20572324.795139845,0.0
