实难舍街坊四邻与我的 好朋友,0,实难舍街坊四邻与我的好朋友，
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,7055856.314601172,0.07142857142857142
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,7055856.314601172,0.07142857142857142
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,7060091.336988543,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,7062342.912851594,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7064989.572697192,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,7078969.722847268,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,7082172.039207515,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,7093330.6670945,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,7108106.418293846,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7108852.065538421,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,7109336.598986376,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,7110653.192881888,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,7126435.985721981,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7126893.440073105,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,7127559.529543024,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,7130096.739212724,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,7140437.079241475,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,7146007.34166083,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,7162296.536617345,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,7165924.702101643,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,7169157.81958283,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,7178283.346256831,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,7183043.43144509,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,7183564.478380328,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,7204332.37962258,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,7224695.504615948,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7246806.944029131,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,7252471.516740105,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,7275443.040689541,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7293796.423981941,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,7301461.122553545,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,7301461.122553545,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,7326119.196516214,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7352404.912336146,0.07142857142857142
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,7353035.824724042,0.07142857142857142
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,7355665.762667302,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7359582.336419535,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7367471.304370784,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,7372688.681749026,0.07142857142857142
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,7378734.384736906,0.07142857142857142
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,7380588.567860397,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,7402784.451126233,0.07142857142857142
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,7404932.8846490355,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,7417277.326471583,0.07142857142857142
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,7430958.130191558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,7455700.833491495,0.07142857142857142
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7462437.103792329,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,7465076.010404863,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,7468768.638354455,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,7469418.005909123,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7476548.956307953,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,7527668.3148276,0.07142857142857142
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,7532345.81560233,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7551727.908488447,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,7558821.734949243,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7562234.607610522,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,7571996.504299725,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,7581216.449107161,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7593003.000028354,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,7594893.59440417,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,7601840.144289184,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7605320.935766091,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,7608673.988176219,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,7614933.45859616,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,7624401.014296109,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7631361.806848198,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,7640935.881400588,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7654190.235493022,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7669173.967448042,0.07142857142857142
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,7677901.836946868,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7683561.154921066,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,7697726.839705477,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,7699215.818146993,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7750221.430561495,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,7751133.765393969,0.07142857142857142
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7756182.870505224,0.07142857142857142
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7758774.851600454,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7762167.000853129,0.07142857142857142
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,7823932.049703869,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7829755.858091406,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,7830315.628316731,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,7837792.884129015,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7840067.495202198,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,7844957.89327471,0.07142857142857142
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,7856794.1123795,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,7857103.033602677,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,7858434.345320592,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,7866623.0488937,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,7937257.568396078,0.07142857142857142
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,7938747.320292785,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7939217.635836091,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,7955510.601574274,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7975927.532525606,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,7982964.195270429,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,7990605.718399589,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,8025616.421570443,0.07142857142857142
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,8029571.156453307,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,8033046.357527271,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,8033046.357527271,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,8039974.090523483,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8061036.092432921,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,8070737.819197711,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,8078811.966819213,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8105242.738180376,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,8108278.473286497,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,8115451.004626594,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,8119554.640877386,0.07142857142857142
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,8149383.204398032,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,8158833.254330401,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8174461.389801739,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8175259.357832377,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,8186204.226423909,0.07142857142857142
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,8188883.4966937145,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8189527.829302389,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,8203867.9048061,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,8216179.020378679,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,8226082.064815819,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8227451.331133641,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,8243854.149907459,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,8298415.575799815,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,8301333.6935895635,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,8304874.660219754,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,8304874.660219754,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8310442.940367453,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,8332135.238733269,0.07142857142857142
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,8352313.740090223,0.07142857142857142
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,8358187.878612509,0.07142857142857142
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,8364046.767019298,0.07142857142857142
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,8377896.953276335,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8388767.152740657,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8388767.152740657,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8399426.065219851,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,8399787.522698022,0.07142857142857142
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,8402716.10831595,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8414532.893233253,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,8416439.859695328,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,8418270.464112226,0.07142857142857142
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,8429388.706434624,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,8435437.759004118,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8449919.148234798,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,8454191.404577218,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8458633.570247404,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,8475145.891324623,0.07142857142857142
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,8478976.075394366,0.07142857142857142
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,8482517.051133228,0.07142857142857142
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8511660.568399455,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,8525733.833507292,0.07142857142857142
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,8532484.629491264,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8534721.720566807,0.07142857142857142
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,8544901.561827574,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8554900.94483451,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,8562719.215980217,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,8565973.190595167,0.07142857142857142
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8579191.194535352,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,8585219.28119187,0.07142857142857142
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,8591048.483248184,0.07142857142857142
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,8607074.099823264,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,8620556.593304655,0.07142857142857142
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8637540.795695616,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,8657113.151628261,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,8678899.088276416,0.07142857142857142
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8683746.735690169,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8688250.197369397,0.07142857142857142
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,8690556.290580984,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8707697.705834113,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,8719574.901131246,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,8744087.03646425,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8747470.201007389,0.07142857142857142
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,8771863.031247187,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,8772769.433057804,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8778337.77182313,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,8779952.614120733,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,8790391.202445744,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,8794164.280253267,0.07142857142857142
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8808692.077744983,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8813652.253590407,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,8813749.418549772,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,8815485.44694359,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,8821609.121614246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,8832522.720020207,0.07142857142857142
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,8838183.221922748,0.07142857142857142
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,8838361.335716024,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,8844183.086309692,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8849116.033515835,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,8872213.803292977,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,8891417.556975197,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,8893790.220658949,0.07142857142857142
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,8917147.27589095,0.07142857142857142
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8917620.277999856,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,8931374.835912352,0.07142857142857142
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,8937753.548594516,0.07142857142857142
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8938765.425720865,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8975045.325338455,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,8991837.160831517,0.07142857142857142
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,9007747.719366295,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,9072132.157420434,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,9083623.542172026,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,9085311.803065397,0.07142857142857142
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9096042.758196983,0.07142857142857142
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9097060.223281028,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,9106753.681473503,0.07142857142857142
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9114109.834576374,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,9120574.165354382,0.07142857142857142
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,9129562.492324794,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,9159124.511531096,0.07142857142857142
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,9188188.63199278,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,9198272.753319392,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,9202215.454320354,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9226142.954572476,0.07142857142857142
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,9253270.837261686,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9253812.694003433,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,9256198.05217068,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9272932.202736443,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,9275701.30759457,0.07142857142857142
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9285519.035439232,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,9287401.329220895,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,9297602.506971562,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,9303855.92141617,0.21428571428571427
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9305074.213097267,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,9316693.119223574,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,9318307.802481748,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9326294.606805293,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9328831.942067841,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9345151.272284586,0.07142857142857142
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,9347893.793785138,0.07142857142857142
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,9363765.062003594,0.07142857142857142
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9370336.587968534,0.07142857142857142
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9390119.179634837,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,9397011.205460967,0.07142857142857142
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9406788.93685581,0.07142857142857142
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9412845.362622114,0.07142857142857142
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,9415066.653298024,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,9486606.867803268,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,9488841.293070752,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9496514.288709916,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,9504844.128556348,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9508597.80126655,0.07142857142857142
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,9509838.924893554,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9528868.98386591,0.07142857142857142
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,9529313.614845026,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9536288.222828636,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,9551896.828875665,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,9562429.986105224,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9583975.53475038,0.07142857142857142
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9612470.350379603,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,9613980.735090844,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,9621890.929679396,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9637486.499393078,0.07142857142857142
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,9637500.745157165,0.07142857142857142
