他将我隐藏在后花园,2,他将我隐藏在后花园。
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,8601312.252157463,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8602619.511240212,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,8602839.496501083,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,8602839.496501083,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,8638596.88921909,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8638801.569752824,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,8640714.57544887,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8657084.516520776,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8662931.584219284,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,8666679.594800314,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8686852.766167877,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,8704756.978642408,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,8705483.904975193,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,8715090.774535133,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,8719391.176879214,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,8721886.711879017,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,8731943.888433516,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,8750325.744437872,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,8750465.663067749,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8762094.119484939,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,8767419.966297643,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,8771298.0867957,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,8775164.624787593,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,8787162.866603322,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8787481.428945972,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,8832024.650369348,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,8837929.645434113,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,8838814.005315552,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8854824.605813943,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8871066.446262559,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,8873732.70793184,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,8878407.97745254,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,8879461.890871482,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,8890681.930803273,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8902718.249900086,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8907360.026947921,0.2222222222222222
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8914003.667233355,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,8921501.79618284,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8926204.45753156,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8926204.45753156,0.3333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8935513.032637354,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,8941841.783444319,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,8948692.661822671,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,8948692.661822671,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,8951040.839731809,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,8958958.254849441,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,8967707.991715955,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,8985427.73229821,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,8998125.107809443,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9005879.550981136,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,9024226.24449215,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,9030491.345473874,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,9035399.877177296,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9051473.585878866,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,9051948.17293342,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,9066326.230284698,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,9079395.964314913,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9087031.514481217,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9090296.357666258,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9091305.876581205,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9102523.780043965,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,9128799.737147344,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9136142.49825921,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,9139106.361530866,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,9140298.2545882,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,9144552.981322113,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9146335.99466324,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,9169917.329499444,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,9177687.007552585,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,9189909.505075792,0.2222222222222222
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,9190360.026614428,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9221875.99987668,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,9222766.402521424,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9227918.353111714,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,9231501.563154208,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,9239222.760611895,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,9249977.13243315,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,9251631.907659022,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9271966.73712444,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9279146.03055652,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,9279497.1259795,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,9293958.370767895,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9304373.112933261,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9306936.933740472,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,9307923.07632994,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,9313252.13584676,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9328483.828378355,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,9330703.046010764,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,9336508.805949284,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,9343173.229303876,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,9357767.290640686,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,9361080.482780853,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,9362394.109774452,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,9368913.905647991,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,9379067.348914564,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,9380171.274521489,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9389989.239517294,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,9395003.238733169,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,9397790.381869623,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9398633.227967026,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,9400398.598332448,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,9403978.66264197,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9407083.515502717,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9435777.864687866,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9460538.597283753,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,9478933.195927955,0.2222222222222222
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,9479653.882281566,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9482679.26767793,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9484318.99905167,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,9488304.045281379,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,9490140.342047721,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,9495315.795218749,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,9500342.672315698,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9500411.723822419,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,9505735.412363712,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9512339.169296151,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9512373.481778353,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,9526767.250867207,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,9529604.953851683,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,9530632.275449373,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,9531487.227194555,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,9532278.98364229,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9544046.648133717,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,9553318.9512418,0.2222222222222222
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,9557508.994386785,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,9558822.339878285,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,9578032.19487328,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,9579378.503930043,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,9580000.81677782,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,9580976.97873112,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,9586170.992274087,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,9610429.263301542,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,9614667.746168267,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,9620459.239162177,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,9624052.174216073,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,9624052.174216073,0.2222222222222222
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,9625517.990893621,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,9669832.039489016,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,9675688.854200955,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9677604.61449688,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,9679290.200719178,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,9684091.428193107,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,9701314.42210908,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9705698.18868262,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,9709172.359479103,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,9711458.05430061,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9711754.46818514,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9723413.603599953,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,9727722.261159709,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,9729488.490002979,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,9743416.965753084,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9745145.555345159,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9769582.623776779,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9769830.469495198,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9772918.974237751,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,9775262.13882151,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,9784088.062337654,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,9796348.623947036,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,9799675.092999242,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9806642.246645385,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,9818467.723030878,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,9818657.277857004,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9845362.577026183,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,9846428.443314085,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,9848020.353435054,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9850832.394438261,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,9866588.215939632,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9873730.134767901,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9876026.655141102,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,9897897.53769601,0.3333333333333333
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9917223.199822063,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,9919804.151977278,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,9932247.59310453,0.2222222222222222
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9939539.355186991,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,9946622.96273545,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,9956531.585084189,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9990832.341350969,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,10004428.603710152,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10029075.006063957,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,10040438.844654663,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,10044697.457878297,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,10054167.068351883,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,10054167.068351883,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,10062457.636556685,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10068682.738264015,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,10073133.24598749,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,10091267.823063001,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10114295.152673211,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,10125756.176751757,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,10135240.083171956,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,10135764.623400092,0.2222222222222222
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,10136081.591487076,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10149550.744597903,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,10160306.517973341,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,10165236.023077147,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,10165942.091477372,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,10176671.418790152,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,10185953.367979124,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,10190576.518223925,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10203528.797096472,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,10212413.661875073,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10212460.963595973,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,10228439.318957366,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,10230006.377553953,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10258983.983418778,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,10262689.314344443,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,10263704.066999843,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,10267935.975441765,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,10270866.551502625,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10275908.027927712,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10280936.58773666,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,10304507.901089456,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,10305174.951029269,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,10333074.47165644,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,10340704.573843293,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10346593.622169642,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,10349603.684479281,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,10353019.13021982,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,10353604.687530411,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,10369764.661287645,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,10381284.198036546,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10385277.30503946,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,10402086.54442264,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10402711.40420195,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,10413586.687303213,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,10429105.34258105,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,10434958.890913999,0.2222222222222222
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10459342.04491418,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,10463456.73104618,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10474046.29112459,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,10493764.359996568,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10513549.278878734,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,10532314.081330646,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10537044.218377609,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10541349.00455911,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10572681.621112635,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10578343.17382605,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,10592023.444030156,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,10593237.84050458,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,10609638.423679383,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10629568.287070703,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,10633509.867774941,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,10635411.56570037,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10635873.286295658,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,10637481.923695354,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10639732.78575941,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10654720.732146481,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10654835.672318012,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,10660714.051066088,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10694689.600904807,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,10696626.510331783,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10703337.89384427,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,10720599.63763085,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10749194.074828582,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,10761875.45147318,0.0
