啊、生死二字且由他,0,（啊）生死二字（喏）且由他。
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,14380849.917570535,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,14390885.174777864,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,14391643.57057688,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,14439337.476484941,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,14448512.772420786,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,14453179.502322467,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,14458043.590702629,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,14461132.181766072,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,14503205.910853194,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14510595.038931122,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,14512411.623143248,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,14542059.16459593,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,14548797.808753623,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,14584965.473521149,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,14598221.058111668,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,14620346.369734654,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14636878.817286842,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,14648276.435654832,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,14653211.719169354,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,14693500.444579717,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,14707781.798749037,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,14710347.781797057,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,14718476.876113135,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,14748735.761398962,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,14832222.603717506,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14865993.945618568,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,14868962.054705203,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,14892852.774990462,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14921057.821106829,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14928673.184253799,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,14957293.103108691,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,14990088.864362547,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,15064622.737594355,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,15083621.8527109,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,15147816.983220939,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,15180145.468842458,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,15351915.734983832,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,15367900.389000742,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,15370026.314366017,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,15486248.665767455,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,15504210.374060513,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,15519129.725620406,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15533325.200013023,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,15561530.228030084,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,15561530.228030084,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,15617661.195689512,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,15670588.286855552,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15685369.329528688,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15767298.933804005,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15775743.883063817,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,15788887.31650651,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15835796.119389383,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,15894308.810620228,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,15930685.899853228,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,16031918.12455325,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,16052126.696131533,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,16071383.675097214,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,16071383.675097214,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,16106587.948309744,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,16151839.166855225,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,16178193.22138292,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16182537.479235321,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,16236523.498785833,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,16259603.372504078,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16274869.952589089,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,16326935.287911147,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,16358474.400702091,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,16385512.751496965,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,16401113.784008373,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,16416237.644192418,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,16546901.139284667,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,16555371.07136504,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,16681507.4281256,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,16691518.54844747,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,16707847.691481367,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,16727270.410597736,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16843221.71691143,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16898255.447720632,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,16906410.076603357,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,16909740.392676298,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,16950739.14874948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,17011118.19472442,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,17021682.030916948,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,17031017.00535166,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,17068201.870262217,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,17115123.016087208,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,17138870.27088696,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,17196997.182730976,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,17270242.18749398,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,17283104.329917215,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17379127.539546147,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,17403268.96368736,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,17429633.10096808,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,17434193.145249777,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,17469808.299745068,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,17536183.793065052,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,17567413.57362226,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,17597595.93730489,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,17608005.71232853,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,17610364.37340868,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,17644753.74909624,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,17658946.21483398,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,17706936.565979745,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,17902322.205826834,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,17908106.944840092,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,17974358.206110474,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,17983322.378217213,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,17991239.850312438,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,17998560.964499235,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,18115152.74327398,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,18251805.7762057,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,18322293.859036308,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,18360210.547615364,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,18360210.547615364,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,18476226.31442142,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,18613186.019423366,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,18613186.019423366,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,18653605.00689098,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,18736381.507574398,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,18962734.887944616,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,19097621.09212428,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,19097621.09212428,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19149739.144747436,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,19201854.95101804,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,19319665.713696476,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,19422284.729650892,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,19668243.44817051,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,19888420.063570816,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,19914395.268731784,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,20021506.391842544,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,20172648.115650672,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,20232242.416023646,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,20241160.656137742,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,20381478.09156507,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,20637441.339520544,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,20779531.359649576,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,20818084.831770625,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,21148842.41373129,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,21210795.428627875,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,21450228.588254973,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,21901961.30365872,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,22020211.82929667,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,22371349.93225944,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,22533896.992685635,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,22665551.53722635,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,23180398.795477044,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,24025888.780621838,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,24025888.780621838,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,24339763.979470402,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,25874167.427086093,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,26566732.021900516,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,26745448.676524803,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,27321622.140902437,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,27623344.813195065,0.0
