啊、生死二字且由他,0,（啊）生死二字（喏）且由他。
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,8187306.594944884,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,8218082.18839176,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,8229746.904410316,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,8241439.083598124,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,8241439.083598124,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,8249578.439305771,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,8257086.310035591,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,8262951.307437726,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,8264118.493008995,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8268785.096661385,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,8284189.550454836,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,8294094.320040715,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,8295699.483404942,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8297442.11498637,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,8332370.521263796,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,8340245.847036681,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,8349703.953341632,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,8356267.322520113,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,8379928.892446974,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,8401333.11444045,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8402037.86831397,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8408305.668111144,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8411419.541779606,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8411419.541779606,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,8420722.457046336,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8425298.85637344,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8457415.999438092,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,8469744.977224898,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8490407.781926498,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8498549.383750932,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,8515275.817863597,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,8530205.930559589,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,8539764.027070368,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,8550753.408922799,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,8562492.808066135,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,8583283.891214387,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,8587498.399641138,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,8587606.201371687,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8599406.499254363,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,8604005.000422025,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,8609588.335348712,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8612696.181822093,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,8618225.916063854,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,8618734.416389208,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,8625308.258589368,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8630657.223886952,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,8643202.435746176,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8655711.74262416,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,8667283.38299345,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8674603.101034146,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,8688356.59556646,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8727159.33450946,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8736508.95824338,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,8794300.444497565,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8812128.895566462,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8819926.79480046,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,8827676.333511047,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8844460.543745099,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8844946.97497405,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,8855044.504931808,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,8855044.504931808,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,8858998.34549934,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8884101.541329019,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8907140.868872672,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,8911741.223401936,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,8918304.41890371,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,8940003.885818755,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,8942936.368111297,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,8943812.76553308,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8949190.064353637,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,8957760.67333813,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8987332.120831786,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,8994215.439843858,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,8996031.683433658,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,8997893.557639712,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,8999876.900406184,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9003546.641464068,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,9016147.083503628,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,9017530.866000334,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,9027252.372245518,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,9029194.598984215,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,9033597.434165597,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,9035976.959853325,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,9039133.861414177,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,9067475.012703756,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,9070430.794086905,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9076969.491832685,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,9084392.012862172,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,9084961.208192756,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9085971.038373232,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9089174.627167376,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,9093795.046625875,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,9094350.131699841,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,9112965.433589378,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,9141951.137374738,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,9145080.414029222,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9146150.374761045,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,9146685.035888072,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,9157727.91543451,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9158313.56000176,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,9168796.11081878,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,9172687.138800276,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,9190647.579416433,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,9202431.246463193,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,9212812.43615991,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,9227567.552438281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,9245585.191179268,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,9249313.702353556,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9257603.533208512,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,9262031.207244797,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,9263388.58757122,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,9271328.811555244,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,9287806.072779464,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,9288880.851574559,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9297838.232275976,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,9308930.089482257,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9321273.964119349,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,9342591.150881466,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,9368600.158492055,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9370984.970810177,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9385861.436825486,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,9387610.210472584,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,9389098.751482064,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9435714.62056584,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9464367.478187826,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,9464423.168443521,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9472759.538254261,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,9473969.248496039,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,9476100.161119625,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9482179.52115211,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,9511480.434038987,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,9518979.376890633,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9519569.04065655,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,9534517.699722199,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,9535698.366970262,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,9535758.591581915,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,9549706.458927523,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,9551821.369674157,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,9557588.166045513,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9570133.600334428,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,9572226.69021818,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,9572226.69021818,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,9584876.768270763,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,9587678.23387645,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9594993.750600297,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,9618507.627057027,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,9629029.581706794,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,9633214.904905023,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9637231.605449347,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9641264.172593674,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9642586.961449131,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,9643332.827423694,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,9667800.438443495,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9672228.370639354,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,9712247.374774812,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,9715115.57322529,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,9715767.211832365,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,9716221.099309344,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,9726267.618269717,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9756286.392498353,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,9759125.374238238,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,9759125.374238238,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9765711.448078591,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9783624.807944091,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,9786461.367306596,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9799498.639483634,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,9807829.364241626,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,9832439.011495689,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,9836105.73805704,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9836223.99940183,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9869986.184790045,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,9876152.131148646,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9879714.006955734,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,9887152.97028126,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,9901986.23041731,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9911583.168428786,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,9914930.89395727,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,9928527.192544375,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9941725.488167133,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,9964399.519999012,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9966443.92928383,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9972302.39520745,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,9975962.720292581,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,9976946.985864364,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,9983992.451823369,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,9990223.715858996,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,9997515.379059682,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10004959.911010131,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10017378.600503542,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10025051.596917374,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,10029709.137128722,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,10045414.956433153,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,10047937.073164383,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10049463.958587192,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,10050849.855077438,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10069598.168563673,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,10074786.302614981,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10076287.831912538,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,10083620.071001347,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,10083620.071001347,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,10095749.915596813,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,10096242.380680773,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,10127326.116619715,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,10134180.942363804,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,10134820.157536598,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10139794.690994566,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10151209.417924741,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,10152616.476258086,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,10153415.437680664,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,10153454.541775,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10160531.912989082,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,10160712.662868276,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,10163405.828847528,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,10171357.403320817,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10178678.0589885,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,10181466.286785292,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10182758.979411324,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10191935.797795903,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,10202949.238223188,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10205541.456548283,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,10210348.025313882,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10245052.261252875,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10254568.711397924,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,10255442.077585755,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,10256294.353056509,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,10259987.428876968,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10267814.562420469,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,10273465.838357689,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10275595.11268231,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,10285090.176026076,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,10292649.784858491,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10305840.308522025,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10311067.450080903,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,10325128.731222123,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10340304.939875403,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,10366974.787852291,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,10370633.158066873,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10371600.7787126,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10379547.680062765,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,10392662.15852341,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10403616.455677116,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10408047.55613082,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,10409150.464001631,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,10438939.671048872,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,10442915.594356649,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,10454391.080420513,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,10461722.114616722,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,10465903.396307353,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10471638.867386619,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,10472593.369368963,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10496970.528028473,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,10516887.007548513,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,10526830.503194684,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,10534638.567174755,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,10541234.140365077,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,10557654.75430719,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10560208.777393611,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10568828.144248592,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10578848.161545068,0.0
