为什么事到如今耍奸滑,0,为什么事到如今耍奸滑？
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8386091.64171351,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,8392934.902495991,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,8406604.947038123,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8411926.951044124,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8417357.297888923,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,8428449.632155417,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,8435276.558340602,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,8459154.704725351,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,8472302.861926038,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,8479914.32636678,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8482867.957401076,0.1
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8484686.56382831,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,8485011.814247953,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,8494631.782134464,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8496120.352460593,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,8515921.12614088,0.1
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,8522994.840013709,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,8534716.478960212,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,8546232.731559474,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,8551752.867464451,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,8554951.591581678,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,8575892.658219106,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8581671.41073353,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,8585733.055809734,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,8589770.707689509,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,8598461.25141372,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,8605434.324067276,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8624755.342705933,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,8626988.9096509,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8637993.658712404,0.3
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,8643340.474668907,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,8643707.8049359,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,8650664.950032933,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,8667057.354029974,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,8699747.514960753,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,8701241.189167943,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,8705456.055610258,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8711161.71664215,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,8730268.541672163,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8740262.917858958,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,8750847.773165341,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,8751378.194834428,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8761825.210679416,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,8769976.690810846,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8774561.79991991,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8774561.79991991,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,8774597.926051833,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,8775191.58566687,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,8779089.374931784,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,8780101.738672795,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,8795883.87981662,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,8797950.96662479,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,8797950.96662479,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,8799540.37000136,0.1
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,8803593.311272714,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,8806406.179926218,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,8829615.242760267,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,8829615.242760267,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,8831619.843892207,0.2
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,8856701.317439599,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,8862337.12168861,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8864049.425728861,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,8870608.055824531,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8876268.397191465,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,8907293.407231485,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8925968.372784443,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,8945225.55184212,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,8955447.203855839,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,9006001.274999809,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,9017732.550512638,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9017991.404978449,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,9025165.134689404,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9056176.257522052,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,9062934.018916901,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,9067937.821599856,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,9103914.087219248,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,9112981.06536954,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9115347.809755778,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,9137239.284524556,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9139068.528304543,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,9140070.388724735,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,9158808.227382734,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9164764.873170052,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,9173652.283489902,0.1
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9181410.078742685,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,9193873.706470786,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9220515.034603374,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,9223223.50013486,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9231083.936476309,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9237791.740524162,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9238110.669118142,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9242113.678309886,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9247884.117055843,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9264021.008795705,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9276941.166393254,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9290143.508992266,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9292559.815427488,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,9296848.106601741,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,9303925.406073462,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,9313039.465692857,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9313933.46492233,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,9323935.721276132,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9332926.481146116,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,9333293.032331951,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,9356075.72987158,0.1
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,9366202.849966807,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9370070.914480433,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,9374985.88059539,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,9383755.81204367,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,9393670.65141683,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9399329.300785314,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9417602.133215087,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,9447944.319425145,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,9466274.505999576,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,9469355.440802477,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9472824.891891258,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,9482011.236693569,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,9504418.159855124,0.1
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9508642.082126256,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,9516646.38400408,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,9523734.641629603,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,9541762.554718697,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,9542323.78815752,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,9547852.990606865,0.1
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,9560379.781407554,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,9560892.259426055,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,9566226.08405477,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9587916.091154402,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,9598903.798850406,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9618899.686501818,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,9624064.402968897,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9632108.016474143,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,9638423.037084438,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,9640607.704312349,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,9645366.595583491,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9646596.779578317,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,9672911.060989453,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9673130.191244662,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,9681254.93833323,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,9686030.10350549,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9693120.844257649,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,9698067.45332522,0.1
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,9705858.135912318,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9713883.967689838,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,9728344.581392724,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,9729300.8582118,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9748790.619985703,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,9789454.797514051,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,9804470.339694185,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9810551.207295658,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9814419.234996248,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,9847531.564130822,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,9854018.180051506,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9872164.263698982,0.1
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,9877219.435018292,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9903133.850206757,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9912644.999527216,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9919253.574193075,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,9941299.270595912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9942550.912184212,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9943677.268480228,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,9950620.217044333,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,9962249.765158089,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9977019.960051974,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,9983912.721162505,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,9984517.581886506,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,10004382.719088824,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10023802.080771701,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10023802.080771701,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10033912.660823232,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,10076967.590552619,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,10079905.633298308,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10124014.267730635,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,10134593.62628797,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,10145633.054006575,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,10155583.691577738,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10159033.692455068,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10171517.311407277,0.1
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,10210525.049330741,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,10227686.552004656,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10235034.613273555,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10241266.778544478,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10263592.85916697,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10273804.766354393,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,10277126.488553043,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,10278957.570337163,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10291442.596454551,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,10292460.727117196,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,10296983.937951734,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,10306650.120478982,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10308615.838156894,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10321415.613283698,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,10333010.724234626,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,10341296.99972313,0.2
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10351753.435339404,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10395412.59850659,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,10424195.800696673,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,10432813.786285419,0.1
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,10438829.833722483,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10443028.314252842,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10445273.520957448,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,10449162.10562273,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,10470019.563552713,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,10474427.720404144,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10475874.297257805,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10486167.994075393,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,10492153.688585022,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10511308.58529036,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,10523521.191733172,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,10576433.828317877,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10577548.510707889,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,10632659.825063802,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,10665169.198508995,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10703387.001813104,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10717841.714576902,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10749161.651635887,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10756556.128225245,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,10762711.202107398,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10764833.801499432,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10794381.278332971,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10795647.911309242,0.1
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10797234.753801646,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10807765.77015962,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,10810963.067577256,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,10815765.360265741,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10820800.672280042,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,10845019.356489066,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,10845145.927520616,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,10867627.700046122,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10877047.507602781,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,10892099.12927676,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,10895271.772296825,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,10921304.640102062,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,10929669.839115046,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10942060.72660968,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10945149.943163583,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,10953700.827524005,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,10998139.51679907,0.1
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,10999807.788386704,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11000517.291675502,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11009116.223163072,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11010386.023666466,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,11057814.919861894,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,11062461.679449404,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,11062461.679449404,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11077402.578055296,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11107990.130505376,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,11111407.146911543,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,11114860.767598553,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11125543.912465062,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11134865.040744388,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,11167732.893213892,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11201656.548908135,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,11212219.5364693,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,11221250.693387292,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,11221988.04421437,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,11255067.649231961,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11284443.606059492,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11309432.564054463,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,11315668.161600789,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,11317072.499298453,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,11369615.562851043,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,11379914.052168898,0.0
