我前番命孟良骸骨搬请,1,我前番命孟良骸骨搬（呐）请，
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,11482620.316569567,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,11499183.546285296,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,11499588.229032803,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,11506082.783363456,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11507437.716898518,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11508893.412247062,0.1
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,11524609.170036837,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,11547484.498103883,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,11553074.86312863,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,11555664.696621314,0.1
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11573331.600072563,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11589782.809149554,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11591533.435977539,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,11592160.486697229,0.2
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11596442.927188661,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11596442.927188661,0.1
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11600392.547810502,0.1
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,11603384.106288008,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11605000.62756083,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,11622741.808973761,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,11625090.364733411,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,11629001.960186984,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,11630793.082845995,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,11649411.132404653,0.1
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,11659832.17277054,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11670180.76114665,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,11692400.258616516,0.1
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,11707939.437950926,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,11726493.78094529,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,11728958.379496362,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,11730632.98696434,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11731688.01762295,0.1
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,11733885.228390135,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,11738313.487266608,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,11748212.773242095,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,11748212.773242095,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11750464.243039979,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11750583.69342407,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,11755225.852084177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,11770053.840513539,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11778897.122162936,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,11783380.244241739,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,11785756.790748695,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,11795483.423342085,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,11797484.46311413,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,11837105.439170355,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,11854209.308968903,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,11854500.235581627,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,11875555.552410217,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,11902002.976494737,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11908347.175918799,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,11915130.41150372,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11920920.035618823,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,11948278.96412354,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,11963785.714539872,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,11978496.557262305,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,11983097.40947811,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,11989587.17158761,0.1
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,11993329.45129853,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,11997704.96146156,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,12006807.900708549,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,12013187.552663682,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,12017438.074654967,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,12024568.828375503,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,12033255.080051478,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12034909.414979184,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,12040321.608185926,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,12053660.073640265,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,12053855.697732743,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,12058913.270152995,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12072275.151329631,0.1
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12112798.435415426,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12116543.877173997,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,12117543.608624734,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,12137820.547619216,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,12191865.533584166,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,12220622.193102049,0.1
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12222023.068171859,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,12226040.219135324,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,12230658.112837898,0.1
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,12240681.561432164,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12244462.858252147,0.1
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,12244869.429818252,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,12257583.526754241,0.1
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,12262096.640463347,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,12263532.498778353,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12264262.422434647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,12269080.026651194,0.1
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,12287831.904516503,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,12293466.812256519,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,12317040.426147897,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,12318285.020661112,0.1
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,12339991.634432042,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12348723.924625302,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12396296.419454815,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,12398257.041454384,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,12404801.632846326,0.1
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,12418987.091973431,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,12420076.05836771,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,12420363.912404045,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12429191.83141356,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12432319.033259705,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,12458633.94797849,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12474822.467750145,0.1
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12474822.467750145,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,12477862.338108815,0.1
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,12487341.201580217,0.2
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,12510975.501856938,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12511240.379030477,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,12511479.872995341,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,12527384.349500073,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,12533221.152597498,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,12535489.106058614,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,12540703.397873303,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,12561717.10652507,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,12571546.701566821,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,12577336.182227341,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,12587943.356246438,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,12590746.336211849,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,12602777.300408391,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,12603064.59479286,0.1
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12610540.437963393,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,12611888.945867779,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,12619459.974991743,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,12628321.78275234,0.1
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,12638854.65299517,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,12644672.981150467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,12651360.77294685,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,12659443.26411797,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12662213.318780504,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12690365.887393866,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,12690609.843447369,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,12692553.25513547,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,12701244.916827392,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12701471.734171988,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,12701777.229469018,0.1
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12705968.655018693,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12716672.026833674,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,12718755.339554274,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12719755.767154096,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,12727570.81336803,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12746771.59228083,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,12751409.811151072,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12755259.543643603,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,12758334.670774553,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,12792993.33595472,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,12792993.33595472,0.1
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,12818663.373299476,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,12828760.569757342,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12833352.425025903,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,12837222.723934991,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,12838149.0292281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,12844142.171596024,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,12844142.171596024,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12853567.430491235,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12864882.87096244,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12869355.534714703,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12883151.900253907,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12888120.641589249,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,12892414.960478982,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,12911832.601305315,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12913332.651107995,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,12917351.808642082,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,12924279.456025682,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,12926773.410688577,0.1
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,12929022.39555337,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12945631.933441777,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12964296.515418436,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,12976398.451939369,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,12981482.960458815,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,12993394.811937725,0.1
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,12997262.729927687,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,13016760.306271086,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,13017203.759151932,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,13032777.578774033,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,13037134.431322338,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,13037134.431322338,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,13037201.72055115,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,13049519.050496228,0.2
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13059091.494571898,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,13068596.758061903,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,13087102.737203173,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,13090619.350866081,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,13092663.914387558,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,13092783.185526256,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,13134969.674344905,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,13153170.403811296,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,13166060.829709366,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13176183.07605524,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,13180331.111736417,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,13189540.639982201,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13191186.787307333,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13191576.291512733,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,13209961.145702781,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,13215425.247154165,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13226390.085657252,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,13238606.6916278,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,13247539.941815428,0.1
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,13259713.694509946,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,13264865.249679824,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13281389.772067513,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,13303747.990601616,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,13304413.956366636,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13329219.336921768,0.1
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,13335508.468799349,0.2
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,13362683.011049496,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,13397256.154150797,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,13402195.1717697,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,13444391.972605351,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,13454835.308201075,0.1
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,13463146.910867212,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,13471502.357191326,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,13472032.305486552,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,13474003.499992628,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,13484602.193336993,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,13502612.917484066,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,13510459.6997109,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13512065.072132222,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,13535486.26242813,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,13552382.444792232,0.1
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,13623510.353045033,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,13667551.855548885,0.1
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,13687462.878830573,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,13687899.475608246,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13689613.649538279,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,13702671.874975942,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,13718298.487916356,0.2
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,13720162.858192304,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,13772313.802742595,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,13777361.583091421,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,13777802.27350856,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,13796619.484064855,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,13801904.659833113,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,13802077.766972965,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13806161.930724146,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,13819718.770977136,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13840398.886203665,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13859206.652367737,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,13867457.473766811,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,13889435.557826735,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,13931942.144135537,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,13931942.144135537,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,13955697.99085484,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,13958917.645458717,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,13991349.333850717,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,13994129.716092445,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,13995813.210178165,0.1
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14010185.890844125,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14038447.24339569,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,14061847.480039101,0.1
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14076418.350164633,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,14082697.254299251,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,14088278.274767233,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,14107806.77478188,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14132818.045682516,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,14148861.963078432,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,14149020.939465104,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,14162746.25645739,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,14167129.997899866,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,14172852.275858285,0.1
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,14182195.977604808,0.1
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,14206014.239291543,0.0
