我前番命孟良骸骨搬请,1,我前番命孟良骸骨搬（呐）请，
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,9384610.543008886,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,9386604.344128886,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,9387741.155643871,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,9392565.038552523,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,9398583.35419936,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9398665.667261096,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,9414732.801054018,0.1
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9416426.154329792,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,9426258.353641013,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9427522.453109847,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9436720.670643928,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,9436884.755422147,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9437259.86242019,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,9439398.849738313,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9442943.384287069,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9442943.384287069,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,9457756.414158827,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,9458171.716666423,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,9483634.611984318,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,9496754.340406835,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9502122.750072654,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,9503978.606271533,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,9503984.34311666,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9518511.409493292,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,9521369.513931904,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,9529130.576608878,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9539334.956317067,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,9542555.867511656,0.1
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9557794.04556216,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,9571851.53904771,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,9571851.53904771,0.1
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,9585015.246775629,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,9597689.449185187,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,9621276.600792367,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9625090.987245444,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,9631475.316873848,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9650485.0098461,0.1
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9673016.198579744,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9686118.483936515,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9687647.313448284,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,9690550.57319465,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9692662.364787983,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9694881.436761383,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9698524.634265281,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9700083.451972649,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,9708912.538422601,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9711824.626358815,0.1
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,9715567.389500221,0.1
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9717556.530311933,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,9726311.842111776,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,9753092.046630425,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,9756021.64461925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,9758244.249982303,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9766351.787148342,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,9777915.568021558,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,9780260.328728233,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,9831233.6414436,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,9832831.427766189,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,9837558.557850616,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,9843865.02142981,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9848664.438152866,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,9855505.210628802,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,9858325.538016578,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,9858440.407872988,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,9863025.175065307,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9868192.380126871,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,9872751.066355372,0.1
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9876352.02421098,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,9884177.43145836,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,9907710.359161219,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,9908429.186189407,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,9908456.181491848,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9909431.191477135,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9912468.97306484,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,9919622.952387692,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,9927132.281055333,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,9936909.97890076,0.1
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,9944949.60676826,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,9948246.6497112,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9952943.76753132,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9961684.000423528,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,9962064.216617763,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,9962322.530290762,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,9964659.851722406,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,9965644.894697888,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9966528.764002046,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,9976785.361025916,0.1
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,9985066.572189134,0.1
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9986535.787210748,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10000138.29508821,0.1
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10010764.834773526,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10013409.094765846,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10023628.107856795,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10045909.522126133,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,10047181.1995711,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10062747.921506425,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,10073605.176186994,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10086316.52944257,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,10090228.340130541,0.1
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,10097047.377298318,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,10100307.865655296,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10109887.174313715,0.1
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,10115388.203050401,0.2
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,10124525.80466064,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,10131720.379119584,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,10132729.196305795,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,10137029.673796197,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,10146358.754409794,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10161033.919854257,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,10165844.026887367,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,10166535.712725218,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,10166535.712725218,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,10172018.13410364,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,10173798.227064759,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,10174840.853207348,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10176593.88493269,0.1
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10180399.923955362,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,10187535.405069217,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10192033.79521733,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,10198852.054942662,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10211361.8069982,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10233347.968760544,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,10236631.99319076,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10252546.59052579,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,10264416.237622647,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,10281950.394299954,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,10287383.759032505,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,10293106.29940422,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10293183.633802786,0.1
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10316264.760923706,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,10316477.30433924,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,10333498.064819822,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,10339652.636238113,0.1
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10349623.610442296,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,10364639.296642995,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,10364978.134546418,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10375628.16211581,0.1
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,10382178.939368626,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10385002.51124553,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10386225.934253003,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,10388534.42466895,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10391467.224633161,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,10402236.518077657,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,10423865.24795944,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,10444689.482022285,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,10448994.059002923,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10461047.872766303,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,10465497.91558792,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,10485925.041603638,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10494405.384597974,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,10497232.774153398,0.1
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,10497306.885768726,0.1
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10504822.320476135,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10505264.073636571,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10522114.332073145,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,10525443.88663427,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,10532654.131480137,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,10537052.771474367,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,10544225.675989684,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,10545120.003435813,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10556656.150080591,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,10561038.945735272,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10570599.381981686,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10570599.381981686,0.1
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,10570930.791295571,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10573872.06194917,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,10580503.225210076,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,10594978.492523966,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,10606007.297544602,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,10606272.626033252,0.1
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,10618201.336907357,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10619095.6404764,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,10639873.101397302,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10672044.968177179,0.1
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,10672833.83808939,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,10676885.27300627,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10703587.896164104,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,10708954.786716606,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,10711508.494446682,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,10727556.98343747,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10728749.8849983,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,10729941.510830201,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10730870.848414397,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,10731776.6896135,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,10735905.670900574,0.1
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10754826.865655424,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10783043.632340856,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,10794860.176626574,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,10832568.850769004,0.1
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10842669.158824377,0.1
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,10847464.144041056,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,10860966.575938493,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10866129.281588525,0.1
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10873069.906653684,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10887734.565877667,0.1
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,10897201.801222963,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,10900006.348438052,0.1
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,10901128.688344626,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,10901578.873913506,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,10918783.0945243,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,10951341.45580495,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10954495.835062493,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10955975.098089471,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,10958836.894684596,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,10964266.829103231,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,10974566.83666679,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10979555.221314091,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10987962.177502286,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,11000730.706811987,0.1
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11011042.923645644,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,11026506.648498239,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11027864.407780888,0.1
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11029645.756593188,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11037777.479934737,0.4
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,11052624.180209871,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11068446.54276078,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,11089193.335140686,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,11091080.690480007,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,11108408.101486657,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,11128373.911428822,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,11149603.982772226,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11154996.405985463,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11161192.811486045,0.1
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,11173187.949400004,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,11178786.440662606,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11182552.936554078,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11187776.3513429,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,11191169.65559505,0.1
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11206280.585025776,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11209373.024339061,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,11227605.121631425,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,11229343.642413188,0.2
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11240301.965763059,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11246988.206954727,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,11251382.351712342,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,11255105.880883124,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,11266448.225154346,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,11273392.513376942,0.1
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,11287726.966341743,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,11287970.77825997,0.1
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,11293650.051815655,0.1
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11315240.618607026,0.1
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11319985.571243227,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,11320080.19957313,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11320137.081849298,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,11333624.04052582,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,11334619.571339644,0.2
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,11336213.42200672,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11340336.614714993,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,11343402.438298663,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,11352608.146764874,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11358187.512876881,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11368676.983879583,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,11375293.88241742,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11404385.064102357,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,11410990.132045656,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,11413703.094943069,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,11424621.200154774,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11434627.459679078,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11445177.452218639,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,11467639.869091727,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,11469858.705457237,0.0
