我好比鱼儿吞了钩线,0,我好（呃）比鱼儿吞了钩线，
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,12665880.079738764,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,12666923.306389153,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12692729.022443542,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,12694083.92796673,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,12729776.270642614,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,12767662.642063461,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,12770029.392988723,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,12777712.119660197,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,12793476.528127423,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,12802889.179775115,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,12818073.795060383,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,12828001.120039763,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,12888349.343332233,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,12901589.879547218,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,12903969.216884186,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,12913110.691148963,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,12915958.933520032,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,12916508.0305024,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12918039.840218358,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,12921078.60717646,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,12933019.707849326,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,12941798.901166067,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,12948993.879604938,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,12956500.332732946,0.1111111111111111
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,12983100.875665262,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,13026569.262099896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,13034537.055687832,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,13044625.559000509,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,13055477.891764121,0.1111111111111111
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,13063044.541660931,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,13066801.348340347,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13070379.476397851,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,13081081.23874272,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13092327.374258066,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13107512.231100202,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,13112074.318884943,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13131342.422917724,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13131342.422917724,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13140508.57640881,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,13142825.345924217,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,13157799.83207447,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13216312.028608833,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,13257591.017781487,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13263078.039510204,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,13265241.464700533,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,13270685.569476807,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,13317691.565099094,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,13377818.880391607,0.3333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,13396892.435341686,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13400238.649373965,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13401132.747423124,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13410128.853945026,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,13415780.98620058,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13441925.169916583,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,13471493.733917747,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,13473301.1674619,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,13503561.17641007,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13529859.877294222,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13533040.901046291,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13535321.682799794,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,13545578.668770185,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13557304.996860292,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,13563127.797562517,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13583287.38476495,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,13589132.628787527,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,13593339.115397863,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,13623840.33048006,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,13640223.144268876,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,13648379.22654302,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,13668375.139200127,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,13668375.139200127,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,13668801.138142696,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,13674591.59267709,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,13682034.65762058,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,13701303.073081987,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13706834.342984578,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,13711799.2867142,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,13716642.104503624,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,13718391.76481238,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,13741233.20544657,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,13742160.118279919,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13752941.19623209,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,13758534.059374308,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,13784736.751278952,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,13792291.535006603,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,13840349.777914532,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,13846882.122415803,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13850508.959846828,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13864114.051254079,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,13864620.142987376,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,13867940.346371362,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,13907095.8420916,0.2222222222222222
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,13999321.948761426,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,14003152.207614833,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14007723.62259724,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,14008648.735209841,0.2222222222222222
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,14021195.59131296,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,14022132.859863529,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14026065.780091176,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,14066845.615581661,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,14076844.533242144,0.2222222222222222
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,14077151.355048481,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14101543.244892947,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,14112748.55271213,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,14112748.55271213,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,14123062.909033526,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,14139163.856363108,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,14167524.815298207,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,14173200.577247716,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,14194450.292326374,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,14200764.428633075,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,14205111.708658548,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14212518.78754762,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,14256884.420105511,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14303691.66552098,0.3333333333333333
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,14310346.875581346,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,14343492.884577462,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,14351158.473271517,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,14374462.133376485,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,14388343.04326326,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,14388343.04326326,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,14404836.8559613,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14410336.822523773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,14457972.925862476,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,14474925.022123652,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,14475456.376699235,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,14503846.17353331,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,14504691.299074607,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,14534934.823631672,0.1111111111111111
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,14537353.224278217,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,14549074.261597555,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,14574891.086030029,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,14578099.265417682,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,14584921.131999081,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,14589185.81214899,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,14606710.695462782,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14616078.401528,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14630954.676625818,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14638330.030126477,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,14641720.210830389,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,14655002.587928284,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,14657940.257687995,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,14666320.906726906,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,14667741.316833695,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14684383.859058404,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,14687936.438453177,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,14693948.47035191,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,14724031.28189611,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14744849.91821667,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,14752074.75492524,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,14783654.487255283,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14790902.024389436,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,14828548.516630111,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,14851615.70310208,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,14856745.539022446,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,14903438.918851294,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,14912587.913165417,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,14912724.91751145,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,14915156.03141448,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,14916272.076428927,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,14919038.216416668,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,14944708.411770476,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,14963828.547352154,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,14985291.55373336,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,15016134.501125693,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,15021808.320016813,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,15022174.35001371,0.2222222222222222
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,15024422.490039892,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,15052942.75090519,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,15054399.88262097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,15107347.088000353,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,15117551.972099422,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,15119271.37828742,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15155434.050668513,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,15160317.209453324,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,15162707.656732837,0.2222222222222222
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,15181577.20664568,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,15210164.662170365,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15251423.175010921,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,15259075.644285839,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,15259075.644285839,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,15303569.964138592,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,15351451.680936744,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,15351463.912712941,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,15357000.401736805,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15378360.402744919,0.2222222222222222
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,15395703.37463702,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,15534228.684992101,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,15582754.18724507,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,15704234.121785412,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,15737339.731860675,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,15737378.012763001,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15741533.708390664,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,15778058.602636449,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,15781722.563941555,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15782781.20735235,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,15792314.367065161,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,15797741.527906079,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,15798643.41318453,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,15888232.264051106,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,15891087.894721324,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,15932062.861626023,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,16023800.967773626,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16033645.394362232,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,16042009.383489989,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,16093746.204281088,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,16109975.183166323,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,16111389.622707896,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,16119078.883577088,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,16135766.08601377,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,16178635.274792021,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,16193047.835194478,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,16241335.020735713,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,16253411.377720075,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16255461.934728615,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,16316510.460832234,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,16324953.845522748,0.1111111111111111
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,16362530.330598703,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,16410542.996543083,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,16464333.05074214,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,16494037.659685848,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,16496605.89578266,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,16546941.039274152,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,16575129.51097813,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,16609108.948489534,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,16694546.19486049,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,16703496.347064517,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16742600.608072164,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,16747581.292275181,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,16754077.18425607,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,16814551.170826018,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,16822929.219088014,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,16852651.55353075,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16873744.347955376,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16873744.347955376,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,16900472.15652384,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,16918637.227719184,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,16927147.23974039,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,17027517.112332106,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,17056696.122735683,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,17067064.13306458,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,17102892.08524744,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,17146469.313301977,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,17180330.021108255,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,17182826.462266847,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,17206846.0830289,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17228910.45943927,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,17255173.524289828,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,17274807.24644944,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,17291588.417180408,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,17302096.185296074,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,17307136.901881594,0.0
