我好比鱼儿吞了钩线,0,我好（呃）比鱼儿吞了钩线，
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,9700684.793956583,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,9700684.793956583,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9701897.093483776,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,9731486.023987206,0.3333333333333333
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9731572.286394358,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,9739655.39100006,0.2222222222222222
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,9779937.133228386,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,9787362.040404981,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,9794020.10939168,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,9795378.79796673,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,9806602.067198617,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,9812651.649578271,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,9812816.359983275,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9818501.758418385,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,9820623.18035228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9836302.723570425,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,9845498.807273364,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,9879074.336602109,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,9884017.644318065,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,9899531.888652185,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9901699.580369787,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,9908082.876700902,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9909616.687563797,0.2222222222222222
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9911711.955274386,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9915642.416037561,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,9916738.214705048,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9942864.963762924,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9952115.81843363,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,9961070.637948785,0.3333333333333333
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9963836.991399378,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,9999898.769326847,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,10002832.915285656,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,10006247.111190781,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,10034579.183637053,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,10042100.38089563,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10044730.53320787,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10045879.750289029,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,10054301.428315043,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,10056779.511123711,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10069684.190622257,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,10104629.62652548,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,10123801.162667666,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,10127016.594169823,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,10135482.882359408,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10169353.37705522,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,10175827.979276456,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,10187291.00541242,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,10213993.551513003,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,10230678.95724858,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,10238205.000726363,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10240694.025911221,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,10245561.50727782,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,10266926.915093135,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,10266928.529231954,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,10267553.033967588,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,10267553.033967588,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,10273725.242214317,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,10273725.242214317,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10274786.4914314,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10279164.0756203,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10296086.997443605,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10306741.233918622,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,10308668.047743112,0.2222222222222222
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10309656.331806313,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,10322982.917394003,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,10326036.362613656,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10329598.984934168,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10330055.898331188,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10350708.698238721,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10352936.508688634,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,10358742.11503781,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,10362152.023346424,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10395123.597270219,0.2222222222222222
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,10414424.426153569,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,10431594.345118165,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,10433420.691853447,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10434813.915941054,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,10446761.152189918,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10456180.919039067,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,10456456.42213441,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10464014.508483548,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,10470640.764420474,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,10481126.315117013,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10485666.63790862,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,10511252.400694948,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,10519690.269775596,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,10521874.527930658,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,10540699.861974772,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10548019.16297209,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10550490.772929464,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10550490.772929464,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,10560774.575467475,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,10567234.132332256,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,10571088.79659295,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10574162.906744363,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,10583535.200754303,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10599410.28057902,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,10606879.150303703,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,10616927.92528377,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10629883.783779446,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,10656764.311366025,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,10666057.887911499,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,10666587.003952203,0.2222222222222222
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10669996.399202036,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,10671949.011847494,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10674358.960635355,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,10678017.350495884,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10678869.936573979,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10692667.265485445,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,10710315.723086871,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10716649.05607978,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,10748535.389261208,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,10750651.994354755,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10766000.307483722,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,10806038.802382745,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,10876621.985378861,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,10904541.960932449,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,10914391.36122862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,10920269.263860766,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10943742.380786832,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10970393.901143253,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10983081.827600976,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11004973.315394768,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,11016598.137340955,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11029447.320741022,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11029447.320741022,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,11039672.726713186,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11043353.64765518,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,11044919.976055445,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,11065073.059775148,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11075661.503365599,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,11081568.613283163,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,11093551.539382523,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,11115538.354657812,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11132837.724999525,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11137983.607127974,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,11139238.687839856,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,11142972.664317377,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11168576.222925274,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11192750.338818515,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,11205175.642532544,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,11227064.715443982,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11263785.138327897,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11273318.994550357,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,11323354.21877225,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,11326854.198063558,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11333983.033281814,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11342452.45976007,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,11347279.611462466,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11351289.493876614,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11368192.08151789,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11372154.265985003,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11372262.48055065,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11385091.167181235,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,11397902.576561261,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,11414900.029143646,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11438038.444238981,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,11458435.549144639,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,11465915.67342169,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11473551.106366068,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,11485172.832157126,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11534314.807407627,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11560250.727187065,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11606464.387541495,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,11612765.351263914,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,11619618.042414023,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,11664970.158958724,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,11666470.092853105,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,11667997.46476042,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,11683323.652676897,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11703674.315272154,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11708364.6808557,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,11715115.347291667,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11722415.491036987,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11725281.573076224,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,11764165.754642546,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11770923.361191435,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,11777459.385090027,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,11781759.899520922,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,11850112.74351536,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11853617.83784295,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,11866815.519138949,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11875081.722898781,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,11891772.23809253,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,11896427.552617442,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,11913630.691352494,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,11916291.25906869,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,11930561.135977535,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,11944644.373217082,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,11952943.669972686,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11954838.501977384,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,11966712.7398317,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,11975558.218661614,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11978902.638297172,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,12013369.045931254,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,12013595.674416488,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,12018185.089206092,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,12023014.269780343,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,12029335.596448258,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,12033019.15018255,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12036609.27834496,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,12037694.705890572,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,12041540.130444348,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12042206.296237841,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,12056290.569126373,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12061302.264513856,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,12063858.91361566,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12063993.419731088,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,12069353.745485293,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,12099183.31571384,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,12135665.939929063,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,12155279.059150198,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,12172112.843513485,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12184594.423355727,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,12240428.13957818,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,12247941.128215814,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,12262047.236137224,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12277893.204721453,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,12279145.70840959,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,12291551.34251915,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,12298280.631028954,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,12318641.947703442,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12326083.300301237,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,12327457.186656984,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12331227.960590156,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,12367975.209808482,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,12371458.393767465,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,12383931.327418488,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12389530.623043997,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,12398573.76350675,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,12404498.838643674,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,12405727.88107496,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12433326.666109625,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,12435550.233180612,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,12437887.492899986,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,12441664.312008891,0.1111111111111111
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,12442692.312058266,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,12472056.140708407,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,12484662.330166887,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,12488510.078007514,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,12498358.717301745,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,12504282.498097138,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,12520403.84122057,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,12525524.01303812,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12525770.067113383,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,12529357.511177268,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,12533489.961030371,0.2222222222222222
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,12545697.78114474,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,12562974.243002033,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,12567102.320063073,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,12568353.254921788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,12578808.138378166,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,12655335.86590857,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12665281.425199421,0.0
