叫一声解差把店投,8,叫一声解差把店役。
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,5326248.094879328,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,5339261.980555787,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,5340197.391846097,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,5341972.586722567,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,5354368.9552392755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,5372536.542282972,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,5381242.830589493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,5389749.210407099,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,5390498.784989771,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,5393184.891597688,0.125
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,5397448.466945515,0.125
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,5409570.823951834,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,5424667.877385105,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,5425066.563760935,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,5426536.7174164355,0.125
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,5434160.513089309,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,5438013.351236051,0.125
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,5438113.255537961,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,5452927.179143583,0.125
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,5458283.302955758,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,5463503.625526069,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,5484343.079579741,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,5486687.5776231475,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,5496613.430544211,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,5497318.053901301,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,5503793.481296411,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,5530073.141360129,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,5553108.55809221,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,5584050.864983453,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,5590032.253686683,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5623431.606464715,0.125
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5644724.819464379,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,5651614.639290025,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,5652161.115653009,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5655981.31961944,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,5656498.02087726,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,5670861.233189027,0.125
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,5678728.916042353,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,5681693.644853123,0.25
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,5691690.262363466,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,5695614.009125521,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,5695753.60451649,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,5703362.15813477,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,5708980.479291791,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,5717863.88973316,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,5718916.294794729,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,5719208.413117181,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,5720261.015693855,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,5740870.447637854,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,5752399.932516761,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,5761828.042622085,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,5763042.146264002,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,5763419.541530359,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,5765128.912795914,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,5774339.048833324,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,5779572.789798258,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5780185.884315307,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,5791839.59976794,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,5807851.619849972,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,5830795.875990991,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,5837179.065687197,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,5838207.915724592,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,5841091.4787420705,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,5845116.88580613,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,5851738.662026837,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,5854284.123181912,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,5854477.154892624,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,5861841.148344156,0.125
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,5897351.930497998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5902693.928096348,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,5904587.893752969,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,5907523.7216714,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,5918210.333087642,0.25
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,5936866.345964919,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,5944427.851756876,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,5945194.478304105,0.25
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,5954272.925414023,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,5960673.482130739,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,5969472.139016794,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,5969848.766202114,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,5975113.699666335,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,5977789.339809979,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,5979099.077855665,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,5979491.452905345,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,5985515.065927252,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,5998231.837917556,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,6000224.298273645,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,6001216.746745775,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,6002149.080511116,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,6011690.446186153,0.125
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,6025666.387984611,0.125
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,6028565.3143394105,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,6032031.179024065,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,6044641.165670412,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,6044641.165670412,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,6067062.9243539125,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,6068874.993318487,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,6086916.149782119,0.125
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,6087716.726192843,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,6093501.298111603,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,6104507.897180134,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,6105698.144154934,0.125
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,6117546.131088749,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,6121339.455452489,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,6121912.98857389,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,6127385.723553357,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,6128150.508204782,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6136891.658123975,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,6149115.777316414,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,6149345.058250128,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,6152991.845021485,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,6156176.926928454,0.125
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,6156923.932282803,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,6158382.01393982,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,6172908.570985503,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6173447.236212097,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,6187231.914174001,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,6192315.745627239,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,6201257.497584997,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,6232240.7779680295,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,6235858.035125304,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,6240313.120256747,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,6243175.664780144,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,6250327.7072690325,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,6252974.459700229,0.25
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,6257018.246961219,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,6274607.401088101,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,6279089.809433219,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,6291403.789082787,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6299804.719932363,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6300487.887342356,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,6312601.918381443,0.125
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,6317468.075081371,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,6320966.025933516,0.125
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,6336972.341557795,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,6339083.01311584,0.125
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,6342235.136801793,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,6344564.170003487,0.125
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,6349428.470904768,0.125
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,6349516.020333687,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,6350188.547440159,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,6357013.045209218,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,6364690.724652599,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,6365692.285833726,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,6367104.896229892,0.125
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,6371260.066383235,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,6380955.200545067,0.25
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,6386922.540652248,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,6389716.522119142,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,6403010.456005437,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,6404268.5204241555,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,6407212.297293357,0.25
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,6417984.45374556,0.125
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,6419108.239838671,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,6425779.97430516,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,6444066.983692434,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,6449362.896552226,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6452601.989839828,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,6459166.319556998,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,6473607.2450106675,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6474997.607769907,0.125
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,6477169.231235727,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,6479639.308007941,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,6492475.640594403,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6492918.818298008,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,6493422.019788888,0.125
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,6495056.146674376,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,6496370.357831728,0.125
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,6513878.210582495,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,6525785.320303634,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,6527816.903652196,0.125
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,6527816.903652196,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,6533854.97186206,0.125
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,6537022.787537713,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,6555791.69052531,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6557322.067079453,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,6557525.632548765,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,6589733.714475431,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,6598212.493278386,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,6602819.352979248,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,6610830.98456233,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,6612548.888537521,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,6621911.8413786935,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6632247.686808667,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,6634417.265144682,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6636020.771552655,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,6655104.385107258,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,6659616.4960105885,0.125
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,6670022.189435872,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,6672370.437626196,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,6673468.439481313,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,6677896.996426721,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,6709998.677629263,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,6711332.315004547,0.125
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,6735783.571280602,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,6751665.280403903,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,6752541.275223961,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,6757483.61812304,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,6760445.831259364,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,6765418.34615987,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,6768633.71621943,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6781990.06745142,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,6792682.208639867,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,6795446.632201558,0.125
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,6797855.658853756,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,6804020.671403252,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,6808659.266023454,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,6821794.151787697,0.125
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,6823925.067898779,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,6825100.636894951,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6829977.602826753,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,6832395.683972837,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,6837305.966046708,0.125
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,6842705.384259767,0.125
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,6844949.5273079835,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6847298.72068243,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,6857410.083884995,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,6861598.040492002,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,6870978.249885684,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6872719.49762138,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,6880709.49239724,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,6891735.7747658705,0.125
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,6894898.780744565,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,6902167.76735701,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,6915171.144353966,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,6919350.58569563,0.125
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,6920967.918774573,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,6940941.291194428,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,6943964.175361149,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,6948429.748629046,0.125
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,6953528.823094651,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,6971197.478668276,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,6971961.073606174,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,6993093.878395232,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,6996746.801335941,0.125
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,7006653.737504533,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,7031380.815560059,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,7042829.020996094,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7045277.127886809,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,7046203.5507768765,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,7046203.5507768765,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,7051377.077222099,0.125
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,7060729.130800724,0.125
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,7062259.970003284,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7063373.935589875,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7065557.06778573,0.125
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,7071697.686965062,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,7098418.142063012,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,7115741.910906145,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,7126617.143789952,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7150677.332529894,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,7170272.406352107,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,7173548.1715613445,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,7176820.776948292,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7184721.396353884,0.125
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,7200799.8647579355,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,7215093.602445268,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7240051.717032183,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,7248050.984484364,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,7276970.611732203,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,7290930.41476988,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,7294069.924337301,0.0
