耳听歌笙闹喧哗,0,耳听笙歌闹喧哗。
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,7179122.560815809,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,7183559.399617163,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,7193805.4058971265,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,7224849.524027321,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7227075.354765851,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,7229523.466154003,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,7236248.534796699,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,7236436.4300899375,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,7243187.811082546,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,7248036.520055014,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,7280150.898493081,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,7280536.005640362,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,7302482.956699318,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,7316431.700104954,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,7316500.015538133,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,7324392.040969626,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,7327925.113161344,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,7343460.406474121,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,7343681.194894749,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,7348713.243774155,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7358123.482670779,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,7363634.937010974,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7375066.2018811805,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,7376606.764506053,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,7379910.4875155,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7388447.488544663,0.2857142857142857
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7405924.6253672,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,7409669.181048398,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,7422310.348821753,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,7425743.160834874,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,7429312.123140379,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,7437252.487547806,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7448311.775074073,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,7453336.80328082,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,7462597.733100105,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,7467808.40052232,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7476166.58570898,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,7503077.817776626,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7503733.003833724,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,7513382.973281517,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,7516926.955222534,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,7524362.56836855,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,7547672.271523381,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,7548864.330630566,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7549000.711737469,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7554614.545781113,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,7558877.305854279,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,7569335.965197544,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7570205.579437389,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,7572977.900750428,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,7582911.7379024895,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,7603094.651910847,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7621311.486100593,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7626100.984418784,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,7627838.475948767,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,7635525.809589044,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,7644424.101007926,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7645469.068317956,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,7646869.130060297,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,7653517.584690498,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,7662709.981705363,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,7665013.460799353,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,7666870.116508653,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,7673778.977802356,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,7685839.453938068,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,7688795.210537721,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,7723481.796337399,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,7726296.467296688,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,7731971.712266476,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,7736354.157938157,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,7739775.608457448,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,7739884.88906378,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7758276.532064988,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,7763628.877490447,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,7768196.751204166,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,7772582.7905363105,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,7777005.319304389,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,7784569.972242666,0.2857142857142857
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,7788972.528217972,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,7798495.835074729,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,7803519.865225872,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,7812758.42641226,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,7814857.55473631,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7815052.101511768,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,7827214.310338584,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,7841099.57610402,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,7842396.4140274245,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,7843048.07319775,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,7846249.694001139,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,7850110.22357106,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7874452.581130854,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,7892532.856228506,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,7898665.109583476,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7899695.515455733,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,7916667.246026972,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,7917906.774269582,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,7935262.501699833,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7940778.0669672685,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,7945522.47492168,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,7950389.460838599,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,7956222.839527392,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,7959939.97141178,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,7972628.943996445,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,7974555.367217915,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,7975793.951581029,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,7983354.639805555,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,7999152.579813658,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,8001641.643510625,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,8001727.974674674,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,8003154.168066687,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8006343.06663372,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,8016493.744576127,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,8027639.444948391,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8028593.060204134,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,8035426.432142565,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8039569.959869977,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8053400.24345038,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,8054730.576498328,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8063728.6686522355,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8088244.648841441,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,8092027.115430308,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8094448.91255375,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,8097095.277797969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,8106626.1594593385,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,8109252.249335523,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,8116842.680974074,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,8117669.772135769,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,8126819.108923162,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8136325.708681825,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8148302.31654003,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8149984.218111898,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8160226.447294323,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,8162234.36580296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,8168914.834825384,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,8168914.834825384,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8189920.722188578,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8189920.722188578,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,8193843.6800316,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,8202254.8558722595,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8223735.429942685,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,8224405.675100731,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,8245792.681210302,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,8252038.260218907,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8257278.976255101,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,8259919.526188024,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8263722.436004785,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,8269487.8289485555,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8272577.678381202,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,8285289.097212403,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,8302287.429789554,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,8305832.748806441,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,8314426.929960012,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,8343351.743370166,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,8371576.8176495405,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,8374161.7068736935,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8378713.331973981,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,8380433.757397137,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,8396627.266936222,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,8400955.270182632,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,8433762.33653577,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,8442261.962908704,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,8442261.962908704,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,8443308.953569105,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,8452919.956280706,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,8457896.018437747,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,8471010.09817104,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,8480183.92532979,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,8488156.139429199,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,8510736.808746245,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,8510832.198758077,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,8518085.92578651,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,8522817.896609792,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,8538257.629547657,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,8560003.11613586,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,8564228.239924554,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,8564228.239924554,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,8574189.36972675,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,8576036.757025262,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,8586739.423858361,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,8590476.588865621,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,8592322.333547384,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8600127.07506348,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,8601490.197943913,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,8609032.87825351,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,8609032.87825351,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,8613685.752346572,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,8619090.407279857,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,8629379.29031069,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,8629835.826286979,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,8633116.548146369,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,8642706.7112991,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,8643765.812613461,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,8647258.205136297,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,8647934.413789768,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,8648980.166496294,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,8651965.924556673,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8653073.656995798,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,8654043.709361523,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,8657091.331350096,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,8657678.137803275,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,8663246.836484889,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8685521.490347454,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,8688332.432257835,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,8691312.532761628,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,8694264.032410996,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,8694264.032410996,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,8703073.226193096,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,8708031.189058656,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,8710897.789772686,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,8713773.228948507,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,8715420.761025818,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,8733949.43584645,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,8745195.040982567,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8765201.07827775,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,8767555.962582355,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,8785332.322912669,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,8793184.990509573,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8815735.759833291,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,8825821.710824475,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,8829605.831968363,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,8837002.794023981,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,8839519.781392425,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,8841831.186058322,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,8854976.288068688,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,8858911.44335307,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,8874357.571559908,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8878808.51376268,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8879995.5732653,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8885994.173108969,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8889817.096931359,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8903044.466128875,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,8903575.72671251,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,8908257.0396055,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,8908632.354488265,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8913351.822972745,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,8952179.313186629,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,8954454.30547816,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,8954454.30547816,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,8969860.634998966,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,8995553.171951301,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8997397.318296332,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9001488.828722432,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9002417.747612245,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,9016922.81770293,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,9050584.329897577,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,9063801.084357891,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9064377.60284062,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,9070328.452081274,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,9074513.96734825,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9080740.560883738,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9083107.590886418,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9105972.769543018,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,9107432.653317403,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9144781.885374837,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9152663.375426937,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9160112.73305044,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9160112.73305044,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,9162658.517467152,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,9172888.89093281,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9201118.527629586,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,9201226.8885486,0.0
