耳听歌笙闹喧哗,0,耳听笙歌闹喧哗。
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12572716.960743884,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,12608448.917805461,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,12634621.027584376,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,12707581.436346782,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,12761093.839820141,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,12774323.761886476,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12785906.077119643,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,12807414.769579656,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,12822498.867346477,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,12835414.85794401,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,12847232.303538758,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,12847347.641968822,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,12855519.799048336,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12955481.955892231,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,12993970.015426762,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13025849.229259927,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,13133539.367343463,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,13143834.25421901,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,13148890.987602022,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,13215042.47955179,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,13236016.525966465,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,13246004.422763962,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,13254079.351772256,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,13277246.304483525,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,13301918.812641451,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,13311943.546559896,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13329993.616953287,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,13335799.756315576,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13369222.348396204,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,13370478.067309376,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,13453904.216117922,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13468067.688747885,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,13479240.779098082,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,13502207.378660502,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,13507218.10389773,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13519332.362122186,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,13603962.881780695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13636046.721838627,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,13636759.79883492,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,13637282.197156368,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,13689255.218704944,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,13819191.958104052,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13847579.573377969,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,13880927.248409329,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,13882178.19006646,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,13882178.19006646,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,13900920.459831955,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,13915529.644589394,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,13971818.946395548,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13988746.785659395,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,14054597.984068392,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,14060461.148266701,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14093925.587424723,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,14126823.089126721,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,14143115.596534925,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,14146222.664796242,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,14169549.642354952,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,14206189.498293411,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,14210138.952798255,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,14243149.352869775,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14262245.528438998,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14274488.053979782,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14353402.77683436,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14358901.232834209,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,14395753.916048957,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,14408252.15915321,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,14480325.006027753,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,14497294.160257008,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14540160.336991733,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,14551918.95033846,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,14654846.555727676,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,14660150.15513644,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,14670684.794322552,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,14701531.677975725,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,14761636.58251081,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14888888.999661388,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,15085230.541843,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,15131552.172270311,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,15146220.123679144,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,15281754.30931581,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,15307122.727211058,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,15317396.59256715,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,15322793.531893183,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,15336063.865270324,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,15495212.722928101,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,15497430.636432586,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,15543107.478736619,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,15543107.478736619,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15611553.11228743,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,15734085.575962787,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,15756492.671245191,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,15763913.998933893,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,15914017.86919212,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,16004533.681290641,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,16087932.410989154,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,16147581.955032581,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,16161733.419687169,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,16185469.263048578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16258745.662690105,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,16300250.565011282,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,16394564.820277883,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,16402330.738049343,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,16421773.505405994,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,16470375.395871088,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,16512447.17479014,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,16526387.409038031,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,16563465.246599732,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,16805824.965230703,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,16856320.1872888,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,16917396.63698866,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,17166657.1892918,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,17228580.99347631,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,17317514.879598707,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,17352858.356642574,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,17690077.527593207,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,17748082.236101422,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,17760688.45669263,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,17810684.654336814,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,17929680.42047555,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,17935995.430098843,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,18191699.45261574,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,18260398.67845114,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,18636897.790348925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18849582.945120007,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,19423065.61770702,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,20091943.04100657,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,20968287.87974285,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,21176428.65040694,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,21379205.69633639,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,22692370.71507863,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,23275796.87201185,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,25817516.947271828,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,26160996.924826864,0.0
