二不是歹人把城偷,0,二不是歹人（呐）把城偷。
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9900875.53007436,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9922325.262190834,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9923644.79367548,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,9926057.182068067,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,9931539.479763564,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,9934241.521002058,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,9943014.103932997,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,9950844.258050619,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,9969716.397128636,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9974578.087662429,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9997912.801278545,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10004126.69406649,0.125
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,10020383.593501722,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10028608.198332934,0.125
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,10046393.527932165,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,10049689.313626377,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10054031.431325646,0.125
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10057128.343208686,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10057128.343208686,0.25
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10066100.671824463,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10077815.8278485,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10105279.178466935,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,10108946.370962203,0.125
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,10120677.964990947,0.375
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,10127665.972891176,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10145465.173996832,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10146820.840706699,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10197913.155165043,0.25
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,10212363.456352783,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10214458.681348827,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,10221275.65924923,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10226528.808600754,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10262195.954080414,0.125
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,10267413.277095301,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,10292010.916889668,0.125
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,10375100.268087287,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10390651.735749409,0.125
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,10420416.663595038,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10468214.793478385,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10504542.812750805,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,10523436.81444801,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,10553778.211776523,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10556241.998175519,0.125
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10577332.827911317,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,10581643.836719774,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,10582957.063381713,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10606666.853407478,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10620574.555521457,0.125
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10637071.028564326,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10642188.427942771,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10645858.894237723,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10674296.501792133,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10702913.501406789,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10713433.523784881,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,10714530.606161904,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,10722844.357571619,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,10728291.426936692,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,10731725.97517734,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10752942.002243988,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10766838.296374718,0.125
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10778260.153897721,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,10785485.059143098,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,10812782.070266718,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10826709.139731793,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10845711.844564699,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10858123.634332785,0.125
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,10875225.122536259,0.125
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,10890463.80848522,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,10899298.218748868,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,10904925.54408184,0.25
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10905509.126191963,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,10934568.689967178,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10946830.896349065,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10946989.6766277,0.125
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,10956398.00609618,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,10957920.184998956,0.25
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,10968825.286407458,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,10996069.486182334,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,11007134.307567881,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11045256.378562333,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,11050189.617777968,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11100490.227296444,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,11102351.105153983,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,11104279.303000875,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11114393.7105802,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,11131752.797704361,0.125
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,11173281.814427251,0.125
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,11173380.814461859,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11211610.363418601,0.125
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11213866.95236953,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,11233621.581079341,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,11236684.973078243,0.125
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11240697.508227788,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11272127.935987595,0.125
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,11284481.774543857,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,11286381.15346556,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,11289688.907820005,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11302036.008608399,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,11322056.75022824,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11323305.013460444,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,11371286.860667601,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11383890.681236941,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11403932.550562156,0.125
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11417336.210570145,0.125
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,11441242.903267263,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,11441593.80099388,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11464453.021479795,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11464794.387617942,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,11473807.24217636,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,11474804.996408826,0.125
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11499141.152009726,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11507484.274103498,0.125
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11516294.64278086,0.125
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,11533067.689417576,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11584125.289861847,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11602210.165569868,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,11619035.700323883,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,11619035.700323883,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,11637416.462149449,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,11641789.296243358,0.125
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,11657461.955873447,0.125
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11657818.511523817,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,11681125.509412207,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,11682429.3456235,0.25
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,11693971.471613554,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,11757952.010754414,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11758278.465824192,0.125
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11768496.574682426,0.125
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,11772247.877442291,0.125
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,11788145.9655756,0.125
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11795051.379157696,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,11807656.488770772,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,11826275.753573157,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,11954206.583227225,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11961001.654285848,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11983047.899051603,0.125
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,11994468.98889997,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11999908.883185368,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,12000562.538066,0.125
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,12021697.168408355,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,12083392.894132964,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,12205329.968424287,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12231776.731519237,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,12234231.577615917,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12296926.240798831,0.125
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,12340842.327869108,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,12350707.275561323,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12350881.640977537,0.125
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12381432.497652372,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,12405889.230211522,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,12441210.87226716,0.125
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12446189.348801766,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,12453273.273843376,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,12459796.125388127,0.125
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,12464364.067982635,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,12480817.357475787,0.25
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,12553479.249413807,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12566941.509735912,0.125
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12568678.888787001,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12579066.717846505,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,12639922.184903681,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12650075.46835217,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12667701.26571131,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,12718396.425065188,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12723964.487033403,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,12739971.406299995,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,12773316.968392314,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12822899.92561619,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,12838246.956811445,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,12838538.951729795,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,12845563.547428414,0.25
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12872052.026336515,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,12878158.279149244,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,12899792.319454752,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,12954666.974601591,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,12961445.440471359,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12984565.341693683,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,12988370.700525127,0.125
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,12991475.470010098,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,13049831.05800663,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,13067813.416298743,0.25
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13086672.474424494,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,13106101.875557058,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,13109947.76687259,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,13114989.45877442,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13138470.717769967,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,13139444.87295788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,13139744.917443594,0.125
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13222302.437172834,0.25
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,13255075.170338457,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,13265849.50318644,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,13319385.9195742,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,13356694.436632799,0.25
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,13357405.495879,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,13362363.086559927,0.125
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,13372647.142430319,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,13375193.111191139,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,13382657.74228877,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,13395011.332361825,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13398804.484914271,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,13403003.348121107,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,13407784.999049041,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,13453789.433009028,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,13506135.87134632,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,13520749.452687578,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,13540558.20694166,0.25
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13557072.896443821,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13574637.936813282,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13585040.517627068,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,13604543.95263424,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,13647054.755213367,0.125
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,13672980.849353177,0.125
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,13691270.978502084,0.125
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,13730081.654291287,0.25
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13739633.285276063,0.125
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,13750249.907809593,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,13757736.356630972,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,13806966.264965361,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,13817678.733826494,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13841522.815933423,0.125
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,13862817.925185217,0.25
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13865732.086379515,0.125
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,13893968.074123517,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13920093.84595643,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,13927691.969895696,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13975906.03579222,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,13986311.45732136,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,14059619.528908286,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,14065269.998708006,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14095877.092206448,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,14121100.832675656,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,14169468.735309038,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,14169477.02677775,0.25
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,14170190.448768137,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,14176229.66955485,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,14176229.66955485,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14193591.824397827,0.125
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,14202621.196997121,0.25
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14246168.944705974,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,14274932.958404608,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,14287417.164396405,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,14298606.443438297,0.125
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,14323896.666226415,0.125
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14344163.099040635,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,14368502.315857017,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,14387064.6310191,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,14390398.910259737,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,14532080.458190098,0.25
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14543235.010322105,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,14572359.625648305,0.25
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,14589595.736434313,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,14724846.74750663,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,14730151.521459334,0.125
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14730609.968198828,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,14732274.391212782,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,14736342.05050751,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,14737171.953806587,0.25
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,14739787.450333923,0.25
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,14849738.596372439,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14850224.749752443,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14873587.137427442,0.0
