二不是歹人把城偷,0,二不是歹人（呐）把城偷。
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,7011773.359850424,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,7025035.153280412,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,7033680.924320007,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,7045898.673562106,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,7045898.673562106,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,7056390.741744844,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,7057955.580286857,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7069308.145598592,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,7070666.40551127,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,7072215.4788808385,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,7089446.841934467,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,7094191.979836008,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,7116997.427676164,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,7138380.59084913,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,7139424.9058917845,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,7140803.118141843,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,7148227.966489689,0.125
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,7154190.729978976,0.125
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7165329.67974541,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,7166627.266906318,0.125
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,7168117.982773642,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7177877.328378816,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,7184603.819181466,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,7192093.982655821,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,7199181.206082035,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,7211667.449328214,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7215390.200020363,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,7217920.811885802,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,7218393.22064552,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7234114.589312979,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,7234214.687444532,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,7242482.675457462,0.125
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,7243949.362628084,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,7257825.012575775,0.25
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,7262612.272308654,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,7264732.524534044,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,7282229.570380341,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,7316544.767934551,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,7317341.897152191,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,7322099.487869423,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,7336134.188512014,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7344898.261682332,0.125
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7347182.972222399,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7362920.054260413,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,7378735.594939969,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,7386603.890476779,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,7389972.379419311,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7421446.191153663,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,7428171.442122891,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,7444085.486067822,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7476454.94876685,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,7481047.15363213,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7494756.911362156,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7500080.284774171,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,7509318.823775016,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,7509318.823775016,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7515645.041708526,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,7521929.560942622,0.125
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7524219.366952177,0.125
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,7524789.172369406,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,7539187.920921149,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,7551957.4032876305,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,7552175.876629248,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,7560548.38374077,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,7574030.86403895,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,7576468.4893311905,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,7577300.0696858615,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7579921.500675952,0.25
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7582181.223263849,0.125
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,7595734.398105787,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7596164.282928044,0.125
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,7606542.2706245845,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,7610164.319011743,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,7615346.287278315,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,7644619.45503496,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,7648141.417350611,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,7651447.151951383,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,7660116.442100521,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,7675424.8127974905,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,7704979.5935882805,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,7707093.5788706085,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,7710199.001728245,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,7715511.107369611,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,7715511.107369611,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,7740210.021217621,0.125
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,7751478.135415823,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,7796778.724678399,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7808743.861511134,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7809544.169890385,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,7820513.335909623,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,7837304.586590462,0.125
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7845569.053180774,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,7858117.535280883,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,7858703.508807294,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,7872899.113233735,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,7880335.259092373,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,7882971.888916799,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,7884955.720032632,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,7890664.165024749,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,7900606.37010905,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,7921660.560470538,0.25
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,7924837.117815606,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,7960612.250030013,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,7974632.718279119,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7993089.903257866,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,7993191.973306815,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,8000229.864928538,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,8001058.1456510555,0.125
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8029195.586032748,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,8033652.908618866,0.25
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8054614.716248473,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,8073204.679256448,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8074600.8155833995,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,8076051.226242528,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,8076051.226242528,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,8083700.510818546,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,8090463.672530046,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8103919.696722136,0.125
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8106625.607572397,0.125
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,8110602.779041225,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,8123635.791922738,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,8128641.614506015,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8132114.709972079,0.125
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,8136097.844820772,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,8136506.85501781,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,8141199.891319158,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,8180102.567246315,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8187612.510020384,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8199729.6523370035,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,8253869.310430533,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8255218.073806759,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8256085.364290487,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,8256629.021071619,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,8262969.002583871,0.125
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8267815.002257535,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,8272243.032388538,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,8294735.405217981,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,8312574.495427914,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8316587.806426252,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,8319679.171575734,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8330986.242314221,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8388976.80731742,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8423645.159147812,0.125
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,8435966.297033424,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,8438123.111152131,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,8439682.269006757,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,8454492.06754591,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,8454492.06754591,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,8493457.273278013,0.125
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,8555902.29489951,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8562326.26498339,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,8581203.728145914,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,8582072.591267,0.125
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8592009.59534854,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,8592759.582758104,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8593107.229344925,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8627300.586666001,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,8634977.219492039,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,8670223.375438202,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,8676833.30924976,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,8690303.571920231,0.125
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,8693340.641766625,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8708221.93514371,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8723998.170811603,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,8725740.259817021,0.125
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8726776.427109763,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8744021.004055833,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8744557.926419144,0.125
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8744869.098365758,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,8772513.541042233,0.125
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8780062.857191648,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8785419.900008019,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,8790472.513635324,0.125
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,8802371.655954806,0.125
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,8803610.693288824,0.125
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,8804330.440976962,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,8807902.70479214,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8816218.993986716,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,8822581.686789365,0.125
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,8840120.497400817,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,8848234.01304647,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,8854116.245546222,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,8887179.610354342,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8922609.767087301,0.125
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8955346.70109173,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8955346.70109173,0.125
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,8972827.183198094,0.375
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,9001086.11800957,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9006714.575529605,0.125
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9017325.072436748,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9030590.315689042,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,9034939.105756577,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9057912.535764432,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9070697.86998835,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,9074221.108723225,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9096661.146493256,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9103862.87948207,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,9123460.417855619,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9141675.506540375,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,9158595.38972506,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9163989.73695584,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,9169161.415102853,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,9175464.584007759,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,9178039.644036938,0.125
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9180265.138456624,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9185473.65427386,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,9192820.803544268,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9206641.596118005,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9227340.055846665,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,9229224.884165494,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,9249343.804117182,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,9253817.568710348,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,9274542.73933451,0.125
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9279413.790585218,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9291870.810559727,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,9309366.312770957,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,9317085.560981462,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,9327229.385398148,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9328752.68606399,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9336183.532412376,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,9347160.645835707,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,9347729.576539196,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,9348556.468437463,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,9356881.244131558,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,9356881.244131558,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9370133.528098123,0.125
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,9388854.350496275,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,9395135.761125056,0.125
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9395700.093676776,0.125
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9444396.282421738,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,9446103.819918765,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,9451780.50149967,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9452611.849816877,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9453796.05388374,0.125
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9468314.861635443,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9472848.472707825,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,9506099.155322952,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,9521185.194136212,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,9531037.904012498,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,9538769.30609363,0.125
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9549798.044857765,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9573948.81925538,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9586714.49450992,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9601143.61620319,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9630374.08555339,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,9652066.333011335,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,9709873.708110023,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,9710337.738667252,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,9718317.821790831,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,9726126.500796579,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9744560.717080798,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9748964.839963177,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,9757940.416158106,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9789519.745482361,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9799991.236834398,0.125
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,9805844.181416068,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9812984.716658594,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,9865758.867985643,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9870437.862075334,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,9880366.804140422,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9894633.345471129,0.125
