娘生儿，连心肉,0,娘生儿连心肉，
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,12370915.681340598,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,12371838.285039278,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,12403189.270108683,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,12403189.270108683,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,12435379.340945505,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,12446076.165597985,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12449704.763778787,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,12473435.224213947,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,12549573.590319304,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,12611603.947966643,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,12683115.142109685,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,12691043.615647377,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,12691561.062485483,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,12695017.293080077,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,12699252.47949624,0.2857142857142857
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,12700809.394719573,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,12702197.672746675,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,12710303.348695146,0.2857142857142857
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,12721000.843633207,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,12723584.178162267,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,12736532.619816551,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,12747346.78080693,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,12807852.916419694,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12837421.190252071,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12873246.534092236,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,12878941.849633448,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,12880388.613098592,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,12887019.531640893,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,12933198.490016991,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12935763.706186231,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,12942553.678567179,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,12969933.023253273,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,12980844.583341133,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,12997713.756062854,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,13057894.941859119,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13092602.123601777,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,13092883.877361234,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,13126811.328287067,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,13129749.567200745,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,13167498.08474534,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,13176227.37195731,0.2857142857142857
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,13184160.04610971,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,13223479.469899805,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,13227193.840129549,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,13228251.330484571,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,13246591.20264289,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,13264981.501735449,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,13282920.763152845,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,13359122.342156269,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,13366915.256111572,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13380430.03055027,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,13433481.715920124,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13457085.42529833,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,13474876.650908004,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,13474923.29775931,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,13493750.496321663,0.2857142857142857
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,13520630.3179116,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,13524913.710954804,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,13542410.302573338,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,13543653.57553709,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,13564151.727688821,0.2857142857142857
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,13588494.35640336,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,13593471.38239273,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,13603563.148616897,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,13610834.20763939,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,13645573.455231356,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,13653683.668726621,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,13663414.594076006,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,13690288.496586854,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,13694160.684027148,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,13700382.635894014,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,13701217.58371034,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,13703306.19324104,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,13722558.761854323,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,13771144.647122994,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,13795419.860619029,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,13850176.419464907,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,13889558.656408614,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13892798.52117676,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13930256.561385557,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13944396.591721034,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,14001903.24775607,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,14009728.335041765,0.2857142857142857
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,14047134.177387107,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,14075955.361851562,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,14078751.77227455,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,14094198.22556877,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,14111114.569469333,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,14121070.234528853,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,14123072.549158081,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,14139207.056547534,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,14146696.268216552,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,14153494.298066925,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,14154943.815672714,0.2857142857142857
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,14233418.184767632,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,14248454.065640273,0.2857142857142857
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,14274409.579655502,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,14278109.300976625,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,14344109.984016899,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,14346911.100929076,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,14421710.414199838,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,14433091.427726345,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,14474641.05968894,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,14486055.735931886,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,14496217.073682366,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,14530120.2740696,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,14561215.250051431,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,14567750.959101634,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,14585836.714865023,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,14614294.43859055,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,14614844.930113368,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,14627604.448116392,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,14631464.52440157,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,14663486.749557273,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,14699417.105780043,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,14749409.212283667,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,14759556.218787735,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,14850172.432661118,0.2857142857142857
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14865976.84821086,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,14866843.172008334,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,14875588.599733584,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,14906952.361519855,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,14951515.32340788,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,14963091.92416419,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14979576.7832317,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,14981969.634395575,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,14985524.721842695,0.2857142857142857
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14997844.325435357,0.2857142857142857
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,14999012.120189697,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,15004391.8302962,0.42857142857142855
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,15034463.247583797,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,15038725.27207569,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,15046348.402908735,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,15088537.856741922,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,15146167.557120856,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,15156641.244954273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,15160013.31551175,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,15173253.607352346,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,15178506.724052038,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,15190536.796909152,0.2857142857142857
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,15195615.106812527,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,15317877.267718883,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,15340939.208058786,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,15405389.465129048,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,15430156.948588876,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,15496523.063002175,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,15501872.458934031,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,15507277.303848825,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,15510144.723172795,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15520079.406611959,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15521021.29854986,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,15589877.159843868,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,15619887.091611832,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,15620044.75765874,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,15651425.284965165,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15666439.64326013,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,15681597.322832702,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,15691044.318150861,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,15698049.848809706,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,15730679.62588349,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,15734063.609558437,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,15788877.52755415,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,15799988.735198706,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,15823327.942065254,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,15895882.845255712,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15897242.94566927,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,15912784.775465041,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,15916998.662854357,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,15919736.06089193,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,15920282.752507936,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,15958754.060641304,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,15959975.721133618,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,15984721.88880421,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,15995760.670880178,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,16000259.76118984,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,16052231.45819824,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,16065155.735545957,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,16078733.123949708,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,16085350.421146413,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,16093371.787692724,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,16106763.012977986,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16110333.034250429,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,16113674.517167745,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,16130393.854137084,0.14285714285714285
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,16138890.32138407,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,16150861.422562562,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,16156595.26462327,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,16165182.724787466,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,16169768.702856174,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,16191021.563614327,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,16207663.221846666,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,16212669.849975051,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,16243151.952549543,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,16279630.20744806,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,16310736.735651173,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,16360673.650494877,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,16365188.852684744,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,16386050.463686671,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,16389645.117677946,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,16413806.50092489,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,16463522.998200571,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,16472137.901182028,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,16482381.600370422,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,16484189.358531658,0.2857142857142857
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,16486572.447830243,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,16487041.27370907,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,16505487.869497234,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,16512263.168819834,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,16540036.552956214,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,16543518.810900986,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,16603190.548746474,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,16651574.286650969,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,16696788.373725403,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16724162.89445877,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,16755860.937301435,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,16784983.63178637,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,16837687.66202545,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,16843812.14434477,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16919232.788227372,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,16948393.06015905,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,16992725.457336653,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,16998561.80768998,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,16998844.6909506,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,16998844.6909506,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,17006245.964121394,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,17014047.171806887,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,17026788.198302645,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,17036316.141951885,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,17074677.920481503,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,17075622.85768705,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,17090751.77365809,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,17092440.4599272,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,17107098.628212024,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,17186684.964318223,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,17242750.969167504,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,17265540.024791036,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,17282622.693745602,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,17317142.896550618,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,17372882.36110363,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,17456362.421209138,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,17477003.02904004,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,17485760.14419887,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,17507307.62738525,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,17514726.37204807,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,17526601.80099649,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,17633342.497705832,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,17647890.531563196,0.0
