娘生儿，连心肉,0,娘生儿连心肉，
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,17648516.481558938,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,17672490.857355706,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17677388.705470446,0.2857142857142857
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17678554.837953433,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,17760083.192640282,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,17802898.92807432,0.2857142857142857
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,17802898.92807432,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,17821816.685502592,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,17829042.340528622,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,17841450.715647604,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,17872638.514106207,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,17906390.95771735,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,17930037.83513595,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,17937892.440134477,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,17992247.780106697,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,18003670.94008999,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,18015039.3689427,0.2857142857142857
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,18018329.763980977,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,18026756.920514915,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,18031634.16659546,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,18036975.99635345,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,18037087.86074628,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,18046293.752259914,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18093570.27527562,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,18098175.019866355,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,18102895.64600166,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,18127513.597802334,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,18155912.693536792,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,18259997.131382883,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,18312447.22403165,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,18335944.115253475,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,18338964.266096167,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,18348370.672334332,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,18348981.410837427,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,18348981.410837427,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,18380029.24748114,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,18391046.379255664,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,18391922.38252604,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,18410193.960195165,0.2857142857142857
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,18416071.016616218,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,18524537.66703971,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,18530011.48835383,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,18588910.98366346,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,18591881.1661624,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,18651882.15622209,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,18683532.49760662,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,18708828.320000827,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,18752465.471766707,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,18782460.44892075,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,18782460.44892075,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,18789621.868707757,0.2857142857142857
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,18808284.244038988,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,18855517.181917693,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,18880444.09833441,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,18905991.038377583,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,18911388.046338826,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,18914615.45443964,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,18914615.45443964,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,18929134.829516392,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,18935674.568328828,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,18994096.659931,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,19018090.140231933,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,19056871.17810435,0.2857142857142857
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,19063487.425124425,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,19071903.240511093,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,19110252.205051698,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,19112965.57340199,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,19174558.376464672,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,19200655.767933834,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,19225890.655196775,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,19231221.92796941,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,19237222.81344884,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,19276222.651371974,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,19316372.627639335,0.2857142857142857
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,19341013.905852545,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,19435068.713038422,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,19451760.49989961,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,19477939.985206418,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,19511142.412293907,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,19534125.090184487,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,19561824.74824641,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,19603214.101928048,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,19610786.372872226,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,19659374.383409433,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,19673640.572559793,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19683425.337824356,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,19819255.981967654,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,19835784.218020007,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,19841557.82966149,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,19868634.33355914,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,19910678.60151421,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,19966868.446671907,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,19970879.703152202,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,19985047.118797246,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,20040598.39752915,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,20200742.780576702,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,20201156.692666166,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,20212338.295288056,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,20237998.298372395,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,20249170.85720341,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,20281395.683210183,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,20293003.703888297,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,20294559.519153785,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,20312295.151841454,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,20318500.55329281,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,20322098.81559298,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,20346492.499716118,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,20408970.376413018,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,20541228.777830888,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,20541662.597033408,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,20664825.364098877,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,20707489.193063904,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,20718463.798892148,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,20725320.89899506,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,20726127.75714249,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,20743019.469244562,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,20752183.21626697,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,20759091.441922363,0.2857142857142857
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,20775771.09397057,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,20831322.715028245,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,20857261.57952769,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,20870216.784378145,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,20877214.09551082,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,20932067.59261722,0.2857142857142857
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,20999093.680224333,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,21077015.30136174,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,21085160.220822465,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,21111233.653984733,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,21143004.53742048,0.14285714285714285
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,21209749.996243827,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,21237718.876906052,0.2857142857142857
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,21247918.098135885,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,21325486.04540499,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,21329053.716717333,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,21442949.042447858,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,21445063.36483882,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,21462772.97667153,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,21498581.554414794,0.2857142857142857
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,21500021.179192316,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,21525753.907048486,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,21564481.125255626,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,21565315.448826186,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,21594324.86591687,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,21635192.959943686,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,21672002.7541037,0.2857142857142857
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,21698031.32988274,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,21709035.403160598,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,21745834.303608574,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,21765312.345381007,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,21804055.78599849,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,21822900.546795763,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,21833285.221520703,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,21855438.497162174,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,21880099.328458715,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,21936999.132462785,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,21980416.50787165,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,21999879.572689325,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,22005984.48025785,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,22016209.237038907,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,22030301.108229574,0.2857142857142857
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,22046988.774008613,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,22063437.2224326,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,22098857.551665526,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,22200095.15460999,0.2857142857142857
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,22212604.51267664,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,22238933.32799457,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,22283381.017492194,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,22305607.129810233,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,22331497.61846403,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,22431199.096058406,0.2857142857142857
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,22464965.140328404,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,22474268.52020814,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,22474268.52020814,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,22488551.694891177,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,22492619.4043708,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,22495710.061399765,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,22498958.814631093,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,22512605.009708807,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,22513675.79624976,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,22534210.26553456,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,22535796.065860983,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,22548339.76050964,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,22551163.08195169,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,22693280.652595423,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,22698962.941067446,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,22775527.0665322,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,22816161.002080705,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,22816161.002080705,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,22824362.888950594,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,22845444.55758294,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,22868943.185758132,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,22884019.80540331,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,22896815.974204734,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,22950376.087979756,0.2857142857142857
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,22952812.272079468,0.42857142857142855
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,22958114.219450455,0.2857142857142857
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,22960060.113078523,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,23029497.876887303,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,23093272.996788993,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,23138826.639197093,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,23178101.902524717,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,23374579.467402432,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,23378932.977255736,0.2857142857142857
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,23394363.170740362,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,23449671.032397836,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,23452975.098478813,0.2857142857142857
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,23528055.05672754,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,23573431.282609742,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,23586450.78300721,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,23594839.90291495,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,23687077.36708461,0.2857142857142857
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,23699411.275811862,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,23768425.301389225,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,23804192.67146932,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,23892735.9984717,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,23926542.414748125,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,23951907.931406334,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,23958311.904696506,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,24002891.10072986,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,24022097.59041069,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,24049549.731914412,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,24070672.809316,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,24151844.85983425,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,24165445.128912788,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,24236887.534686893,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,24237751.46462754,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,24277031.461802617,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,24340051.194897994,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,24348499.815405086,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,24389459.644440603,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,24451668.741025653,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,24453904.235834472,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,24492702.84448615,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,24501415.186192695,0.2857142857142857
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,24510691.125247393,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,24511828.98070031,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,24530579.60065732,0.2857142857142857
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,24530665.617476188,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,24542929.540170167,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,24560300.42492879,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,24633375.029664952,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,24648367.401705567,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,24653787.181597028,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,24664227.206077594,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,24682329.37912675,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,24715240.789683525,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,24760951.340106554,0.2857142857142857
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,24825159.479609992,0.0
