儿想娘亲难叩首,0,儿想娘亲难叩首，
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,8622052.021919897,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,8632056.453666184,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,8642121.113980379,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8670604.401812425,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,8682772.180172306,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8807875.902641186,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,8845962.347178135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,8847250.939516038,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,8860498.112193352,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8897909.766227344,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8905064.709082969,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,8914314.924688954,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,8974183.383586528,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,8988151.158223517,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8997831.27910528,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9009212.829806847,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,9019603.008285727,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,9019787.651380602,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,9029094.02791608,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,9058476.281295434,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9081257.393619008,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9097306.733977005,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,9102940.267051265,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,9112109.737086698,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,9115275.957512679,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9128599.256179633,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,9173776.258258069,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9177517.673975391,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9207895.30200183,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,9215025.32625848,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,9235255.73413941,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9242502.992718775,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,9245117.272933766,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,9261683.772407439,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,9270767.996048622,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9271455.217150038,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,9280903.475029109,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,9286365.543566871,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9324428.913707238,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,9367689.178497728,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,9395574.30882344,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,9396513.549067711,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,9415560.201988515,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9446317.69800698,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9454717.299534112,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9454939.206323838,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9475260.917513851,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9487558.045865726,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9492961.464492803,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9504551.28338341,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9507283.25338147,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,9509645.38941141,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9530704.150338914,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,9563371.052034887,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,9567235.17999358,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,9575118.503708951,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,9578645.473363662,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9588613.727803947,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,9635521.752132101,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,9637026.088671457,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9655116.934553463,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,9660947.614857864,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,9663230.87338496,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,9673994.79686031,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9677105.216172347,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,9677385.011504957,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,9704362.042123854,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,9719125.839230275,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,9722575.019449053,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,9754054.178706778,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,9772687.273106655,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9780038.597789273,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9783394.786680292,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,9803540.899757799,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,9812394.472082581,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9849640.252733365,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,9875214.982902186,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,9897780.632652782,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,9902411.744789623,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,9902411.744789623,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,9952570.504805384,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,9955233.995919554,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9961427.759355128,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,9976545.501357414,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,9991582.33424366,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,10001896.452058012,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,10007399.22057161,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10016778.77211559,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10030793.81384496,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,10031522.581827888,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,10035417.740611732,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,10037707.40839961,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10062488.69768755,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,10069542.370826555,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10070739.548624361,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10073825.053410968,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,10104979.88779661,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,10105494.47485344,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10110953.304895522,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,10114277.747065458,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,10122825.428565478,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10126315.54635661,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10154423.142087897,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10161078.91391688,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10172401.617734801,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10184895.544810668,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10193638.911823902,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10208838.01579289,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,10212009.884831784,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10248986.283668263,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,10263146.063644852,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,10265525.996613989,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10282289.007248517,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10298025.210777732,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10322897.520712188,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,10346016.989856254,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10351926.494612476,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10363436.060292512,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,10364035.79941184,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,10400486.307050003,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10423835.562226582,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10434434.086939704,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10442406.548920872,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,10445508.603142804,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10449250.529259184,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,10452789.40187917,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10472212.234925596,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,10474306.857263952,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10534176.471221127,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,10536541.232872067,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10569170.31374837,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,10576429.084105682,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10592017.906871771,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10610244.386833904,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,10616086.32187664,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,10651778.58963666,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10693249.330432476,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,10709167.196669387,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,10729328.057102384,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10737362.194598697,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,10791468.102506507,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10794083.686710097,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,10823631.153618352,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,10873782.577300562,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,10887717.69647075,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,10902185.175806401,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,10904595.47690331,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10910781.161556603,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10933514.52627205,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,10938423.74945363,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,10961993.942849109,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,10965256.609608445,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,10991688.43044383,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,11015903.589701539,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,11018551.010144461,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,11069082.531059438,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11133806.316131013,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11151459.82376268,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11174886.699852256,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,11177542.476324176,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11179010.378264092,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,11181053.202047937,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,11207776.619030135,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,11244966.215380222,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,11259386.444326872,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11262116.604027014,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11297200.472728059,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11346171.18413815,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11357803.858584017,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11387113.401491279,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,11391071.461947381,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,11435085.553615883,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,11451618.357963415,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,11473217.182974918,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,11473711.828340705,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11486104.614581408,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,11498224.308425253,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11502004.400762158,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11507898.527037472,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,11563844.718950495,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,11571326.435782943,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11571998.74753526,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11596592.009582503,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,11600429.165491696,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,11626967.906438481,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,11635541.262701537,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,11669125.005006177,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,11669233.934346264,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,11669233.934346264,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,11686145.442587841,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,11687939.522009185,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,11733331.077118726,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11747759.971540298,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,11773412.228266103,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,11833897.397423025,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,11854885.044684421,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,11868609.39980587,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11908687.576843696,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11908687.576843696,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,11916460.462866763,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,11918670.1161359,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,11963399.484512972,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12081138.370139156,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,12097902.83495646,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,12118596.1897153,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,12174166.433543164,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12175347.54497131,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12186572.1951177,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,12192756.311731486,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12195462.849653479,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,12230617.432762437,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12246944.943377977,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,12250836.852731159,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,12250836.852731159,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,12253813.520714171,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,12259753.37515071,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12270610.655613862,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,12272643.862773914,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,12288290.293049825,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,12295126.71679142,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,12369236.957577633,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12385583.434611678,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12420023.064418413,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12425351.568899414,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,12443543.687776526,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,12451937.873394357,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,12460013.320012065,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12496723.299523015,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,12503946.49852797,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,12510874.849436777,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,12518507.922913477,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,12539164.265302774,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,12574603.284681583,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,12596987.027639832,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,12602838.70993224,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,12609468.415664393,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,12632069.089381158,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,12640978.280155964,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12675915.358062427,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12700102.823592903,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,12716299.760152005,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12748620.630699366,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12754030.9778685,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,12762059.45825475,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12769015.863975517,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,12801877.464140963,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,12834027.461922778,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,12859848.903311575,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,12895606.315729795,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,12911267.960080637,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,12913364.287923234,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,12916963.276528941,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12928732.024075933,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,12942333.470317688,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,12945989.099967368,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,12946102.212057702,0.0
