右手再把栾布拉,0,右手再把栾布拉。
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11312622.827776732,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11346418.967564516,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,11356654.20409351,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,11357232.981358014,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,11373962.396633219,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11403243.78641899,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11403243.78641899,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,11426076.651017772,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,11427968.596652742,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,11437052.774263566,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11450095.077749137,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,11461978.122154793,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,11481033.504247775,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,11485910.906958971,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11491234.289333662,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,11524636.050473696,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,11540198.53106491,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,11574429.13940872,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,11582938.625528758,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,11584316.392853726,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,11587583.500315985,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,11588304.757881,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,11598748.9022826,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,11621392.867400352,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11633725.461948339,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11667214.806859072,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,11672254.358414501,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,11675186.606769856,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11676176.795712885,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,11690543.140100647,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11691800.138525736,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,11696129.346797489,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11713693.918678591,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11734750.340480855,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,11750444.538453676,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,11782255.565565463,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,11814304.077165298,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,11823838.464360975,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,11847003.597537674,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11853043.814911691,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,11926065.556985851,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11936968.315915218,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,11941376.156930462,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11942579.088217115,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,11962352.698594302,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,11962352.698594302,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11967254.339410216,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11968453.233560687,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11981825.267106615,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,12000075.885309603,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,12001417.144012157,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,12012780.075981122,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,12078864.831541702,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,12099824.740667965,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,12109411.347789576,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,12149344.236453105,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12225242.453723134,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,12256600.632379359,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12275413.22490273,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,12285754.901878199,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12287911.475883285,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12290166.356731927,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12338842.021205103,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12356088.048844574,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,12366858.178233443,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,12371345.107280606,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,12388534.41138697,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,12393723.194844157,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,12438845.25684227,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12446078.39622585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,12454670.825871125,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12492129.25174396,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,12507286.646973351,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,12508920.679383937,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,12513097.402087586,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,12519719.616798356,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12532183.410974829,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12532183.410974829,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12549647.706730649,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,12573218.465643603,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12582586.028291069,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12585210.85758295,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,12591069.71218162,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,12605669.053012341,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,12655939.18289989,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,12673975.463698016,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,12686329.406266004,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,12689539.690814428,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12705805.340544026,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,12719795.146895235,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,12719817.302820066,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,12722319.821555277,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12726669.154666595,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,12731339.553667165,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,12767508.434601445,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,12773500.744619345,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,12790983.7702605,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12822265.10999787,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,12825935.25245976,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,12825935.25245976,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,12851441.646650722,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,12868049.957364103,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,12940629.42933751,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,12941603.929235458,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,12947029.688900739,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,13002265.756057534,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13027373.908485413,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,13032412.766723137,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13037938.654490866,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13101150.172158604,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,13138935.052861178,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,13191719.890994526,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,13196138.154114122,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13276304.48973268,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,13289530.472159162,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,13297386.665727485,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,13317266.836493725,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,13323179.313829403,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,13342159.082764026,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,13350264.873917311,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13355437.327297397,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,13375743.934161099,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,13440350.817106413,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13443499.319815768,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,13451895.345148643,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,13460556.499253359,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,13462538.713980827,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13468409.159091359,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,13468712.846477378,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,13478362.279551879,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,13564540.249065353,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,13610845.5157103,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13611808.880641902,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,13637104.326495236,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,13638144.33185335,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,13658294.831040476,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,13658524.986891406,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13660534.024108866,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13665355.859190581,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,13690318.760071952,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,13714843.418671522,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,13734456.397016725,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13755150.971128127,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,13762356.051565219,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,13773495.777552359,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13780961.601038428,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,13794354.853256823,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13796170.978213996,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,13811004.159152534,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,13833139.196121013,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,13844911.456789657,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13887277.697020251,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,13922950.784542874,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,13923471.234217897,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13967112.023898035,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,13988207.279954184,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,14008769.326258987,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,14019210.380708197,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,14025201.524311509,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,14053866.485904252,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,14131852.178981954,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,14159517.891354617,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,14161550.199434366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,14241558.934226602,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,14252408.077485766,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,14252408.077485766,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,14259774.274567675,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,14262316.30114698,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14269944.104411323,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14270331.050779238,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,14288249.945737801,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14301701.974863349,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,14317563.93488113,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,14351320.281404005,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,14356976.013090147,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,14377683.289340029,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,14378834.450184079,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,14384337.932380572,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,14402592.748069916,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,14431803.862846112,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,14448846.217581857,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,14472670.755054388,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,14479190.356250763,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14488786.119678669,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,14548426.951332254,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,14554808.717475729,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14561467.11042589,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,14578980.618441513,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,14607540.804931147,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14639953.691327605,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14661872.644640576,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,14710328.938273588,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14727837.409083642,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,14909093.162176793,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,14913628.405645229,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,14964660.160944104,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,14967992.984884875,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,15065013.771983175,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,15073601.722589767,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,15135097.735838355,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,15196990.068950403,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,15199897.571021436,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,15257761.819003982,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,15286720.239618303,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,15300946.07769946,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15302822.213063331,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,15329177.71942505,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15329505.143332878,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,15353370.947261743,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,15370723.91054815,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,15425337.905972883,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15460609.580922991,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15463245.747504637,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,15604255.796097826,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,15613217.672788551,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,15621002.476453496,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15695891.36746655,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,15774045.359509997,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15891147.556461977,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15907890.294520674,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,15912769.102066426,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,15962616.244900232,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,15990555.200733824,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,16019135.428962272,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,16095295.374907684,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,16140197.56137177,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,16170122.961199924,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,16229795.189247334,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,16267668.361558706,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,16304129.41476519,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16320317.22334085,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,16326735.086013678,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,16330887.526167238,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16377853.810980218,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,16403240.412562141,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,16439407.06042847,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,16476341.078210365,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,16542280.960277047,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,16558008.547718024,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,16564375.208916165,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,16615062.60440516,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,16631417.6560614,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16702927.170658903,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,16763868.74421164,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,16774039.769880949,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16809692.136972174,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,16933330.410772234,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,16968079.004575662,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,17036050.93271045,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,17038058.334636234,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,17086179.511375222,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,17122805.871668,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,17151040.050598145,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,17224843.638189368,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,17302578.035449017,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,17331992.27963793,0.0
