右手再把栾布拉,0,右手再把栾布拉。
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,8044642.13845428,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,8051069.483950563,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,8075527.784487082,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,8085491.020612547,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8096073.900614634,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,8101267.682029956,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8112682.1428467585,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,8136049.643679519,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8147003.718822657,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,8148987.218084421,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,8167214.278621201,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,8169335.782259154,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8174860.1648568455,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,8218912.449029074,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,8234842.943160017,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8241278.298637836,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8242045.277966432,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,8280707.742070409,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,8305701.1495141955,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8307923.608188715,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8326802.873895554,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,8335478.696056862,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,8348923.080365176,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,8352238.463858228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,8352238.463858228,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,8368421.568079519,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,8380321.361334694,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,8386812.225605907,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,8387450.598466128,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,8388072.431906454,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,8401827.88743161,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,8423379.960353341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,8426966.136838572,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8433746.095590562,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8441467.546319129,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8467104.663496932,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,8469819.882752426,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,8475153.311613087,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8479883.912754316,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,8488331.368960543,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8492185.459701896,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,8496437.982173318,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,8505091.149418885,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8506928.764262035,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,8508321.091902811,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,8551415.367294865,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8558337.269562444,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8559842.20907705,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,8577619.96545199,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,8577659.195957841,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8579872.464914305,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8580739.86580514,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8583086.865950644,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,8584178.339696849,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,8584438.119354311,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,8591484.247759238,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,8605572.70209862,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,8606554.986279003,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,8614867.655104073,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8622582.93227623,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8624533.102974024,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,8630063.438103987,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,8643112.100953931,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,8662983.616739739,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,8676333.003495537,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,8697079.375698714,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,8715040.640905932,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8717138.783276755,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8724230.316145523,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,8726434.05941228,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8731980.168522986,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,8734301.723786939,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8751150.10193947,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,8786179.792277472,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,8808021.988041202,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8813835.416600218,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,8823918.53243286,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,8846814.15426805,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,8863250.954062548,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,8863341.55393166,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8882259.210002782,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8885477.045721825,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,8909669.755835762,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8919708.351482863,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,8930237.143575117,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,8935770.344006954,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8970507.281688921,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8972563.008908637,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8980562.914839579,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,8987403.085854657,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,8996882.836933235,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,9004407.062906524,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,9004479.638068609,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9004923.390643103,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,9033430.696518779,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,9034447.746190313,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,9071981.439421885,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,9073356.9995159,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,9079573.935889427,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9088543.567413626,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9088714.625379147,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9096548.920936212,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9103123.166945186,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,9115143.51277067,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9119457.828919778,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,9129850.542603327,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,9137896.075574502,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9155025.691262593,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,9156701.813845938,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,9166238.548789257,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9178836.932461303,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9205416.739877136,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,9209198.645000694,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9233828.110154223,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9255330.326425675,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,9261216.199793387,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,9269544.45484957,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,9301762.946838547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,9307938.731895749,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9314040.339760587,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,9322072.40297221,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,9335195.732597098,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,9336347.791844003,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,9341422.66505606,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9348375.30092827,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,9384905.915846102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,9386668.849246284,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,9391071.370046748,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,9394842.96625103,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,9402685.965847544,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,9404238.961862674,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,9429069.615160545,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9448584.586922934,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9480074.75302331,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,9497319.05294,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,9507787.983078592,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9508904.234958315,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,9524608.76761439,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,9533759.644426648,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,9536376.354062498,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9548760.043220235,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,9591131.16217717,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,9608949.691594929,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9611359.535219034,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9614481.838157237,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,9618314.940462722,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,9647819.807164235,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9651131.867612885,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,9660595.38055473,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,9682629.38459344,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,9694098.453139536,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9732560.77039514,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9740015.261560233,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,9756742.280051563,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,9765472.810200024,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9769370.68745867,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9785371.234502055,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9839799.798850948,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9855615.517077113,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9868397.603290588,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9874155.100090245,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,9911672.73810102,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9926954.459390478,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9964872.717879845,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,9976278.93103315,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,10008551.651008945,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,10021184.881344736,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,10025800.175319904,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,10026996.57970895,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,10035331.236101063,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10035680.266449798,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,10038674.258955555,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10039751.356706757,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10040869.679518027,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10052371.738101201,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,10074081.547974452,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10089238.192643372,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,10101137.917458933,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10114284.107353998,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10138720.87543747,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,10157223.183118483,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,10161312.745677896,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,10173200.605463058,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,10186376.087066106,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,10211126.98506434,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,10243685.090124922,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,10243685.090124922,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,10249355.100166338,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,10254819.519371929,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10262963.520104162,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,10273898.111943549,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10287162.839048982,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,10288991.098774292,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10314638.087677816,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10340119.235629065,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,10342277.617008572,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10347652.30802324,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,10353050.502970632,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10362724.909100708,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,10384428.79541789,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,10387258.175607689,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10410629.56205785,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,10411852.98739179,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10422348.90319021,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10443485.85418758,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10456510.454982705,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10467603.983520731,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10471983.787349569,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,10480177.752840718,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10495581.656674417,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10495581.656674417,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10531597.827086864,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,10535474.769027919,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10557731.961929359,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,10587146.51494016,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,10588434.204545977,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,10608095.574914007,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,10616610.891522877,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,10617722.223614024,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10630685.999202246,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,10657510.506667402,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10662614.597207453,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10677494.150801433,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10684396.615144825,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10694759.370266527,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10702102.51802165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10724054.4302725,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10724054.4302725,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,10729537.797069361,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10731101.985619986,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,10744545.649953706,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,10756430.566410566,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10775859.994275874,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,10803311.090537889,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,10810142.05360638,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,10819395.18509029,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10825206.537247721,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,10834319.248551453,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10879628.419530338,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10892067.647346023,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10927080.427861111,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10934757.753745,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,10953534.738692403,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10973897.798254875,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10996760.582890892,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,11006254.260946097,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,11021131.736938866,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,11049503.963567846,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11084292.593449423,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,11107082.3868318,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,11119755.442942051,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,11157877.233268654,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11161818.174983641,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11166401.307392085,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11170139.211863393,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11202794.620945783,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,11240232.421625957,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,11244420.557724366,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11256063.684952533,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,11257782.929013487,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,11311738.301633844,0.0
