深宫无处不飞花,24,深宫无（哇）处不飞花，
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,5352423.563851117,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,5362805.6598515585,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,5364222.002643283,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,5397843.792967461,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,5398440.475053907,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,5411572.941038391,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,5418714.294506191,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,5432574.747696622,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,5441727.680441321,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,5444681.205059398,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,5449870.313559716,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,5463374.886098361,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,5468585.250075738,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,5493394.945284778,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,5519017.04431355,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,5532700.906202619,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,5554150.797721238,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,5554150.797721238,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,5562678.725400918,0.14285714285714285
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,5576905.0983692845,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,5585067.1959276805,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,5606093.9545392115,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,5606453.27504795,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,5606924.835014666,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,5616613.690919772,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,5623956.360585431,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5630820.1428207075,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,5643738.460416378,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,5648965.314035049,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,5650251.852342558,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,5654303.832047036,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,5661196.0088519305,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,5663984.103992869,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,5691820.6438424075,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,5696280.197909311,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,5711737.711829397,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,5715598.949221735,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,5719000.819494274,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,5730676.2240555,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,5738932.843586858,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,5749532.980349101,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,5749702.972320365,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,5765261.332091146,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,5766688.64727728,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,5773193.882678469,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,5785536.019926468,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,5785667.207963781,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,5787196.971584652,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,5791027.73423406,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,5800181.776413833,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,5806613.736087282,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,5808943.9623665875,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,5825618.268423992,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,5828705.152934224,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,5830322.150675807,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,5831476.244203966,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,5853796.365076897,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,5854180.367520024,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,5854180.367520024,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5859482.117516976,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,5867597.636484684,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,5867783.910666665,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,5867881.588401423,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,5869071.459850624,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,5873494.203759934,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,5877216.831236394,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,5878590.254492746,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,5881218.119048018,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,5881790.96060542,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,5882326.141634097,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,5890698.740619153,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5901052.814550481,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,5914727.168615485,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,5927718.581851034,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5929757.145704718,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,5945840.20095323,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5946023.818926424,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,5966562.699729841,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,5971382.160945503,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,5979100.380981484,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,5982925.636448326,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,5988460.426887827,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5990806.669124864,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,5995083.431675675,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,6017269.987858753,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,6018278.00059325,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,6018931.435131877,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,6021263.410061113,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,6026552.716028167,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,6031397.364161609,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,6034867.108819999,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,6035226.90669779,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,6039650.372011959,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6051431.294240173,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,6053609.509019529,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,6057111.988097517,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,6058941.977222024,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,6064282.252363249,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,6065790.788135295,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,6091534.270336669,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,6097745.308016042,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,6110060.28654923,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,6121138.515814348,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,6124834.645893358,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,6134803.771752183,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,6142366.845924954,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,6143049.102088039,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,6156439.696171816,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,6156562.949280236,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,6159542.522859469,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,6171321.761593107,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,6177985.66724085,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,6180858.901907022,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,6184889.2110098,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,6187056.203136166,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6191529.524260804,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,6193132.514808489,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,6212302.987199941,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,6226796.32727326,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,6249099.007877104,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,6255595.890418643,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,6263444.573925359,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6277006.84188352,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,6280361.620463406,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,6283093.967712257,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,6283194.454437584,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,6285847.259432657,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,6286121.989695762,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,6290060.599601088,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,6296825.494314035,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,6302896.68033939,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,6311036.492210697,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,6320131.022120137,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,6321381.225027673,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,6360143.623969601,0.2857142857142857
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,6364115.14539781,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,6371074.587933529,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6390219.27491316,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,6392100.5122521,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,6418144.496393327,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,6422872.295889267,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,6423126.389911645,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,6430301.335007902,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,6445887.479492737,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,6457352.025404714,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,6460619.028594925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,6464171.934026987,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,6475143.25954476,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,6475143.25954476,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,6486356.683544546,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,6486419.760959467,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,6503215.778734244,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,6503547.935379763,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,6524163.682748964,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6527064.304189627,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,6531157.822278299,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,6534022.740127331,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,6546857.365937026,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,6560569.170533427,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,6565116.949929887,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,6565152.53397836,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,6567519.749449806,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,6581093.105589422,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,6581093.105589422,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,6582819.009326674,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,6609336.009149385,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,6613829.62887025,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,6615448.659407906,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,6623850.970714073,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,6626638.566586369,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,6636172.844268969,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6640197.560765005,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,6640764.641784656,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,6650625.245593984,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,6652435.274665847,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,6654926.867654964,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,6659429.354464327,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,6660606.4849449145,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,6663713.546267426,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6669892.083096528,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,6681114.035468511,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,6687120.899604601,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,6693081.665010332,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,6696183.207977086,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,6720226.204763713,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,6725303.746363425,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,6727787.665055818,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,6728404.311274175,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,6759542.689884041,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,6773416.081849864,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,6774952.026817982,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,6778915.035720884,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,6785105.707756955,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,6788020.105076022,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,6813267.261955177,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,6814450.557849258,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,6814962.40587565,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,6814962.40587565,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6818351.483575644,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6818823.342334071,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,6837760.426886145,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,6839906.955543137,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,6850283.11988304,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,6850948.690073515,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,6851525.319619016,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,6853584.901563407,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,6856429.304338664,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6858724.521730463,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,6860850.953938047,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,6864182.686445984,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6867983.76250555,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,6880284.788153064,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,6887231.64290335,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,6887726.812188433,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,6894505.324205891,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6906543.013684301,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,6921745.91419667,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,6942483.790403202,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6945453.7072170265,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,6946501.697153393,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,6952114.263985993,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,6960181.584853903,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,6974341.377535527,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,6978475.318037869,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,6996134.899366317,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,6996573.089373488,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,7006394.265416223,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,7026056.944390152,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7028049.338592493,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,7028681.727261461,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,7033927.598920434,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7042236.854214919,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,7048920.94715234,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,7049411.375127802,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,7050489.635750875,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,7056154.59431425,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,7061920.037134905,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7069053.110905532,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,7069681.996974163,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,7086642.258397998,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,7111769.36815269,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,7128012.784312999,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,7133203.091110852,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,7133589.055679956,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,7138370.117756317,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,7140185.240550601,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7145672.477909921,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,7146497.485530239,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7165892.270232268,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,7168796.886126741,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7183650.035798873,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,7206444.266368707,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7207909.8843215555,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,7210318.438066773,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,7216573.316148957,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,7217737.00314285,0.14285714285714285
