深宫无处不飞花,24,深宫无（哇）处不飞花，
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,10491492.962265495,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10492776.244647538,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10506778.08931437,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,10519067.855635887,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10519226.522272814,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,10535995.348330608,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,10636306.823015308,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,10707306.353372205,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,10771438.472187897,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,10807843.807488667,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,10809834.945683442,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,10813364.362954779,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10818034.450169358,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10833887.86333698,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,10848127.411673846,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10851151.85679021,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10868393.750962097,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,10886431.811464526,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10894545.262152344,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11001694.5561449,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11014479.75305288,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11020005.845252115,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,11033982.277902905,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,11049444.11470314,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,11069578.055588428,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,11075023.057470288,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,11085412.568184886,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,11104387.977190906,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11143558.67441672,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,11154802.368675744,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,11160725.880914507,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,11162159.016355436,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,11165036.9059234,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,11170172.18473435,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,11186616.530113062,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,11207672.582142852,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,11229625.19358632,0.2857142857142857
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,11236419.854719078,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,11259586.397657882,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11260471.789346932,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11285059.158114402,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,11316276.370278846,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,11330294.585300302,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11331851.038486741,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,11338587.480781792,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11369663.450694488,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,11421479.246471576,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11464687.601437604,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,11490497.975708695,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,11501114.416381445,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,11569854.950254284,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11619228.645866286,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,11620875.298178768,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,11676015.3008572,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,11801441.783397468,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,11802725.976887122,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11807683.339775674,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,11812331.921647081,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,11844588.019816812,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11844795.661475101,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,11852265.188380418,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11910473.865948075,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,11937542.556470508,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12009362.607713884,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12019815.281832375,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,12025687.243056899,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,12054579.367390363,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,12099621.208134204,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12132439.839139592,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,12191166.061929973,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,12370878.616941711,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,12377504.80972993,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,12421609.550272217,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,12519344.350792775,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,12534386.388146171,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12574770.32511659,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,12581450.623283878,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,12626799.165226648,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,12635241.760564372,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,12644177.565962072,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,12666798.2946618,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,12666798.2946618,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,12684923.86318374,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,12697659.258420445,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,12732387.725197189,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,12773632.699304705,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12778802.563469198,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,12783335.545543242,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,12804975.214700291,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,12812410.450651916,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12822715.178198073,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,12909008.017048927,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,12919977.965595694,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12968385.282828612,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,12986590.035822874,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,13049383.0672223,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,13067192.21658225,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13198417.616820186,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,13251291.314234057,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,13341826.043748008,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,13354261.864547607,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13379940.13257127,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,13425733.53839095,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,13488639.385317966,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13548707.621840963,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13548707.621840963,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,13555979.188288828,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,13588872.136588776,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,13664014.61214062,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13675965.575156137,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,13855015.266593004,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,13860272.609707821,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,13946950.846704593,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,13991928.295882331,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,14090583.223118175,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,14158955.872302849,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,14180691.092956465,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,14327057.200397726,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14353966.310087075,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,14378260.478984868,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,14405958.823621562,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,14552611.328429429,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,14576231.490976153,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,14623258.19483786,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,14790702.617570674,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,14833502.290809885,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14877341.884017223,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,14896199.34519169,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,15244606.524466086,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,15335849.497820908,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,15348647.95695252,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,15583373.511643745,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,15645149.487078164,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,15678286.067032399,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,15691002.385390174,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,15888143.034715412,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15918883.805951128,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16022587.948933834,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16022587.948933834,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,16096428.313024515,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,16174729.49021551,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16617590.60074865,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,17162235.288509358,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,17184537.8376758,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,17880597.24413132,0.2857142857142857
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,18109724.822413098,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,18118826.449455716,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,18223737.37672195,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,18424591.590504296,0.2857142857142857
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,20024475.019659054,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,21719538.419674907,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,28105646.784182243,0.14285714285714285
