舍不得老娘白了头,0,舍不得老娘（呃）白了头。
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,7546059.413373236,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,7550057.458386294,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,7552684.236461824,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,7552684.236461824,0.125
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,7563335.498846384,0.125
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7567989.192261338,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,7579846.155571064,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7586336.239091555,0.125
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7621231.94255068,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,7622518.66169466,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,7622880.420597287,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,7630464.181896205,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7634094.507011451,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,7640812.576667015,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,7649365.659412525,0.125
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7662196.8494645255,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7665415.335854174,0.125
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,7667550.779353196,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,7669301.943434815,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,7699163.563338417,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,7709489.328000844,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,7710683.534159182,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,7716018.837413792,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,7719943.639759572,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,7727712.939563649,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7731493.479494318,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7734914.867161809,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,7736836.966628113,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,7736836.966628113,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,7749471.405232752,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,7757763.96224608,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,7773406.082299899,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,7776022.523583952,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,7813282.55180585,0.25
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,7819591.694075887,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7832836.551196281,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7836289.247292097,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7850051.596533264,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,7867140.800632019,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,7895138.170473376,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,7895138.170473376,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7942152.798521627,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,7943411.480107332,0.125
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,7953164.218002406,0.125
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,7967367.61121109,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7976049.124244189,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,7985502.481533866,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,7987726.764481931,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8000043.191078457,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,8005280.545877677,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8010189.4151020115,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,8016872.253933477,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,8032593.298520438,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,8033945.683270201,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,8042193.588291864,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,8042885.175855569,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8062240.662365064,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8063054.813068164,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,8069092.359521516,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,8069092.359521516,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8073484.454812201,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,8079680.207589246,0.125
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8081780.7851251215,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,8094394.437561891,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,8112256.12859887,0.125
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8120854.68702116,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,8122398.076636281,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8123314.724091033,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,8136520.93884834,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8149496.342815075,0.125
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8153654.4686319865,0.125
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,8160378.712679524,0.125
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,8168335.556812852,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,8179290.979833645,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,8184813.11253571,0.125
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,8187335.551388496,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8216628.629036562,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8282031.596375645,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,8284827.875854331,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8298751.057768343,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,8299350.558295832,0.25
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,8316959.515291198,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,8321504.343636552,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,8327005.55993715,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8361338.352175827,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,8370875.656463011,0.125
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,8396056.359539077,0.125
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,8412612.610065399,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8421644.16211278,0.125
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8427557.722848859,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8431491.199794516,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,8432530.459142055,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,8439083.127749927,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8454673.119061245,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8478028.8171088,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8522287.657499414,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8531107.51156289,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,8552203.255218945,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,8567143.467191389,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,8574116.18001869,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,8586442.650922056,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8592065.36280483,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,8600722.044199016,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,8601009.95504237,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8610604.81847949,0.125
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8618261.308550121,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,8627176.711960083,0.375
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,8659683.21775162,0.125
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,8660201.507796627,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,8689369.28178727,0.125
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,8704873.248505991,0.125
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8707098.078527344,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,8717144.47175268,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8721329.415824167,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8733866.291134665,0.125
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,8740873.225086175,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,8741282.380500078,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8749147.475512246,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8804774.405696608,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,8804911.781143976,0.125
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8812843.82745735,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,8817070.014630722,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,8817070.014630722,0.125
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8822517.551435448,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,8829422.090303462,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,8850921.839314006,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,8865620.458046656,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,8874015.251864413,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,8880461.251452291,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,8886666.475239418,0.25
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,8887355.154830284,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,8895180.026454331,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,8899425.367770059,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,8912668.902404826,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8919802.070668282,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8934299.30615469,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,8975353.807719901,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9007384.6761694,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9016184.946304113,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9022815.781727582,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,9036551.760259775,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9064742.885501042,0.125
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9085941.991879428,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,9086070.233395625,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9086354.734934054,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,9089681.390512332,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9089830.538731433,0.125
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,9098780.764213676,0.125
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,9103919.910261204,0.125
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,9109217.135664642,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,9110941.956346879,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,9150982.663072627,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9154915.855093542,0.125
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,9179025.001873335,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9180082.486371713,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9183211.671894757,0.375
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,9183387.897093588,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,9184340.040592443,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9196659.76977648,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,9200197.160318665,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,9201941.04100917,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9218892.787610982,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9235949.507248163,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,9240273.728806818,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9247279.174247693,0.125
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,9250294.59412036,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,9250332.69271771,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9327441.303905493,0.125
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,9354666.831467113,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,9362063.33441769,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,9376639.030394506,0.125
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,9380700.313368155,0.125
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,9389511.112383977,0.125
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9390735.468202598,0.125
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,9402171.339976346,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,9416936.839870142,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9429142.625072958,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,9430939.83145775,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,9441565.949021187,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,9464303.935475888,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9483820.27895776,0.125
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9490310.517313829,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,9509344.708747119,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9511327.31790643,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9521295.492643945,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,9543058.958434694,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9563909.61805016,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9594545.728996178,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,9599147.521296084,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9600813.604715616,0.125
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,9607807.419813488,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,9620145.767324496,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9621547.797004454,0.125
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,9634482.246376093,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9636716.600301037,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9640462.361733623,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,9649485.450780977,0.125
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,9653640.922958663,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9662425.25830112,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9670011.156948622,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9683113.40042017,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,9685038.461995134,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,9696044.3545557,0.125
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9710957.268825056,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9729964.80745956,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,9735530.959852379,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9739440.007052723,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,9778510.665049827,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,9793008.327337094,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,9800594.396126848,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9856292.294674058,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,9861859.801861996,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9907989.465123482,0.125
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9913792.688907748,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9925031.137064712,0.125
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,9928159.453220736,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9958292.999442989,0.125
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,9960824.89477381,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9973313.017627962,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,9977873.755197244,0.125
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,9986324.692308223,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,10001055.618411222,0.125
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,10004498.623217784,0.125
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10004806.257012343,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10005873.250181178,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,10009325.842943292,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,10020546.981867561,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,10041504.982918516,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,10073281.48399692,0.125
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10087348.319073351,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,10123717.72058679,0.125
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,10126042.785805568,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,10127271.07158305,0.125
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10128549.19874336,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10128549.19874336,0.125
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10141411.453484407,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10141411.453484407,0.125
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,10144487.297099693,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10146091.812373603,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10151932.588873547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,10166443.249306088,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,10180597.432407008,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,10220839.227217687,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,10223212.544584744,0.25
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10235699.272885844,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10276543.455425838,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,10279275.14681772,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10280796.097673634,0.25
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10313624.427986633,0.125
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10322217.680623783,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,10334286.004489668,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10339579.354881246,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10346363.009383846,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,10354386.818576196,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,10356980.284235792,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,10356980.284235792,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,10368437.95706053,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,10380130.286707828,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10392880.519824302,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,10407872.326100998,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,10445255.428444013,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10449933.561967265,0.125
