舍不得老娘白了头,0,舍不得老娘（呃）白了头。
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,10460250.444773728,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,10461128.447659278,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10462573.813444933,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10466171.537410762,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,10482865.228349848,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,10484554.171259567,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,10489878.747463476,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,10498578.57745354,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10528033.34988594,0.125
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10529812.949586043,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10557412.15029816,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,10559428.79264894,0.125
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,10572631.80489698,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,10592502.397700645,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10598931.902265728,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,10616117.948905617,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,10620477.842111738,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10636760.472107371,0.125
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,10663183.689432751,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10681113.274803663,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,10688865.157813296,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,10695050.080631291,0.125
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10753072.716821907,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,10763648.703263698,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10777386.87090689,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,10780660.740959074,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,10784655.298812471,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10786391.641591717,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,10791445.478552109,0.125
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,10806537.776149673,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10851110.26636464,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,10863556.911150107,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10869838.981313335,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,10872114.318557736,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10885414.854165524,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,10889344.539322967,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,10889667.840502448,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,10891614.56693779,0.125
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10892402.844217462,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,10893559.438295709,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10896494.609133776,0.125
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10932995.089557067,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,10939125.820732445,0.125
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10945462.486949587,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,10958480.379099404,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10959647.098660698,0.125
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,10988040.141549382,0.125
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,11000285.83916321,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,11004151.12899288,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11012315.284769865,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,11012630.946424741,0.125
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11021146.043844344,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11027321.338007335,0.125
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,11032254.268739592,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11043613.566062575,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,11043830.303038323,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,11059746.384979628,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11070901.058919683,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,11072622.544161644,0.125
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11095599.567569437,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11096161.525775433,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11097128.866426574,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,11133308.92749194,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11185096.17194199,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,11217082.909298431,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11218286.398344398,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,11239164.19311915,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11240403.540625358,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,11262994.152724823,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,11287547.15617358,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,11302525.726720842,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,11320408.301144378,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,11335815.316018507,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11336084.338449689,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11340687.59817186,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,11343293.68171629,0.125
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,11403776.57329922,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11416507.200692095,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,11416777.694087442,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,11424860.159599535,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11436329.444804993,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,11475508.129845224,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,11479930.968816452,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,11491771.740468994,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,11503202.242913274,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,11514610.072742196,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11523231.122058816,0.25
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11538103.573052954,0.25
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11562674.24000767,0.125
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11584558.559252016,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,11605111.194708727,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11606860.029600255,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,11645157.64101895,0.125
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,11655011.21228159,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11659394.07423753,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,11661837.64346657,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11686700.605645576,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,11721971.360529339,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11773745.322742252,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11780039.921055162,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,11781380.20556269,0.125
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11803448.900341181,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11806604.578270622,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11849590.316926593,0.125
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,11855116.75600688,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11891006.849867366,0.125
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11916209.212280976,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,11916913.992769323,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,11925875.172329415,0.25
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,11929409.317545535,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,11952338.532135762,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11963519.433419889,0.125
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,11971855.995256431,0.125
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11975096.850716066,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,11978357.916365532,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,11992629.308140688,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11996601.222974166,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11999025.174562108,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,12010248.747847283,0.125
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,12047511.002067069,0.125
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,12061802.445969854,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,12075296.482777659,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,12080507.030242873,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,12087991.451670554,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12089700.047252882,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,12097499.975744165,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,12101490.678252768,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12106858.138666045,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,12158119.504393127,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12194806.49849098,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,12202317.615336718,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,12223862.963178145,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12254464.375467502,0.25
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,12273459.359592661,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12278427.076940257,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12292991.036137952,0.125
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,12297202.141272752,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,12333351.123199115,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,12335134.692985723,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,12339201.455589443,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12342915.445842363,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,12380514.342049146,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,12476623.886720028,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,12494368.415787818,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,12495235.305306442,0.125
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12497294.359645206,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,12522261.468963306,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,12527286.206864605,0.125
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,12532267.550363256,0.125
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12556196.055477416,0.25
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12581951.518578714,0.375
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12603806.13831704,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,12642360.273713753,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,12648450.978739742,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,12654135.930207267,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12674942.991969904,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12700739.482378222,0.25
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12728812.225055449,0.125
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,12730857.053111425,0.125
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12732474.144060593,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,12736557.967438476,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,12798823.317809427,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,12801438.864271743,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,12856500.591126697,0.125
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12901293.860345295,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12901293.860345295,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,12905369.864500267,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12908543.714119323,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,12928097.53047909,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,12931497.02906569,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,12939426.010634549,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,12945106.144104011,0.125
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12973804.739766236,0.25
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13003182.377266139,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,13006517.112982217,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,13023519.47310084,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13025084.946360603,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,13036610.425222255,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13039339.489140589,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13059092.494990375,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,13083418.685773123,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13097260.069632282,0.125
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,13102829.048384503,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13171897.634447457,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,13177114.06982818,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13198461.213961242,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13253195.75303834,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13275313.960808413,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,13290591.996082691,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,13304435.144881852,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,13316475.445720911,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,13329917.048145551,0.125
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,13347578.773544148,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13384212.338254414,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,13402619.112876961,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13417659.427034488,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,13449591.12528528,0.25
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,13527216.818755513,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,13543308.116223888,0.125
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13674993.800785383,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,13679138.82965272,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,13713309.54791834,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13778018.538369305,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13783120.32686354,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,13793527.30585905,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,13809165.638410209,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13880843.264577331,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13891357.042424558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,13897097.044620732,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13905021.663691979,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13923810.430929715,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,13933028.548719008,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13950368.367935399,0.125
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,13952711.513995977,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,13965078.659339733,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13978389.890567016,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,14008534.43874667,0.125
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,14016947.1225632,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14030010.28104203,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,14030482.63219831,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14045160.540103808,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,14074423.326124774,0.125
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,14083793.293341672,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,14084976.34148844,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,14160908.625668952,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14169284.721360719,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,14185588.973652216,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,14220237.399342265,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14221936.18933057,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,14224874.109345851,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,14259491.009420482,0.25
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,14298913.595676983,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14350737.25439798,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,14353871.41649172,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,14358004.051628329,0.125
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,14365527.857913988,0.125
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,14411760.7744085,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14448227.016846022,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,14495958.792220475,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,14497862.284879284,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14502606.5045354,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,14524537.810453447,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,14546169.217445403,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,14627956.37429038,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,14689734.617724892,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,14771156.670250045,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14792824.31454026,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14811340.856572237,0.375
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,14812631.93446537,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,14824579.009759681,0.25
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,14832193.655974953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,14906330.465626061,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,14998312.454721002,0.125
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15095835.25831277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,15099166.081182903,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,15117099.139140477,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15117552.366712417,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,15171381.974332515,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,15192528.595290221,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,15209217.467553074,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,15211605.269571075,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,15213068.279340563,0.0
