儿行千里母担忧,0,儿行千里母担忧。
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,7604894.974171896,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,7611442.300306815,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7613840.234390624,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,7620155.757477853,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,7622058.150955114,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,7637935.255758967,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,7657566.570392262,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,7669281.122946216,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,7682435.444309448,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7684848.231911952,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,7709004.631026368,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7717555.0384052945,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7721307.137825712,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,7728315.961330833,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,7728804.549679655,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,7728804.549679655,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,7735114.140738812,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,7758949.291793102,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,7764933.0538552115,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7769480.62430997,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7773334.099684149,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,7774836.662426401,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,7778282.912505373,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,7787596.522592166,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,7788696.2919280175,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,7788823.772970074,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,7790050.575053256,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,7807306.949526771,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7808027.037867163,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,7817608.997995716,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,7831059.0658063,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,7831158.65045799,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7831764.551752548,0.2857142857142857
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,7861422.5163931325,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,7875107.915781589,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,7884500.850340689,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7885343.098278143,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7885849.6366594015,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,7906541.096779554,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,7919828.934071346,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7930989.794719405,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,7937002.144531733,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,7952571.845814397,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,7954461.084925833,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,7995920.530232467,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,7999160.360001541,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,8007883.463268693,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,8009318.879231379,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,8011866.723521023,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8018531.767657823,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8026215.157588052,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8053711.578186108,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,8058188.117572011,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8085010.136844141,0.14285714285714285
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8093972.689658786,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8095713.709893896,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8110444.941570134,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8120168.157940707,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,8122232.049854232,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8138485.620137175,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,8145767.214475479,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8153946.330776766,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,8154067.468957242,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8158022.130146967,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,8179093.476185269,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,8188097.9984545065,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,8196546.148480307,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,8202193.527676571,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,8207588.555247444,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,8208636.400408986,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8228639.490834304,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,8229721.232532972,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,8254216.13604037,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8260113.019528954,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8262332.318420861,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8299120.245305622,0.2857142857142857
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8299656.91581365,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,8299813.195282054,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,8305767.955978761,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,8311313.502236476,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,8314158.780894287,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8320821.696719973,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8346649.675580747,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8352797.068382234,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8355350.5869775545,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,8372297.438489353,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8404873.160096357,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,8408843.142427534,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,8408843.142427534,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,8411901.78869913,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8447250.995089129,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,8456947.942912677,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8462629.445630249,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,8483263.985454263,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8492495.333673006,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8518454.882301584,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8537764.394134326,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,8553969.37320142,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8558858.888171308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8572706.314243948,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,8573927.892109359,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,8575011.381565139,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,8577880.825179027,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,8605568.631207572,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,8618472.913226778,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8620694.819184823,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,8628573.17626435,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,8632353.325824363,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,8633706.291720606,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,8634713.435052147,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,8634713.435052147,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,8650361.338213556,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,8651098.904506916,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8658828.581610166,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8706373.363751026,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,8716927.257716758,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,8727075.468545783,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,8739787.622763213,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,8757211.397940828,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8778213.824908279,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,8784979.991889901,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,8822951.377970604,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,8829659.879985912,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8847613.468935778,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8863486.933753403,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8871572.606668865,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8885487.898748143,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,8896636.456710981,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8902363.254067823,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,8916888.110160757,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8943060.139196618,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,8963119.793576568,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,8965120.941268748,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,8975774.17809027,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,9009532.083600527,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9013962.166893288,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,9021345.962253327,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,9025117.658894984,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,9031385.40717675,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,9041167.457359452,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,9054275.998559944,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,9061875.701237662,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9077125.351590142,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,9101011.572821004,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,9104042.534954939,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,9135156.477380663,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9141850.021957912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,9146370.164118769,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,9152303.77453067,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,9153895.37592516,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9155645.907483129,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,9175645.346260335,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,9175752.444080766,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9182609.862131363,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,9189289.835525557,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,9191566.44012057,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,9193152.252121387,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9196230.073279923,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,9219929.296614962,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,9220587.774283271,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,9224888.00515813,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,9246854.951926371,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,9288025.145505805,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9293094.709034348,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,9303964.964015119,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9314856.492291188,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9315288.527414357,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9319399.577840392,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9320867.625528855,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9324664.462521156,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,9333832.638443388,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9342711.375750229,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9357988.54779531,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,9394321.22043903,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,9397544.605988335,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9397674.586212503,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,9419427.850002512,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9473973.386067787,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9482934.156800317,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,9489225.565419022,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9550953.898128847,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9552239.872220632,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9565282.961538289,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9569057.284396712,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,9576960.380731698,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,9593055.548618898,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9603960.707339756,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,9646582.93002391,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9648633.321899816,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,9659437.136501156,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,9667842.793377446,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,9682126.210560583,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,9686090.447529178,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,9699187.458330486,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9702736.680529147,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9722102.07773842,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,9740966.314597035,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,9756437.89521717,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,9769031.601554997,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,9781962.354570867,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,9789710.563559763,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,9789710.563559763,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,9791224.961894196,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9798302.30937127,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,9799634.196832782,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,9818587.374496458,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,9820918.49868015,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9838199.119632795,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,9844272.525876136,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9858385.648996547,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,9865266.009030277,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9873455.889354011,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9887943.282011956,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9891846.950263623,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,9893385.252065461,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,9920437.132762212,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9922153.166879706,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,9933012.02894274,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,9960266.586925795,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,9977851.735187437,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,9982235.273522504,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,9983253.981117234,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,10002330.61133284,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10019765.80106796,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,10021431.936727427,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,10021954.179813942,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,10034144.113116913,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10036870.531761013,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10051899.644701632,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,10085211.763567388,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10089433.07948574,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,10089622.477088964,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,10123160.416437851,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,10123694.676133601,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10128165.19747591,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,10202746.146835808,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10229520.69886114,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,10253673.92989139,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,10272714.99110241,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10278495.957387019,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,10310788.679353086,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,10339102.174425308,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,10350724.545799203,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10364216.154292267,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,10395640.6595071,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,10416121.047751322,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,10416564.182084648,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10434042.388683805,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,10439595.856757937,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10467539.604151355,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,10492272.658777524,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,10498681.840053838,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,10498915.925022932,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10499846.951854391,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,10502815.048009027,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,10529974.437831875,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,10531786.56341406,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10544632.837061765,0.0
