又谁知焦克明他私自后跟,11,又谁知焦克明他私（呀）自后跟（呐），
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,12231853.641034361,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,12239269.994639914,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,12240880.070351837,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,12256573.868951727,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12289367.5373303,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,12297488.960554333,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12301713.991664888,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,12320822.536070364,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,12338616.940274956,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,12349089.10245172,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,12361133.891979754,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,12367775.872612033,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,12368613.0325699,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,12383126.119697541,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,12422943.455829708,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,12434403.352978207,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,12441872.630768554,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,12446496.645253958,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,12446496.645253958,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,12450040.106478576,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,12451932.238483557,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,12453335.427071786,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12458543.470169872,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12481671.67418776,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12492194.148874268,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,12499736.763265908,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,12501365.917950781,0.2727272727272727
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12531625.026288616,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,12535704.345387561,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,12551764.926279344,0.09090909090909091
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,12553236.925336337,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,12569074.543985264,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,12575559.38866612,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,12576882.444707222,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,12600160.531435324,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,12641854.138088988,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12644414.857422037,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,12647990.015509622,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12650133.920867901,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,12656852.164981019,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,12658131.917708077,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,12669778.298458671,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,12692238.580641314,0.18181818181818182
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,12730207.144076608,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,12755227.083790613,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12763505.706168871,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,12776209.571141997,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,12780396.898178158,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12781647.367146831,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12788105.384770494,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,12794601.347182065,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,12806389.113571139,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,12812968.112159014,0.09090909090909091
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,12818648.622637436,0.09090909090909091
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,12818944.012591876,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,12827653.772071835,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12828708.003960263,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12828708.003960263,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,12881581.64868448,0.18181818181818182
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,12893232.118617775,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,12894043.457969196,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,12895709.178290486,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,12940300.380715149,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12959460.711786445,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,12991915.588330513,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,12994619.294277944,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,12995210.99199256,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13002243.875958629,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13004145.110793848,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,13008935.044005694,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,13010282.129274854,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,13010357.555571388,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,13023504.74229842,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,13030341.483664729,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,13045763.185873494,0.09090909090909091
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,13046885.943030067,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13094241.402515609,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,13136914.445672046,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,13141754.546077289,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,13145580.631729359,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13162428.40012145,0.09090909090909091
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,13165758.866891399,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,13183193.658403361,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,13242593.430191245,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,13243653.512684256,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,13245202.997065812,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,13285731.132508673,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,13291616.05655665,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,13293093.61363595,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,13294287.640734013,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,13294287.640734013,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,13309941.563413234,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,13344102.813665481,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,13349328.451751132,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,13355138.700305926,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,13355299.703789601,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,13391206.832918013,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,13400841.714416893,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,13406521.342687873,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,13420903.78563515,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,13429213.071388302,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,13437383.647804337,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,13438192.292417636,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,13440686.663001524,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,13471834.801076513,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13472371.134205772,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,13484583.932030138,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,13500041.826998066,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,13502756.639984215,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,13509571.71270505,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,13511880.820293283,0.09090909090909091
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,13520342.319059068,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,13521535.510223283,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,13524624.003015557,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13528697.09026092,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,13544149.39063362,0.09090909090909091
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,13555131.31935699,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,13617409.08062801,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,13621830.622591449,0.2727272727272727
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13657409.040077444,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,13665660.884926505,0.18181818181818182
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,13670442.78283836,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,13678663.963165062,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,13684003.10838621,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,13686680.995674945,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,13692638.720189977,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,13694317.7613002,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,13738145.197299551,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,13741943.707189094,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,13750296.158200363,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,13767549.191491783,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,13771284.879097693,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13791805.368322447,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13817244.588890813,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,13840840.501097975,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,13858299.882554725,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,13880028.802163428,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,13882381.29686211,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,13883876.394825563,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,13903776.082754202,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,13952377.320792237,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,13960250.22879781,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,13961441.240591083,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,13978649.738248069,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,13983395.692526061,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,13988150.84885886,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,13999243.197685683,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,14026238.235787496,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,14028493.024558699,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,14038901.234839745,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,14050062.707203936,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,14073871.4657008,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,14076596.188090727,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,14099429.21284809,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,14107170.065021506,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,14114617.293341478,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,14119042.617737783,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,14130053.576481938,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14163104.51292248,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14166282.10979749,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,14177694.586501092,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,14182802.988795161,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,14187578.154972466,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,14195277.229436046,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,14196717.141710985,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14208841.373640615,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,14209549.004816264,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14213582.645695781,0.09090909090909091
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,14215804.051337743,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,14235631.145303419,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,14244905.894141572,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,14283276.900315968,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14296545.915279353,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,14312396.206453783,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,14319550.815046262,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14322940.364406968,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,14328192.22009552,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,14355907.396908827,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,14419500.28796356,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,14436116.919632325,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,14448015.569506181,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,14472893.288772969,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,14479742.437176194,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,14486236.586008834,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,14493478.1180333,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14495163.145916367,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,14504394.263962746,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,14504413.35139685,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,14571286.658598544,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,14574199.078699237,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14576830.917798463,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,14579222.511885699,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,14598414.985756066,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14605923.387779048,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,14613020.151785063,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,14616032.829475615,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,14635362.636388913,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,14637863.660167914,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,14655352.402106717,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,14667025.982189218,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,14667394.242163735,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,14717778.767073484,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,14724010.21199997,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14730719.918581601,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,14732846.556649812,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,14755760.425851641,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,14765015.467152044,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,14774549.17644123,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,14806015.658600397,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,14810832.09229029,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,14819259.92454808,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,14867362.829873921,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,14922974.655449942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,14933313.455193393,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,14938063.419996558,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,14955190.08252844,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,14958271.53587057,0.18181818181818182
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,14958376.769011982,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14973570.509937685,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,14974934.888534918,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14981609.97849082,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,15016021.752196208,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,15031776.296160795,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,15047230.392381703,0.09090909090909091
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,15109073.413572684,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,15110143.440720204,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,15124202.706626847,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,15148075.229553113,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,15159901.56474534,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,15176305.118606722,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,15192723.829041157,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,15212530.122394478,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,15219261.942263369,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,15245443.898301372,0.09090909090909091
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,15260577.79418543,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,15262351.041129287,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,15269090.127725555,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,15287175.061892185,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,15294819.281876499,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,15319784.167143617,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,15322355.918191064,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,15322928.68365146,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,15367961.612058036,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,15373381.269604137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15382271.09350437,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,15411041.592692185,0.09090909090909091
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,15423964.335738162,0.18181818181818182
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,15434785.85203298,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,15466183.05694735,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,15470269.97518711,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,15484604.20535857,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,15492142.63336404,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,15505590.062546812,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,15520512.407831883,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,15525511.360484425,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,15535660.003732316,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15563258.47766136,0.0
