又谁知焦克明他私自后跟,11,又谁知焦克明他私（呀）自后跟（呐），
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,20984682.43565117,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,21024499.924295492,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,21024586.220577933,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,21040263.65460424,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,21046753.79396801,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,21089126.090172194,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,21098057.71303006,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,21102009.519491564,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,21124524.00196894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,21126325.197643682,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,21137924.63441842,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,21233820.784549102,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,21235473.186283182,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,21267270.471741203,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,21299408.666379426,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,21303574.552535366,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,21306643.128131624,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,21381015.212513465,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,21381277.549093693,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,21413325.083478883,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,21427127.89760433,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,21438650.227066,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,21443556.035288807,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,21450474.31138223,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,21497503.45576952,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,21508064.418891232,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,21579516.162260164,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,21586969.61810776,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,21601631.47144292,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,21619398.31455789,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,21627139.690025236,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,21659468.893994015,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,21680336.549101543,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,21690490.68542162,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,21718944.61002535,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,21747920.68679611,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,21751450.47237487,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,21838674.976093844,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,21859660.82191317,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,21861676.989414614,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,21863933.58441635,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,21863933.58441635,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,21895370.403224904,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,21906928.277999073,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,21933518.49170136,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,21954961.60295837,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,22000822.985196885,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,22011847.151631195,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,22015117.894614603,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,22076847.613387473,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,22127299.15220955,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,22172722.894804195,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,22194633.92230951,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,22217303.654678635,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,22257737.025324482,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,22275751.06236028,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,22352025.735250503,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,22392734.20657141,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,22438384.68729532,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,22494299.755475014,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,22592793.527207367,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,22606143.15698284,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,22749882.45041688,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,22755266.836513355,0.18181818181818182
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,22765624.02816755,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,22824643.30382332,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,22836225.028008174,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,22847855.105136476,0.09090909090909091
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,22920264.64817986,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,22927622.411071,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,23037621.01191311,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,23047325.810266063,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,23075710.96253214,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,23086253.37394492,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,23113022.719266567,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,23156707.42690513,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,23177799.88165831,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,23191305.646215737,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,23200556.93635767,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,23211399.919411357,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,23304748.453604363,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,23314990.21462953,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,23318979.905721284,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,23373377.90562119,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,23404836.19826178,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,23507786.015868995,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,23520608.699218865,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,23547617.332069516,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,23547797.1112212,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,23593712.13852774,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,23679691.84560495,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,23755756.362226594,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,23898488.01394175,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,23925365.19661966,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,24109433.722559623,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,24253905.810141705,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,24317772.209334068,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,24381089.786911123,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,24486417.000901595,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,24517542.496884335,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,24619203.426894046,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,24681063.677303143,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,24840830.500447184,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,24891319.336432837,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,25216753.391782552,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,25260133.2229746,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,25362855.18762671,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,25390922.11552251,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,25433211.82263677,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,25468812.845146026,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,25594114.25652711,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,25653814.99488347,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,25756112.452568572,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,25881268.00253541,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26009488.014450375,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,26115460.682810254,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,26121461.32460892,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,26180311.593328975,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,26230873.81946917,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,26274374.319630474,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,26331892.66348147,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,26483671.15221139,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,26627814.24641851,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,26852523.02189864,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,27007281.985110275,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,27023903.895052362,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,27262430.359977916,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,27284163.994222306,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,27712464.857209943,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,27952828.60543218,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,28081520.19961435,0.18181818181818182
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,28406740.84002053,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,28486743.266645107,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,28815781.09414355,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,29274044.748252243,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,29928227.061765835,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,30820181.2990037,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,30874343.45130617,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,30999404.99216431,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,31338297.5389295,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,32489489.607925545,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,32915070.25204092,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,34132054.60334366,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,35044528.08927155,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,35756981.32811682,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,36251282.588259585,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,38078685.50991048,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,40297405.886123,0.0
