谁知昭关有阻拦,0,谁知昭关有阻拦。
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,12734277.611499555,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,12758633.021125311,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12787099.65812466,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,12792996.760552475,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,12829474.253935983,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,12831802.484284945,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,12834760.154692654,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,12836451.496369692,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12840601.490014832,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12840601.490014832,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,12841891.481562242,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,12881624.237902617,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,12887391.532573156,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12895015.61217437,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,12918167.112414,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,12950076.405974422,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,12980040.754174145,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,13017935.961415382,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,13023038.539973365,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,13037233.92044729,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,13040230.160900969,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,13082785.213165337,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13090855.876214562,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,13093737.915357165,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,13099373.93496705,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,13128518.452029057,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,13151824.190527976,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,13177580.563071195,0.2857142857142857
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,13185684.162700696,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13189022.750105519,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,13210928.315858733,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,13214344.940218829,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,13214344.940218829,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,13218186.404892484,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,13218633.139161637,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13224127.374235356,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,13292846.400007214,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,13297522.584028048,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,13301346.835451838,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,13319143.944371713,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,13322029.608901007,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13391390.737955533,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,13408727.806376727,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,13425331.225011615,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,13443885.086140314,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,13446801.927691678,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,13446835.506290704,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,13450384.727534516,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,13473373.236865018,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,13489530.132220276,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13492580.856125494,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,13509337.818302387,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,13528845.763008619,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,13533505.524175849,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,13598028.604532458,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,13617619.957098018,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13629467.683755556,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,13641152.693992805,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,13657630.993667224,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,13658373.065884149,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,13710992.538531756,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,13734768.663935406,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,13736450.922679102,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,13760289.337676706,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,13762283.334584152,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,13764571.017830618,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13771671.008063164,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,13833722.6528772,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,13859024.509087324,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,13879145.910033485,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,13907723.313766135,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,13925714.62842783,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13959795.667526428,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,14018064.458151672,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,14052461.141016157,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,14071045.112124262,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,14120922.220373431,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14146446.222238349,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,14148173.788859148,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,14160795.330652818,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,14174087.904732173,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,14220334.586257307,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,14233834.528566647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,14267283.014846731,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,14296154.98714701,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,14302832.025679179,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,14303927.902620785,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,14314411.439940672,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,14322948.753059955,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,14343656.533388572,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,14361859.300773498,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,14386886.244065478,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,14389262.30683631,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,14420537.521591991,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,14432267.445010478,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14463798.606764594,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,14464643.050785758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,14472898.422294937,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,14472898.422294937,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14479075.209567858,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,14491522.776122458,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,14498022.687783502,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,14498546.83310391,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,14503453.347260507,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,14529771.601075971,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,14537919.811026718,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14546790.546628274,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,14551201.69125662,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,14557314.149773574,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,14561982.296509942,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,14680813.228160812,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14682363.500467032,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,14703371.507708972,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,14714886.380636344,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,14734780.819400143,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,14787455.594110405,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,14788790.70244547,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,14791459.051151356,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,14796672.170051094,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14827467.533282265,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,14843260.029675834,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14880502.764691098,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,14887014.457642354,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14902049.973623823,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,14953581.194664357,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,14965582.701428339,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,14972923.719630944,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,15001329.463877976,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15021476.222974213,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,15060976.917280497,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15085558.528092118,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,15089047.924000721,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,15092249.49564996,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,15099090.62943966,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,15108734.258774448,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,15130651.7347599,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,15164981.768516077,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15165250.628117573,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,15165435.544216229,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,15173406.496044802,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,15209269.692664184,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,15209627.341999663,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,15232448.77767079,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,15277354.595171519,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,15279409.307370948,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,15281313.429005817,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,15290170.890396778,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,15298779.171335455,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,15361821.598623678,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15374600.556439372,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,15387452.972556515,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,15394552.454610664,0.2857142857142857
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,15413730.939984018,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,15428126.231753467,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,15431621.369522719,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,15473557.94331443,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,15593180.45931353,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,15593931.590714574,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,15640447.047736136,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,15662965.540153783,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15664390.628684442,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,15668843.21768684,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,15679073.922719069,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,15685086.030037817,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,15691485.907931484,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,15748410.70225479,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,15751387.631133273,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15834158.162737336,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,15834475.313308774,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,15853875.859174553,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,15869521.5563327,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,15870462.666057218,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,15945803.466979848,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,15968532.017544838,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,15969224.650174983,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,16016931.655188616,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,16125559.912890084,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,16138551.978134597,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,16232258.647415772,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16234651.605128624,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,16298257.58551608,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,16298750.732863843,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,16308932.602878893,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,16312299.98723542,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,16360709.299750302,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,16378591.703435525,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,16394618.018085262,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,16396385.455572778,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,16458553.05283499,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,16484682.653742181,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,16502546.318633476,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,16517480.220358701,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16582900.886060001,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,16661724.957890283,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,16705133.669158828,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,16717304.326513212,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,16748718.626407677,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,16826339.900131285,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,16844384.997396987,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,16867320.75974952,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,16926244.943896774,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,16948730.04517204,0.14285714285714285
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,16968957.605299983,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,16980807.54106689,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,17048458.192648754,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,17048533.524258226,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,17072714.705644265,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,17106407.572742064,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,17115990.69740887,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,17132288.454121448,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,17140842.944329906,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,17154183.676701933,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,17254434.249152586,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,17278456.090699714,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,17297590.602517843,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,17321649.396067813,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,17351872.944049016,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,17353083.799540546,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,17461713.740487333,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,17464822.225219086,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,17481037.365052238,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,17507387.69681015,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,17551125.06758585,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,17588557.483737692,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,17692937.710678805,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17703766.747612093,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,17718745.997868843,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17794717.113222588,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,17801771.856145106,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,17823589.82814559,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,17845955.74098644,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17878848.931313645,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,17957490.641726453,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,17968867.78248384,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,18025869.311175827,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,18090847.676743712,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,18110532.222904377,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,18123993.954868086,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,18124421.90120417,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,18124421.90120417,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,18211003.943288248,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,18272528.511854056,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,18283616.845435057,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,18323360.235193808,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,18392378.7996518,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,18439096.909044575,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,18459297.262824338,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,18475320.32785585,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,18517856.472184166,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,18524291.435346216,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,18547960.43957632,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,18555141.11009513,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,18597475.456156675,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,18598600.024358746,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,18599763.495681807,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,18694529.623929933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,18700839.52032994,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,18700839.52032994,0.0
