我好比波浪中失舵的舟船,0,我好（哇）比波浪中失舵的舟船（哪）。
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,8702681.837250883,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,8705165.307385424,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,8706126.895073995,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8706378.380728982,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8713999.311278177,0.18181818181818182
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,8717941.528411262,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,8727797.773064993,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8732279.607639382,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8754357.738833105,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8772128.135742178,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,8776211.200775228,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,8796234.076636849,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8798485.584022397,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,8816753.095371442,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,8839336.118850319,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,8846576.030456834,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,8848558.1299874,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,8859216.189318392,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8866158.434400335,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,8872968.980051728,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,8881725.045137102,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,8889903.063782202,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,8895818.535510547,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8901023.4580646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,8912006.868923198,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8917370.783595903,0.18181818181818182
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,8921378.777392698,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,8923086.978917768,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,8923089.920207381,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,8940261.980694229,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,8993169.48792585,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,9003747.665630674,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,9006492.796189895,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9018584.431330094,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,9020053.17633042,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,9030819.079426343,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9036966.923045382,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,9038764.412889753,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,9049796.498274192,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,9060033.739006635,0.09090909090909091
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,9061978.55123244,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9067559.378358202,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9073526.629574163,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,9078350.64154367,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9085245.572314478,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9089117.57862692,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9094444.349123538,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,9096041.154012486,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9101845.284803808,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9104697.891981145,0.09090909090909091
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,9147796.151642598,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,9154026.088104898,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9155789.203920782,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,9160721.671906698,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9193040.42113005,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,9195750.199770521,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,9208983.955737216,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,9221968.851320058,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,9225913.476957934,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9234445.824542245,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9249021.594959795,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9250086.677826852,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,9254234.050581397,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9256199.50541994,0.18181818181818182
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,9257400.809520816,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,9281731.94855441,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,9304907.006248971,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,9308742.727595871,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,9308742.727595871,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,9333067.47514768,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,9338067.70339226,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9347467.550459307,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,9366771.69166289,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,9381876.815199442,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,9382915.316744387,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9402121.41792541,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9402121.41792541,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,9407139.326126844,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,9407615.556357885,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,9408804.489638604,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,9412854.854038864,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,9415145.441281002,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9427677.003177846,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,9433480.177069908,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,9492574.221257105,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9494809.009571487,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9503374.590349693,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9508043.786953341,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,9517327.97431259,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9517344.37442715,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9520397.158501592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,9526090.345781645,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,9532908.182213172,0.09090909090909091
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9547972.885829035,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9566741.554192955,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9568235.77712547,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9576998.839594722,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,9585346.944081677,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,9594417.260495558,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9596851.12214529,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,9605385.131967762,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,9612723.695200358,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,9614256.61973391,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,9614293.733112833,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,9628587.187521324,0.2727272727272727
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9656401.544875702,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,9663512.272267353,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,9669014.465222588,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,9696316.866170103,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,9721090.978338618,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,9729851.191963958,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,9745539.015748821,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9759685.808812011,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9765950.228557441,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,9774517.57212984,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,9811786.411384298,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,9813723.05465202,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,9818756.786022339,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9824729.023998717,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,9825813.512770029,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9893010.020871231,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,9910761.306882245,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,9914065.884032076,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9934932.245484136,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,9944682.624386525,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,9948628.901813308,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,9951284.553486817,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,9954623.22612459,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,9963273.587036729,0.18181818181818182
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,9968488.140692532,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,9981656.932231551,0.2727272727272727
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,9983224.459728029,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,9983629.395309133,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9989386.655060716,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,9989920.94078866,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,9990764.51816202,0.09090909090909091
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,10004257.101168998,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10005981.109547023,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,10026583.490386903,0.2727272727272727
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,10059868.062177178,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,10084997.561752211,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,10084997.561752211,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,10087082.906344082,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10089980.392667424,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10124239.367928285,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10130891.307695104,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,10136705.204025684,0.2727272727272727
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10148881.395604812,0.18181818181818182
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,10151731.578582788,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,10164828.372883886,0.09090909090909091
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,10165492.288416805,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,10228636.266803714,0.18181818181818182
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,10237879.750361888,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,10237879.750361888,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,10241465.729996111,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,10242743.190930419,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,10248630.566775637,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10257794.543493833,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10280952.913739946,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,10287286.907837078,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10288151.53232386,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,10298929.475660529,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,10304973.46761942,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10306477.451946981,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,10320523.72977618,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,10327127.84134094,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,10339793.944447704,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10375863.935876435,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,10376740.512915036,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,10380391.147466326,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10420105.512894765,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,10434006.654974006,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,10450790.683062185,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,10458803.324589778,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,10480443.999402935,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10482402.1570299,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,10485107.268769907,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10504132.998381525,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,10511038.337603265,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10525859.331232147,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10532188.004147884,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,10537547.69458428,0.2727272727272727
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10568418.338816658,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,10586706.388479186,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,10592810.364523675,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10626002.292811064,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,10648277.085489782,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10663790.479975866,0.18181818181818182
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,10672233.31222792,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,10675766.37560516,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10691729.970537217,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,10708027.599001313,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,10709950.86744309,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10716492.864410479,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,10728162.02633763,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10738631.962670706,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,10744209.960979342,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,10767406.5631491,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,10776274.422719534,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,10778593.212589443,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,10782728.335699832,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10792919.667913599,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,10795203.464687018,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10797244.47795929,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,10805758.811199049,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,10817075.680504905,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10821430.122195186,0.18181818181818182
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,10832944.423207276,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,10835564.070130242,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,10872376.341477562,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,10878064.098722296,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,10878661.400906593,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10880032.66583269,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10883772.08482279,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10914513.283629965,0.09090909090909091
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10945354.283920197,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,10946861.39283772,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10949110.705723448,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10964259.173858844,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,10980366.662066052,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10985764.917604024,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10992648.496458942,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,11011786.480577216,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,11021898.174490688,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11025774.14164043,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11032939.57198435,0.18181818181818182
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,11038722.278141188,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,11072512.834411185,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,11106122.09590357,0.09090909090909091
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11109410.66326474,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,11155071.528688263,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,11161932.011237565,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11171970.977368843,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,11261254.153045848,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,11262983.428085981,0.2727272727272727
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11278467.75801796,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11284115.563837329,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,11288195.404639704,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,11305212.213445833,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11308652.948830659,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,11330701.390715903,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,11341492.91839678,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,11346704.765374571,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,11348111.653625885,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,11358890.974339547,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,11367639.805170652,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,11384310.924396157,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,11384310.924396157,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,11402011.546947027,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,11431200.512936605,0.18181818181818182
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,11433317.99000288,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,11444514.431663062,0.09090909090909091
