我好比波浪中失舵的舟船,0,我好（哇）比波浪中失舵的舟船（哪）。
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,6910639.53936544,0.18181818181818182
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6911391.473020596,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,6917493.989337805,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,6920515.579347091,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,6936418.600226356,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,6940703.501935722,0.09090909090909091
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,6943570.288119898,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,6949217.8126067845,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,6951662.337558103,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,6954310.1604710575,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,6957389.385174959,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,6963491.602916348,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,6966067.228226898,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,6968540.332534807,0.09090909090909091
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,6974024.913865264,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,6984994.054495919,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,6985638.162853582,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,6990790.823335882,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7008046.34824326,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7008715.467202545,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,7010098.082264047,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,7010545.8584330045,0.18181818181818182
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,7011382.824237009,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,7012434.412763453,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7015469.090911415,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,7015969.886059806,0.09090909090909091
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7018191.96490864,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,7020356.626335436,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7031248.599413448,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,7032730.7176461825,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7039094.024934446,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,7064030.659945592,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,7069701.772357791,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,7071035.502091296,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,7071641.593436301,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7077829.549315256,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,7080437.092555837,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7083846.244797286,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7084027.975489759,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,7088992.1619786965,0.18181818181818182
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,7089871.53111639,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,7107430.831740926,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,7110697.714806865,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,7125518.914881458,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,7125925.4012934,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,7154325.407178816,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,7156299.069103315,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,7157253.342915422,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7173139.642368157,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,7178943.894085722,0.18181818181818182
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,7198293.483942543,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,7202749.455406155,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,7205573.45707495,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,7219581.210123988,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,7220491.1546743205,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,7223582.238254453,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,7233144.835765019,0.18181818181818182
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7252922.267829056,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,7262982.412570809,0.18181818181818182
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,7265952.1211565025,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,7266678.771006751,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,7272970.1468959,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,7278885.84512522,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7284654.216837126,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,7300651.88366133,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,7306696.761507702,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,7322125.798097053,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,7327246.479531342,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7357822.786278486,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,7358747.880279796,0.18181818181818182
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,7367827.505513631,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,7378192.384991395,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7382065.376149392,0.18181818181818182
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,7382144.114749313,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,7384141.409719971,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,7394189.035953435,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,7397526.921265287,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,7403361.477028058,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7411274.825225079,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,7424424.669142779,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,7431855.928865414,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7450994.181137853,0.09090909090909091
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,7451130.911591012,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7452925.732193087,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,7465119.111777477,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,7466144.164090601,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,7474126.691590932,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7476984.638488546,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,7484418.94873783,0.18181818181818182
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,7486760.228394593,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7487611.230516968,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7489180.672141071,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,7490738.5678177625,0.09090909090909091
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,7495973.467352317,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,7498307.809001573,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,7498468.089692104,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,7502192.158723033,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,7505144.645696222,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,7511137.396389427,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,7512248.010244744,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,7512248.010244744,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,7530436.123667807,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,7530436.123667807,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,7531249.5345147075,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,7531723.180686107,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,7545469.816266076,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,7545992.602439874,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,7546332.833900104,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,7550427.361398228,0.2727272727272727
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7550777.679771691,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,7552577.645094355,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,7554035.004322475,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,7554416.950749352,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7557956.874895778,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,7559354.154250553,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,7565277.928219788,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,7565290.89072426,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,7569624.307947976,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,7577355.551814245,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,7587484.832480569,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,7589320.9230223615,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,7590875.326981529,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,7601138.483667691,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7611833.269324803,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7612574.221859568,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,7612924.404120727,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,7613891.227878482,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,7627081.0775754005,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,7629833.1896943785,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,7632291.096882034,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,7651230.8368120445,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7655707.610219396,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,7656124.941142206,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,7658523.228181705,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,7664787.975795791,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,7665152.863646304,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,7666263.12315897,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,7684892.997464065,0.2727272727272727
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,7701602.921188533,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,7706266.540560385,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,7709764.355928518,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,7711793.166358203,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7715441.133642832,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,7734063.388798881,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,7741076.682440581,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7744880.308865564,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,7752242.000724008,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,7755215.908812031,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,7756225.554186037,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,7758960.216455026,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,7763343.439391272,0.09090909090909091
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,7778637.192900486,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,7785800.6216377765,0.09090909090909091
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,7795826.073680699,0.09090909090909091
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,7798024.1987766875,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7813731.313838996,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,7817704.051052447,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,7820239.138579874,0.18181818181818182
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,7837497.859546927,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,7848506.209687705,0.09090909090909091
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7856227.270800432,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,7870142.453791229,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7877250.704528808,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,7883762.45183337,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,7902404.053453387,0.18181818181818182
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,7904779.193351476,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,7905716.731602623,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,7916893.539453542,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7918613.630057072,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7919635.300248909,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,7929507.177333661,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,7962948.3019985175,0.18181818181818182
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,7974495.40672937,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,7978428.529906675,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,7982195.687107635,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,7983599.100052841,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,7984764.217168326,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,8015525.392610387,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,8015809.633117735,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,8017305.665117706,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8020304.945305303,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8025331.974805741,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8036026.918780807,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,8052862.751477508,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,8054032.863421087,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,8057556.778661273,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8071613.884325932,0.18181818181818182
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8085697.516753008,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8092923.556991078,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,8099200.211780184,0.09090909090909091
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,8104926.977184128,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,8110578.016172265,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,8112704.239646602,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,8114506.548256076,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8130769.038261487,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,8146269.016092157,0.18181818181818182
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,8150510.970334642,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,8160463.256443131,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,8173815.475092424,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,8179286.6014199285,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,8193235.588722903,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,8196694.990410029,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8201959.982784913,0.09090909090909091
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8206603.036671346,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,8215022.826706969,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,8223484.4235961465,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,8230545.279012505,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,8246299.162843501,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,8249277.741197303,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,8263787.4425567575,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8264507.631023398,0.18181818181818182
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,8268499.600473314,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,8281243.3750379905,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,8285338.895486205,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8293134.680364564,0.09090909090909091
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8306891.391380215,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,8321087.233578344,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8322687.600265822,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8371856.27001073,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,8381246.532538902,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,8420625.456952296,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,8434977.265955085,0.09090909090909091
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8441218.950611942,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8444249.021317499,0.18181818181818182
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,8448346.986532053,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,8484916.07362659,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,8485036.064570148,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,8490640.035055164,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8493963.547508702,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,8514113.58882329,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,8517058.712999886,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8532121.845594812,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,8533616.41675686,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,8549261.545596888,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,8550018.69898961,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,8554527.063062008,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,8556367.163156826,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,8559001.845435068,0.09090909090909091
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8563671.769573424,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8577302.732827248,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,8583179.763690483,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8584716.136587882,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8597417.64590894,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,8597753.93114108,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,8598452.611098832,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,8601290.806014972,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8612872.215840075,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8639428.830322597,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,8644939.455887351,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8645841.552069856,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8649419.703847155,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,8668440.44308161,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8689392.579836778,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8690909.380774887,0.0
