舍不得老娘白了头,0,舍不得老娘（呃）白了头。
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8109052.434790281,0.125
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8114246.205228051,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,8122178.316038867,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,8170391.681007819,0.125
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8175147.702951792,0.125
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,8198602.052781088,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,8205243.474770783,0.125
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,8210594.217258045,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,8215951.434805832,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,8216351.906531783,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8219157.900258659,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8237398.360069098,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8262212.015614167,0.125
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8265307.558021208,0.125
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,8278093.112238237,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,8310862.224960609,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,8325431.54450791,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,8353611.778862209,0.125
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8355033.796748688,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,8367487.221551515,0.125
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,8381250.356627953,0.125
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8389592.382153638,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,8389919.376458338,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8390285.123957913,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,8393185.912996003,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,8402073.505796688,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,8418551.95271347,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8430618.934142401,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,8449328.337424118,0.125
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8472227.48235835,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,8473129.670418337,0.125
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8474466.775773704,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,8508182.547178406,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,8509037.218456384,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,8514199.561576286,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8515358.305399662,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,8535611.23660321,0.125
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,8546881.199076235,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8570911.512095176,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8589613.249619614,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,8617153.754281497,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,8662126.917578528,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,8667776.652372787,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,8667776.652372787,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8739952.598809186,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,8740745.49559289,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,8751313.26066128,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,8761480.05947786,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8781705.200755993,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,8794797.65691791,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8795789.09019639,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8806522.699067239,0.125
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,8809738.535922434,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8813623.04646061,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8813737.126252586,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,8817105.414872054,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8824276.801635073,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,8840020.097363332,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8847422.947072139,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8891504.842109254,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8905434.785470286,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8922963.519953843,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,8933387.935293779,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,8938009.899202833,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,8942641.682134362,0.125
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8961765.175959239,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8971999.768273316,0.125
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,8976380.56221117,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,8986622.490811208,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9015620.233933836,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,9048309.110383775,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9069373.07530554,0.125
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,9073771.41889194,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,9112440.203908123,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,9119510.980786737,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,9119510.980786737,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,9126235.781302206,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9129509.194597825,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,9185311.092696123,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,9190066.774840705,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9191811.662816672,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,9297351.11639339,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,9300429.740005447,0.125
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,9303646.05002529,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,9305128.614418603,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,9318124.149383921,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,9325428.41512263,0.125
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9332072.927735008,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,9369644.608509691,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,9378908.945569634,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,9386283.724285992,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9406604.401368054,0.125
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,9415904.045223866,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,9422977.308923112,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,9423725.452418394,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,9432871.67009902,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,9434423.74268057,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,9438616.74829677,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9440246.075299576,0.125
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,9447266.314842217,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9448439.222237846,0.125
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,9471103.301788982,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,9478573.437418735,0.125
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9478913.427902067,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9511185.643311018,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9520682.178832548,0.125
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,9533335.201008335,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9553985.176284812,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9559089.718199536,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9570750.150909258,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9573710.912152302,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9582052.86219568,0.125
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9609525.04173213,0.125
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9625279.10074924,0.125
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,9626701.269036217,0.125
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,9630557.547818057,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9630839.448317293,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,9633761.017902443,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,9635054.823094018,0.25
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9684354.855208186,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,9718682.924978733,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,9746883.602846093,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,9776972.730622586,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,9780558.72565075,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,9781946.375823254,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,9790259.005207665,0.25
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,9829707.38677343,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,9855734.970791861,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,9860917.077483566,0.125
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,9880871.855311792,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9882221.024632178,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,9884873.974318815,0.125
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,9889149.45240003,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9923576.379923405,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9925820.513353182,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,9954090.576120364,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,9958983.13390306,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9968594.275397701,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9975025.705247179,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9988672.362184385,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9988672.362184385,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,9991150.328581348,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,10007983.321197513,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,10027707.067169849,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,10027707.067169849,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,10030075.832487687,0.125
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,10034645.748883108,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,10047884.562818876,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,10056909.81499098,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,10063626.056700293,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,10064192.505046742,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,10084152.025114289,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10094419.547667364,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,10109582.857726982,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,10112445.90930575,0.125
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,10116751.4549621,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10119495.633810082,0.125
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,10131251.270044258,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10140151.534891509,0.125
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10143141.082948973,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,10146580.402016152,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,10147793.02553981,0.125
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10166435.0611297,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,10171289.902273176,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10184179.695378967,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10190803.410008026,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,10200484.418653972,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,10226484.353340836,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,10264488.71411015,0.125
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10294223.374555862,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,10336597.828281114,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,10350513.96744534,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10354631.757275894,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,10389418.15454646,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10392710.320940956,0.125
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10416827.919713309,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10420354.884490462,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,10423447.164030133,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,10425303.493152617,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10427669.508836998,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,10444980.088679096,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10451937.204586804,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,10454786.965072487,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10479866.210293395,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,10503354.142814018,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10507762.128587857,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10513450.935148394,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10529590.449909288,0.125
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,10541677.193534957,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,10550669.216032708,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,10552990.558100479,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10580927.883789584,0.125
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,10595421.389045354,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10595591.613471795,0.125
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,10600228.95490483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,10619837.467797326,0.125
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10645995.9203744,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10646187.488048572,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10658046.170543926,0.125
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,10664040.439100925,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,10686139.185443003,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,10698659.28169183,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10699974.197436824,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,10729089.652748918,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,10733049.555403527,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,10746989.46728794,0.125
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,10757645.490834024,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,10765592.854539284,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10784698.827559026,0.125
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10793290.990023723,0.125
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,10800708.697327489,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,10807759.037547082,0.125
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10848577.455928184,0.125
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10852238.938792624,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10913261.748822162,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,10915269.592475861,0.125
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10917699.59427221,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10922687.030964427,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10926064.925735103,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,10927869.790013848,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,10963739.36682079,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,10965162.444782883,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,10975475.479979161,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10990422.79898503,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,10992527.733008392,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,10999638.112441113,0.125
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,11011442.706982095,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,11011473.867949894,0.125
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,11020447.96916343,0.125
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,11021802.070274517,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,11026789.702439107,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11037573.101873616,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,11043833.457048902,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,11043881.871457411,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,11055291.56814995,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11059419.291837722,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,11095015.66684905,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11099070.392399441,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11118681.519838016,0.25
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,11129136.818777887,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,11152625.866684796,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,11177678.897861928,0.125
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,11190811.738637324,0.125
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,11192475.334394604,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,11208551.059384808,0.25
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,11212206.188729625,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,11216669.10515963,0.125
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11219533.531644965,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11219533.531644965,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,11249971.657755172,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,11250333.950858774,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,11251255.070737416,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,11274805.895532364,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,11277183.938178137,0.125
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11281288.786481692,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11295951.681305999,0.125
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11329401.679761425,0.125
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11330732.331732577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,11355756.263860887,0.25
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11364975.606022181,0.125
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11427606.73524327,0.125
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,11441992.005614707,0.125
