舍不得老娘白了头,0,舍不得老娘（呃）白了头。
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,11460286.871528964,0.125
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,11467547.658842266,0.125
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11490666.720371667,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11490666.720371667,0.125
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,11498698.232969237,0.125
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11502239.095718617,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,11514145.09776754,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11549576.306161273,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11558824.12387766,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,11568385.017287489,0.25
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11575969.851077244,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11575969.851077244,0.125
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,11608907.646840023,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11621531.813741984,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11640086.50043667,0.125
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,11652693.887720648,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,11659793.684909794,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11666660.005183367,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,11678632.04566878,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,11681808.78896713,0.125
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11707917.096476404,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11729858.374193333,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11755608.896428699,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11756861.76237289,0.375
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,11770625.223335048,0.125
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11782842.259832487,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,11806877.407322662,0.125
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11830862.103857726,0.125
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,11831020.594481584,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,11838399.863820998,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,11846403.372103391,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,11878341.112765513,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,11909254.94005946,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,11912108.106786286,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11916207.543439848,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,11931774.382415127,0.125
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11944454.49199537,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11968514.529275544,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11991216.040543646,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,11999119.078775045,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,11999720.867113447,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,12003466.722117234,0.125
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12007756.224239474,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12018163.95896149,0.125
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12019061.54244045,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,12023140.693617793,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12043029.305308921,0.125
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12048272.050095763,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,12079804.702846553,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,12083507.372974938,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,12102375.414431334,0.375
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,12145054.30639037,0.125
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12152297.1352632,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,12169214.282714328,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,12192726.723485105,0.125
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12206171.08419467,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12214340.233085483,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,12233319.306771146,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12250680.186618878,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12286956.403417736,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,12287670.589703212,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12295673.036578797,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,12295808.148108514,0.125
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12306504.755560368,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,12340200.239459163,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,12358724.75974025,0.125
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12359628.07605554,0.25
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,12394099.614538928,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,12402937.29954438,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12411655.675028525,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,12434948.696385002,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12507829.130421316,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12510286.014082499,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,12525229.030333582,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,12540594.704073057,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12548205.857191317,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12550353.076268414,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,12559320.00243103,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,12598862.236344831,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12632515.6578293,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,12634254.37998831,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,12634991.44179929,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,12637996.376423454,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,12652068.624693504,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12654551.387845494,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,12671289.74032094,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,12688400.378669214,0.125
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,12715302.409240905,0.125
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,12717516.997539839,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12740894.785119472,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12758095.344145536,0.125
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,12789402.795840332,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,12794927.667849481,0.125
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,12798743.50223549,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,12799001.290951082,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,12802041.270599525,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,12839732.424225338,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,12845896.876043517,0.125
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,12856599.378890775,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12865409.442295296,0.25
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,12886262.536199009,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,12925897.62348689,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,12930824.00061545,0.125
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12948319.599803235,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,12965182.21611594,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12993111.93398459,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,13003493.152961953,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,13032016.241480622,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,13055141.98381571,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13092935.219990343,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,13098485.012101235,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,13120641.006084623,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,13137841.463183336,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13138355.39266136,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,13150555.22932201,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,13159922.810022404,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,13170256.96576114,0.25
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13181781.560940392,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13190854.192559235,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13214404.765876133,0.25
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,13234587.251247406,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13234899.824053755,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13237605.392707527,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,13244867.37710391,0.125
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,13258876.522740107,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,13292791.491268812,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,13334274.264055433,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,13337437.685128206,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13347194.848239621,0.125
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13359389.937528713,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,13361072.311015507,0.125
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13376244.210782902,0.375
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,13406253.42910334,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,13420723.524976077,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,13427565.889391962,0.125
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13427893.798062839,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13464260.331716115,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,13469693.783319646,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,13487918.369251413,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13496419.559368782,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13502716.413450064,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13524389.724557927,0.125
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13526650.979500676,0.125
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,13574040.974932872,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,13586371.34213125,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,13589549.32888605,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13648858.86196981,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13668892.930984199,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,13671823.049018187,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,13682966.220216865,0.125
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13720905.168424679,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,13725793.481479023,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,13787995.840758933,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,13812053.304608406,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,13814156.298583193,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,13883986.865341824,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,13895262.353235403,0.25
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,13897153.330345176,0.125
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,13915217.814574484,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13927456.515892794,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13933004.213274343,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13937712.85093987,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,13997827.093668388,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,14014787.148956701,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14019506.194747934,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,14024085.71088612,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,14048000.230390036,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,14062612.999188673,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,14081543.328072581,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14090192.612707537,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14099195.26180976,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,14109695.150076421,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14129667.580058562,0.125
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14133135.467901982,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,14133536.990341311,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,14170215.104282344,0.125
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,14197394.315092787,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,14203197.187618887,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,14239248.270203713,0.125
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14274784.238495963,0.125
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14302536.51576694,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14306433.507587943,0.25
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,14315783.859208914,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14344354.63030752,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14344574.670325466,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,14400171.44408205,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14440853.006358184,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,14451188.180430388,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14513566.906197622,0.125
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,14524777.283964325,0.125
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,14528500.368784867,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,14606996.033601798,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14622017.969272096,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14656154.7795361,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,14657731.851593431,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,14679093.391509507,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,14704002.051817542,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,14717092.434939532,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14739530.89556312,0.375
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14755400.225697929,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,14779925.545585128,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14807975.952638729,0.125
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,14840751.955223134,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,14847092.051509297,0.125
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,14869528.646843264,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,14921317.17227323,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15019228.661961276,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,15047101.306249673,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,15098220.839440333,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,15113021.14849043,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,15119216.847247757,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,15146762.93869915,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,15149829.101980802,0.125
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15154440.852033408,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,15172307.348757934,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,15190424.847599624,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,15194230.21434227,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,15194622.701378547,0.125
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15199736.97208669,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,15221980.494102571,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15228836.635371074,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,15326630.840226678,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,15336347.41762126,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,15337069.706285024,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,15374913.332690265,0.125
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,15426082.459994953,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,15426082.459994953,0.125
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,15465838.670110863,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,15475854.124585945,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,15477862.786753075,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,15498183.535398167,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15513900.066942247,0.25
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,15514399.769891677,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,15575295.443023551,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15582721.787008176,0.25
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15622921.650928084,0.25
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,15665143.495029554,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,15745295.856049042,0.25
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,15773260.411015717,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,15784773.403912684,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,15801661.416550731,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15809154.036968453,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15855411.172972444,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,15883445.294249726,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,15884669.508937722,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15888400.357887138,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,15888797.658579132,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,15962555.5786652,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15963315.76209845,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15982671.01860504,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16035429.574109303,0.125
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,16041750.80397756,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,16066919.891489722,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,16099476.932904055,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,16143418.651105694,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16191345.851849753,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,16214526.254122257,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16217680.237086924,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,16229124.079658186,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,16242592.950719625,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,16263284.914193124,0.0
