幸遇那东皋公行方便,0,幸遇那东皋公行方便，
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,13022181.379838191,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,13030219.850431165,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,13040518.67237007,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,13046084.52456329,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13056828.69116898,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,13081840.742157781,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,13086542.764828771,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,13092985.517162211,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,13108064.6858653,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,13135443.156633837,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,13141108.238863533,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13151151.894421648,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,13152682.925401349,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,13160001.573933942,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,13185078.915691352,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,13208433.957883632,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,13221248.903841369,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,13247185.592596464,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,13250657.61366523,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,13253069.348114587,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,13268301.029622372,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,13272819.88245666,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,13274562.02254176,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,13277962.164131708,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13285142.023395713,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,13299946.377084972,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,13306911.349698648,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,13318278.5420458,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,13342564.081828583,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,13347227.215047944,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,13349064.20705923,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13367974.085601903,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,13403587.027083728,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13413601.503436994,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13421360.848989801,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,13435932.442428865,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,13443971.443587942,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13451456.561765011,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,13467559.257211799,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,13481381.497413263,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,13489263.70414348,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13509297.888680186,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13518010.067546539,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,13547047.279243028,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13554551.306728477,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,13563686.599180622,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,13565663.057475293,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,13569626.288012289,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,13571920.26037431,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,13637690.564332178,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,13643476.215400921,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,13644434.673499504,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13696789.41734422,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,13775994.678882236,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,13775994.678882236,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,13784064.675197467,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,13789050.477173237,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,13814382.502123646,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,13830928.963983063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,13878650.671949098,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13912182.367696254,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,13927648.031190533,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,13987397.9204105,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,14005744.104023652,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,14008345.205110593,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,14069281.827518716,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,14073246.890017094,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,14078993.651763476,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,14129712.391311485,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,14142542.83606391,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,14149146.651154226,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,14169561.116631834,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,14232799.540604472,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,14240827.623280631,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,14252302.700716004,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14254603.936718695,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,14264472.772686696,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14286627.118670931,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,14298908.691792032,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,14313750.642604273,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,14351833.575724268,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,14393501.94368159,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,14451898.758749869,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,14454157.980871305,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,14536305.74282431,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,14544691.830931952,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,14560053.755061459,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,14562083.121094517,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,14566243.212543983,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,14566243.212543983,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,14580879.376939917,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14592215.058901409,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,14594766.560172856,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,14605755.648677088,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,14617324.18380069,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,14670044.236200731,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,14673436.391607992,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,14684014.408922259,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14687470.620692495,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,14714312.017064454,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,14754400.360280646,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14773516.931094605,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,14780349.64029224,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14804707.040502705,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,14829465.150836974,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,14845357.820099154,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,14865029.446731947,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,14865607.097128097,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,14924546.745253138,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,14964553.618545888,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,14970352.300142942,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,14990024.489403319,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,14993566.355461368,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15014073.28086754,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,15032508.507817734,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,15037342.130452566,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,15073113.32339796,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,15095892.005722588,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15136246.417523025,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,15141891.743915219,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,15159457.310277306,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,15164632.623080004,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,15268903.52239923,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,15272021.065252818,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,15294160.057288116,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,15301269.180374013,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,15311585.892825283,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15321381.714413583,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,15334908.861792248,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,15377378.499766078,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,15385929.509030385,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,15396647.790267088,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15407907.924540397,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,15427615.865837842,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,15449165.310582615,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,15525604.31339353,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,15556731.257240647,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,15567432.0585684,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,15631630.10086174,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,15633781.873788835,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15651442.289595496,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,15662603.919493321,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,15673387.37125731,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,15677194.744223204,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15679082.402645938,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,15684107.93075954,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15704318.005621778,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,15708185.355479812,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,15720820.172380703,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,15750560.111053295,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15779314.447329236,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,15783266.584453708,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,15783266.584453708,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,15812336.794518191,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,15814579.652096158,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15829195.627136618,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,15832935.802286102,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,15835004.230271349,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,15842939.15413817,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,15849339.620369544,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,15872044.709870102,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15902864.264940426,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,15942652.36335991,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,15975751.944361737,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15993259.217488915,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,15999045.88520026,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,16023815.243866475,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,16024932.779262882,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16034517.998852842,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16034969.884459674,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,16061694.728945568,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,16061694.728945568,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,16086500.630663965,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,16087956.658396648,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,16110026.864281377,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,16121442.993564943,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,16134634.161159249,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,16141589.956313899,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,16141858.341404244,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,16164445.554676631,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,16172045.642478928,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,16181717.247144828,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,16231382.667530218,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,16248222.576122036,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,16279091.041726017,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,16281675.624945361,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,16284810.080667855,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,16299996.216202116,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,16320371.147776864,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16347053.383628288,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,16447018.157558598,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,16570308.359423064,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16576617.78015712,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,16615380.277797937,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,16619925.187118081,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,16639331.976839805,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,16651407.243556952,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,16684352.077292752,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,16731152.300117705,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,16736009.997337874,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,16755599.848017378,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,16809253.631218925,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,16878429.939030595,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,16881622.288135905,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,16927974.9234475,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,16955786.793535255,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,16963627.91657418,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,16984334.71338965,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,17009418.82724106,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,17023029.37345244,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17056039.53389682,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,17063449.57926693,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,17103739.229761355,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,17152849.6140125,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,17168115.965288255,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,17176919.306479003,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,17189785.734600216,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,17222738.46584054,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,17243541.65284854,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,17264040.749267682,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,17275142.648445167,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,17275647.823438395,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,17342231.792016663,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,17350792.17107703,0.1111111111111111
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,17358558.218020875,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,17492613.46185722,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,17550637.79431876,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,17554674.75119208,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,17601637.480292093,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,17610261.421920303,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,17678356.8254146,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17682386.027229425,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,17689489.232120026,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,17697813.872369017,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,17705540.29561834,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,17748390.318775088,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,17771858.058648955,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,17776641.59235166,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,17782600.084559772,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,17790427.087115213,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,17796938.67983949,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,17801401.87248042,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17806223.606017243,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,17812082.246249568,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,17817292.64486221,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17819790.99478993,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,17826868.44475619,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,17830020.63789955,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17863627.825658813,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17865661.60857027,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17866278.514067613,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,17922115.86675816,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,17942428.913059045,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,17954230.70644741,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,18002284.82802225,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,18029812.716797862,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,18062278.374990605,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,18140020.71601308,0.0
