我也曾平复了塞北西东 ,0,我也曾平服了塞北西东。
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9537867.499632591,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,9546206.15993136,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9547615.257941019,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,9559989.60779935,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9562800.49707826,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,9566746.867553266,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,9595691.489470346,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,9601218.53832924,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9604280.887918033,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9609700.071323585,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,9624715.746070102,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9648444.715647006,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,9657775.46040376,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9711307.378613498,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9712792.29668432,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,9723637.782090751,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,9737323.326737879,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9772283.186693791,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,9793758.490508681,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9797311.76404165,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,9797509.976098705,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,9797634.994255845,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,9802228.614393778,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,9804891.992823362,0.2727272727272727
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,9838598.033636417,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,9851037.33108893,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,9865319.533251902,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,9870483.157260533,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9875612.963681115,0.18181818181818182
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,9886288.444480935,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,9889073.927591136,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9905781.492984863,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9918674.619478315,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,9925860.803840136,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,9926807.931134377,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9928147.341362152,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,9937887.410372486,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9958197.97127917,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,9964789.877379144,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9968224.959392168,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,9968392.94687325,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,9987378.927881416,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,9991474.73984229,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,9997107.094596721,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10020831.367047234,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10020997.036018424,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10024896.312147839,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10028603.716698132,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,10032270.597801097,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10033578.350104336,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10036710.971443195,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10050061.916858345,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,10060281.528862203,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,10076065.181300301,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10084377.93271304,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10090345.719011012,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10094536.02825952,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10106484.535577117,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,10106769.462504359,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10107760.095044883,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,10109121.923237393,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10120444.55159888,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,10136517.693186726,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,10169648.613149604,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10186814.41694006,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10188639.129616171,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,10190892.203150518,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,10192762.127749251,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,10194786.942631254,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,10214477.986254666,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,10251613.458422454,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10252089.843852704,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10253343.36830773,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,10263159.631199459,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,10264927.168318627,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10275764.790212223,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,10290521.495640824,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,10319029.46820421,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10322657.15992875,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,10338941.6542462,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,10339592.210702192,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10352734.33752044,0.09090909090909091
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,10353206.703165788,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10354704.308149394,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10364706.492288701,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10366263.689317467,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,10373191.030261038,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,10388497.429412493,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,10390948.669142535,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10395030.36743313,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,10425166.904967036,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10429119.125256553,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10434988.154240904,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,10454078.596690014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10471124.923899675,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10476855.43328009,0.18181818181818182
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10478187.952723492,0.09090909090909091
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10497209.7596167,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,10501691.734684037,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,10502746.084121063,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,10513152.289666733,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,10524142.607314158,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,10527920.019186296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,10545499.207797017,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,10547267.625578875,0.18181818181818182
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10576172.756553346,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,10589685.718799151,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10590438.65563053,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10590438.65563053,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,10629075.275830608,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,10638263.760734279,0.18181818181818182
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10649263.747357216,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10661711.709332058,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10672582.305127956,0.09090909090909091
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10678482.380230028,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,10701431.027719405,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10701779.456333004,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,10706018.836668937,0.09090909090909091
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,10723082.59549558,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10729711.010808336,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10730870.11971711,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,10739002.233244004,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,10750794.32910901,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,10751675.55642032,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10753860.756218135,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,10800854.271917447,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,10808086.707208985,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,10810683.271073606,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,10815212.699385742,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10820574.433707284,0.09090909090909091
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10829699.506662365,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,10839127.947559986,0.09090909090909091
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,10840560.416846914,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,10843969.467169745,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,10847574.225340739,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,10854992.343715956,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10860916.102460757,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10894721.407783512,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10897703.090256032,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10898015.996039469,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10904718.605543416,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10925350.781929009,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,10930677.96249312,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10931269.819193058,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,10935440.032425731,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,10936848.273257878,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10951241.826687444,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,10970935.162785826,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10979282.821128111,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,10995998.677884096,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,10998921.885160143,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,11021741.766972769,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,11041265.842910955,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,11042850.810519377,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11075857.933086079,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,11078332.740056392,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,11093052.023703331,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,11103578.403828206,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11118008.529343212,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,11123176.380347446,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,11130538.572723597,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,11139859.582495956,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,11156212.81766375,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,11182201.101021372,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11207058.408601213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,11234543.498747919,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11257432.389635881,0.18181818181818182
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,11279145.177133815,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,11294476.05684119,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,11353323.1118989,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,11370273.725650553,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,11402111.981912209,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,11409158.136112671,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,11409287.503323697,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,11409616.73846567,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,11413019.203362651,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,11440562.021917608,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,11448755.487021003,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11454134.385795537,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11461396.845002383,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11466083.286043342,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11500964.11553147,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11509680.371347018,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,11525418.617176121,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,11537659.581048496,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11538904.74944083,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11555931.572271766,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,11561738.370724486,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11564381.179968892,0.18181818181818182
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,11565515.062624998,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11584714.065390687,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11591258.178642023,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,11610381.950499406,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11630347.063736843,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11637908.068415109,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,11643195.857460892,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11653343.821545292,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,11673536.520078028,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,11680456.160820145,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,11692440.166489642,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,11699486.367578644,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,11714108.22737001,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11722677.524926838,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,11737731.909969196,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,11747348.31969292,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11749886.92909388,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11753093.174106564,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11766141.989082402,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11776256.22865014,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,11802668.429959666,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,11804153.61509978,0.09090909090909091
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,11817770.600015182,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,11826964.750877034,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,11861301.412061097,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,11872921.465102946,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,11884947.51924407,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,11904309.393589024,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11919944.8182667,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,11932599.954822382,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,11932599.954822382,0.09090909090909091
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,11943643.873009361,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11958119.531704657,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11973647.931085328,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11975439.289443288,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,11978633.080758138,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,11991645.902157623,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,12024266.282364907,0.09090909090909091
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12036823.884201711,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,12040495.002547234,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,12058701.734310668,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,12073675.525079528,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12089795.033842267,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12089806.280236287,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12107232.3000418,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,12116076.442079116,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,12121711.413756292,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,12132562.15717544,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12177274.895930925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,12229615.484561069,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,12259126.177893706,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12270014.1705717,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12367976.632348498,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,12376291.440362766,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,12397382.763477819,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,12413980.246364107,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,12471841.338943256,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,12473812.29882488,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,12510021.865175446,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,12579909.126712812,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,12587233.158602398,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,12617976.522256525,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12645676.885058075,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12690277.802117648,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,12753778.552208502,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,12787435.090859301,0.0
