将身儿来至在大街口,0,将身儿来至在大街口，
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8954321.796174336,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,8969284.331936046,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,8996202.559510399,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8998817.132752886,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,9013359.69698267,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,9039090.691088466,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,9045536.14805858,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9049002.457487654,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,9067135.738108903,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,9084080.802597312,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,9107709.21019508,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,9115487.723251438,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,9129489.793940326,0.2222222222222222
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9129920.048491228,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9131935.621978078,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,9169753.635370264,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9172404.762018763,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9172763.220820481,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,9178934.67836443,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,9191214.870270247,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,9222098.78929959,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,9223515.665639022,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,9256630.989570357,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,9262207.310011396,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,9262687.795944994,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,9266495.42827893,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,9280744.039432893,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9291861.854366696,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,9316008.29108845,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,9318760.487579223,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,9331813.923793096,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9335152.064221676,0.6666666666666666
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,9341171.894769816,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,9361984.317852838,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,9361984.317852838,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,9379512.440828243,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,9408129.07639283,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,9417696.171464607,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9428298.833366081,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9449963.167293241,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9478538.750692999,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,9483134.457480742,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,9505701.16819632,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,9507651.366954215,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9510646.928735591,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,9536806.490032809,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,9562891.21463543,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,9595118.941569468,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,9597443.060193451,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,9651464.022082213,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9652324.353291262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,9696286.366729097,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,9696286.366729097,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9704335.815022545,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9704335.815022545,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,9708645.233497115,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,9710534.772963267,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,9729567.19222991,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9733052.847290613,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9758685.19405669,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,9777182.937171254,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,9777751.02505125,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,9781424.88848218,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,9804916.986792356,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9822807.204594208,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,9832133.393160004,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,9832133.393160004,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9852224.902541904,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,9876416.540189357,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,9881321.967466405,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,9915554.54155551,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9919459.993345806,0.1111111111111111
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9931383.24472345,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,9974088.884828841,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,9977555.00500496,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9981968.591833659,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,10020451.989142101,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10076044.96315157,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,10109726.169699667,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,10126469.250304842,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,10126753.935509209,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10130991.297699334,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,10132069.501978396,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10134703.864670666,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,10135102.595852515,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,10140153.55397376,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,10155618.493182292,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10167263.92667765,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10173766.312537676,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10176059.55500669,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,10201887.337933429,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,10202874.903743364,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,10246625.303228332,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10263357.592524575,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,10282622.67120309,0.3333333333333333
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10289461.5941376,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10295539.217852594,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,10350521.548572771,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10359044.429960484,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10395445.98250652,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,10403261.658651626,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,10406503.285719879,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,10413335.726028603,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,10428512.760679562,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10430670.549449714,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,10454060.379811943,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10455605.963474583,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,10457475.59622265,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10467003.397524277,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10477921.055534663,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,10490525.909866652,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10508130.776742958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,10520253.527116507,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10531450.420077464,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,10537973.563861243,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10551758.931659248,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,10561064.75900459,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,10571260.872061664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,10572109.175241914,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10573875.129916143,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,10582781.601191757,0.1111111111111111
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10637888.943382425,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,10660389.78982827,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,10670628.715090718,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10671496.643252058,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,10681282.485214194,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,10681928.418885224,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,10694210.784386465,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,10718849.34163316,0.1111111111111111
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,10726391.26063679,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,10739866.336032331,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,10743484.700570066,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10768864.498102218,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,10777340.796162086,0.3333333333333333
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,10789109.456874814,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,10793123.04238397,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,10814597.326894319,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,10820558.417293608,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,10821942.96376406,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10838262.412717117,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,10849606.889596831,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,10858138.825023461,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,10869445.720575115,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10870750.955231654,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10896057.166745124,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10934736.148779813,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10971468.81511704,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,11000916.003388943,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11028308.652201017,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,11050702.776633397,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,11052286.593822991,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11061985.665144531,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,11065656.436954858,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,11070690.888947088,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,11083735.805533882,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,11104007.364242228,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,11105585.08316635,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,11109772.010118088,0.2222222222222222
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,11114508.46846635,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,11117382.660285223,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11121306.107305797,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11133492.015950192,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,11142950.158442846,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,11143311.060321122,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,11150789.528602641,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,11155204.0846267,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,11173748.262023179,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,11182367.96410757,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11200917.21153634,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11217419.070573576,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11221261.717202893,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,11223093.650623603,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,11236787.485644398,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,11246715.498345142,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,11247143.160291778,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,11261858.469102906,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11272524.657913893,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,11294598.637263434,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,11304331.391963078,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11346599.395123497,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,11371867.317822075,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,11374100.805869017,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11387597.860743292,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,11388513.170597138,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,11398718.351497483,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,11430628.736646652,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,11432319.904636532,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11443308.523546923,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,11473206.51192362,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,11477149.985005004,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,11514241.386677004,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,11514951.46353324,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11567235.40931118,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11568555.016937984,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,11571279.240925854,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,11589843.474492993,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11598293.898550361,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11616691.207166363,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11631279.44424065,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,11660161.084653528,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,11662045.147875207,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11663142.534376098,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,11692558.299957229,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,11708900.834273657,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11718060.929776613,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11725249.372901442,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,11735462.96682728,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11737809.715736158,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11746586.971411943,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11757756.167306691,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11760461.457209088,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11779371.915217588,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,11783074.239012688,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11788956.714831524,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11805486.84084259,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,11817360.26572661,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,11863058.78325794,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11872223.75726,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11889439.78640308,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11920482.134585131,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,11921166.547512747,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,11929020.5973917,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,11929694.865429115,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11946291.01161192,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,11959845.021965623,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,11961030.044978872,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,11961600.697480269,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11973184.90961087,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,11995871.66438728,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,12038407.761815157,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,12040788.539299555,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,12042557.678060804,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,12042557.678060804,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12050829.060178475,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12060167.17320129,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12085518.741932627,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,12111316.66062497,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12148088.188309722,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,12157002.056108331,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12161730.107709516,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,12218084.880134193,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,12248187.28808775,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,12270077.068707392,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,12286087.716939515,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12298406.679835688,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12299781.353704268,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,12315677.597300392,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,12329749.95715724,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12350718.445390038,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12357409.206822015,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,12367259.497952998,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,12378133.911134709,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12381323.887835512,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,12389209.233700993,0.0
