俺伍员好一似丧家犬,0,俺伍员好一似丧家犬，
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,13704821.154376378,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,13753318.424388748,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,13756633.86220792,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,13762788.838259881,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,13773113.160902893,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,13822000.026735853,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,13840818.758720357,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,13846370.60417488,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,13855270.87377561,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,13886227.400964508,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,13904002.960836543,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13911239.31080208,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,13936124.657019079,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,13936248.94972128,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,13946171.724087264,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,13971774.145741923,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,14018131.55118176,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,14024944.498833388,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,14028257.356463023,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,14030272.363424402,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,14044715.22044242,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,14077918.488264918,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,14100094.287746312,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,14106089.05726868,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14116403.949784158,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14121988.154224554,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,14160663.060552286,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,14164237.360957088,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,14186747.61443568,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,14191845.932829348,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,14200517.871692449,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,14228033.758210551,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,14239233.05604731,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,14268129.197114794,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,14296636.882652232,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,14316950.618769802,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,14321929.59325815,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,14344563.438885247,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,14352072.937290844,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,14396056.464409446,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,14399973.287234575,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14405744.33350547,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,14410958.182531128,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,14467311.744966254,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,14517306.240238314,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,14519900.64500724,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,14567306.52181278,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,14575609.426763589,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14595769.414377341,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,14598896.529862799,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,14610675.428979497,0.2222222222222222
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,14610825.938012263,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14611498.385291912,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,14634686.952999715,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14635847.727467919,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,14660289.402299915,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,14664092.340768443,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,14668051.072340915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,14675373.098351756,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,14698133.853229268,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,14704024.754131353,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14714113.141873596,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,14715146.633307977,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,14724486.028099267,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,14738492.076210942,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,14770097.552691648,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14794599.60101353,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14805331.45801846,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,14825331.421971558,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,14841708.485682394,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,14853252.708872817,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,14877612.197831864,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,14880770.214221857,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,14885922.791164057,0.1111111111111111
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,14906421.61009686,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,14906554.27956803,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,14931092.77731629,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,14995349.784269497,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14999038.931797171,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,15001567.43222374,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,15025812.967030272,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,15063043.974340746,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,15063043.974340746,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,15072874.451967211,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,15075566.639995463,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,15101029.119940288,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,15102325.968676269,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,15146832.350533763,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,15156895.835196633,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,15180448.02049392,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,15201738.318962306,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,15222779.03006813,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,15230533.877318757,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,15238961.305353636,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,15243232.149240037,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,15272796.67548139,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,15300280.004859263,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,15301208.977698006,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,15307017.50498678,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,15332601.91936389,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15351867.43896449,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,15359736.434747146,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,15361077.864489876,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,15374941.725056972,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,15374941.725056972,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,15407163.406826923,0.2222222222222222
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,15424195.310164189,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,15434145.150893103,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,15453137.727847947,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15490666.431948444,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,15491017.199235791,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,15510082.680132482,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,15542306.064667344,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,15544875.959997956,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15569591.073126407,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15572327.456973188,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15587962.241300123,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,15616793.571700484,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15654260.415220171,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,15710598.05159123,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,15729565.996878428,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,15731194.08557956,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,15742825.885571681,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,15749393.956404956,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,15795665.314113278,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,15818604.512638057,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,15852622.012666892,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,15876319.566787792,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,15879976.768087324,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,15886414.801551925,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,15889760.599696761,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,15892246.20165967,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,15902656.777047345,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,15915060.4712397,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15951549.064449098,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,15954598.846190564,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,15966551.67036076,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,15973053.053337792,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,16005347.296799002,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,16046989.287538376,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,16098107.899349084,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,16103151.16845362,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,16115613.315943025,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,16119144.882911734,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,16133303.279710166,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,16144949.237276027,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,16154047.424374463,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,16155523.685708314,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16161243.10180843,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16174653.558068713,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,16196404.086251667,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,16202446.480624283,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,16275584.300874138,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,16281060.205588536,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,16281753.362260431,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16334960.546043947,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16372961.572749658,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,16376114.050464341,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,16400762.111734496,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,16418791.10515434,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,16428122.10397997,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,16446807.973045683,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,16462372.364989335,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,16516556.739345128,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,16554782.175851587,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,16556154.906009011,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,16641680.518716598,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,16677136.485094862,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,16677888.741924327,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,16686675.14589209,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,16687555.339058258,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,16696507.188410703,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,16719530.546850473,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,16736149.869124958,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,16742790.793082146,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,16758749.360408494,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,16794025.765942637,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,16794025.765942637,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,16802218.266610794,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,16856927.983846456,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,16897233.81477659,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,16943906.10508529,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,16950014.48701896,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,17012897.510687634,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,17069138.37530717,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,17073675.563847937,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,17075919.44201443,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,17085958.218921777,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,17101915.41173244,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,17107828.908884495,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,17141026.499335058,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,17157384.509284258,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,17171415.22023913,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,17171415.22023913,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,17239969.265359014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,17354445.0950648,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,17390667.68723454,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,17399614.142302997,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,17466649.62135462,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,17498360.383377116,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,17501676.291592326,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17533509.11531434,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,17539463.993137762,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,17552241.273179103,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,17582524.01830835,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,17587330.994556636,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,17632706.857383884,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,17636072.618667774,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,17644750.427992158,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,17645716.63232232,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,17653120.9676736,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17661166.888057716,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,17662300.24465538,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,17680868.886909757,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17682013.662774667,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,17685707.93759339,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,17781169.33685982,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17833924.458665777,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,17879731.060541566,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,17883813.481194306,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,17939807.464223564,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17942554.239075605,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,17963373.521589436,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,18032637.82887433,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,18045245.51138299,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,18104385.044202,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,18173241.9395546,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,18209353.123567328,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,18225434.530966025,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,18256545.521446224,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,18276459.619418737,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,18320170.602145996,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,18324859.654611498,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,18327935.080893736,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,18365332.48374082,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18388637.364326973,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,18410765.317295894,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,18461032.652840596,0.2222222222222222
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,18498890.548509102,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,18617709.1059239,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,18620225.207259707,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,18661094.003397416,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,18684221.54925123,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,18697882.251214355,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,18765963.931968704,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,18790710.7844888,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,18802771.84071811,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,18814640.2879044,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,18830590.32751802,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,18836218.26802127,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,18976463.5853174,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,19001686.323411267,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,19021287.17460787,0.2222222222222222
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,19022123.234412078,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,19115023.075095844,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,19151317.710622393,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,19165772.706206642,0.0
