俺伍员好一似丧家犬,0,俺伍员好一似丧家犬，
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,10084685.456146648,0.2222222222222222
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,10087848.45658655,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10108224.150011232,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10113447.896908086,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10164089.902978698,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,10201698.580019703,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,10210978.923527543,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,10217562.913916046,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,10234177.846046302,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,10235320.152180564,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,10241557.22717518,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,10255679.246372575,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,10283681.880887894,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,10287120.056053797,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,10289462.236318348,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,10299712.954960171,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,10315234.966008374,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,10323792.353539312,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,10344740.017866915,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,10350503.222590247,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,10352591.978671692,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10354986.39153041,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10397861.470961574,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10398085.091843136,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,10401893.515332216,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10403440.13212754,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,10423327.060190244,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,10427686.559172224,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,10429774.962965775,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,10429849.146423245,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,10468514.381737098,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10470370.841727262,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,10479849.344241973,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,10499869.172634264,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,10502245.941444993,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,10509062.529581366,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,10514843.32931257,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10516478.884195285,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10541395.394670177,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10570349.486795213,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,10588316.44766962,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10593925.987205764,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,10596705.757224353,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10600755.640934795,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10620490.630516345,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,10632656.654643178,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,10634115.072110659,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10634221.517328635,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10672297.993377255,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,10687897.390144777,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,10711426.632710848,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,10715596.430415578,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,10720761.215015259,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10739941.694994455,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,10747745.043481413,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10779528.12781775,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,10787529.078528421,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,10788547.330909831,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,10798458.34261212,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,10798458.34261212,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10816211.620905269,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10834986.572543556,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10837038.366791636,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,10843846.97877988,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,10847501.816509418,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10862716.51902707,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,10870424.087345134,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10885197.246540014,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10893349.35754497,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10928995.013859726,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10950480.759976517,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,10961075.927674618,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,10985259.840240516,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,10989815.24179228,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,11007352.797191372,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,11029775.22532617,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11032665.059943007,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,11060460.580876373,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,11088992.545523545,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,11089796.391859079,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,11099750.78119529,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,11109902.199961128,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,11112967.622724356,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,11113667.139618332,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11134672.899579328,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,11146667.10962179,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,11158370.079650642,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11165845.342465745,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,11187080.328814605,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,11190642.409404429,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,11223533.425518807,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,11233508.598244686,0.2222222222222222
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11248532.681734094,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,11254187.193107657,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11265705.407872114,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11271705.452379499,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,11277905.708018152,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,11289750.303186258,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,11309358.182531087,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11321053.142287359,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,11322978.798614847,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,11332192.350601792,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11336597.994026119,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,11342560.016952613,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,11379154.13404596,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11380012.778091863,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,11395272.242122095,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11399169.301147979,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,11404265.852370426,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,11404948.725708378,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,11409461.154519718,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,11424431.42963442,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11438038.341475507,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,11444682.343999894,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11462036.671112297,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,11507749.078672186,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11511643.590300899,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,11536643.737223627,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,11538576.411631338,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11545667.669730375,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,11571440.813516313,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,11572795.213541174,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,11577462.802564066,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,11578429.994116569,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,11583044.966056153,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11591314.219693014,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11608207.179667564,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,11611271.515586596,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11615048.87547471,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,11656282.935297934,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,11666358.965868223,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,11691578.819296181,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11692789.133974198,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,11737856.279827157,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,11756884.8184928,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,11773960.248647306,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11813045.251258157,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,11829753.634404765,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,11849942.64974583,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,11879532.07856374,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,11896732.859587418,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,11936549.907503262,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11945361.746706074,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11947086.65669839,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12012977.32178464,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12044488.650246058,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,12052000.488456212,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,12063272.880936537,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,12101445.901790984,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,12101865.370518638,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,12110380.630256156,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,12120306.955280006,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12123939.529470721,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,12137906.229700617,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,12145415.818778524,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,12146926.160898231,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,12172676.73533728,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,12175920.394340927,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,12203771.886372508,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,12207261.964541167,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,12211026.353690289,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12218028.053386245,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,12249611.102479825,0.1111111111111111
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12266692.869827656,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,12271978.594733112,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12275330.719254326,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,12314257.568548998,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12316293.80534849,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,12323685.004269985,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,12330800.000878077,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,12340695.628738273,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12406389.065305527,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,12426944.326165164,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,12430605.050114883,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,12437690.424463684,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,12438536.007284172,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,12460304.796558851,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,12469067.228595011,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,12471052.207660072,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,12471716.429873643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,12482955.069205806,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,12482955.069205806,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,12492318.66918954,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,12515522.890539804,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12568557.264705447,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,12570394.789613811,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,12570394.789613811,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,12630526.965712631,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,12634087.389736656,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12656405.209432336,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12660045.170488603,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,12667556.794439169,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,12686323.212480579,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,12691193.847831463,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,12695632.483408673,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,12700001.557509884,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,12703630.539487628,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,12744730.034210345,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12746746.6596852,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,12795117.355822297,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,12817097.553687438,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,12833930.481902424,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12837543.211663151,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12851257.545524888,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12868298.917788383,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,12871412.964751864,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,12871412.964751864,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,12877338.33236811,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,12901585.281499548,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,12902522.13936801,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,12909155.512145935,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,12914180.49239583,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,12926486.243303737,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,12950918.060234202,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,12957188.55215211,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,12971590.473300038,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,12987066.429516986,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,13002793.73991855,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,13002793.73991855,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,13007561.786867304,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,13046869.755849408,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,13083116.792198034,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,13110180.327861251,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,13136495.610249013,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13155972.407923821,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,13163495.574791644,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,13176445.589031924,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,13176959.323629867,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,13190271.6414403,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,13210969.987722017,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,13253911.330242755,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,13260748.387448275,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13264096.112366706,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,13265886.939843293,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13288500.407485623,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,13291964.551204788,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,13297509.427382773,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13323285.644848833,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,13336616.283254702,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,13341450.763832595,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,13341450.763832595,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,13344608.413715245,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,13353835.524558691,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,13376470.80591786,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,13389687.235119488,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,13413472.475206506,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13460798.733561164,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13487139.94897925,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13505400.539188405,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,13511279.661001286,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,13520074.935353922,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,13562147.179398725,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,13563906.74132887,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,13592416.400948193,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,13603159.825703563,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,13603637.51992077,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,13628976.336780187,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,13632440.946680957,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,13642773.817185959,0.0
