为国家哪何曾半日闲空,1,为国家哪何曾半日闲空，
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,7308890.292178154,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,7333288.532725221,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,7335171.684209513,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,7338957.439490467,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,7342680.650255191,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,7352740.878636458,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,7360127.053345605,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,7362057.142626844,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,7366871.603958559,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,7375452.4965361515,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,7383273.364243627,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,7390829.067463786,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,7395260.559648002,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,7396965.025120345,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,7414960.672064993,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,7426937.5336133065,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,7431986.08647077,0.1
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,7441997.620829516,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,7442246.459702863,0.1
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,7442902.575899623,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,7452930.067800808,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,7453762.596598848,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,7464788.9278275,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7469068.543669145,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,7470236.890293932,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,7488732.222896502,0.2
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,7495868.860225678,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,7505694.780177467,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,7511611.375736422,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,7526765.655201125,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7559561.627740502,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,7559958.627458253,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7561684.184277683,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,7563771.561471788,0.1
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,7577521.4405162595,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,7580256.292559957,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7592581.83364751,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,7593475.84820355,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,7598881.105237342,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7618788.883952189,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,7628997.180508203,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,7636486.898370324,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,7651294.871448771,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,7655021.1741756145,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,7662288.83012892,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,7667265.817291189,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,7696173.156588828,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,7705763.210426242,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7706897.136648839,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,7718883.027354894,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,7722363.789580161,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7724978.720424104,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,7748160.278440903,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,7771718.584287115,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,7774106.905001643,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,7778060.03777318,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,7782984.694523303,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7802726.164688865,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,7824744.640250559,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,7843644.229771039,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,7852709.194304017,0.1
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,7870931.482233763,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,7879317.117755503,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,7891999.253702845,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,7899288.042585203,0.1
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,7909689.624409654,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,7919218.155241986,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,7922293.394612791,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,7926127.31173872,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,7926733.27703844,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,7933459.363080747,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7940284.408086307,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,7946101.649455231,0.1
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,7950487.501229359,0.1
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,7951922.767494205,0.1
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,7966162.207083163,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,7967148.082959167,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7969167.881910227,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7996068.727303308,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8009588.727920297,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,8020661.057913531,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,8022948.871691026,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,8031290.305940375,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,8033988.630853522,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,8035156.280542807,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,8043567.892542807,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8049418.367685864,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,8075518.914897444,0.1
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,8084838.063522514,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8093255.110415199,0.1
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,8114457.308905082,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,8126615.7755723875,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8127948.736548579,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,8138471.958304605,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8143403.911308445,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,8144135.490790546,0.1
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,8156027.483886309,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,8156769.9053276675,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,8157383.610925386,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,8162130.284056529,0.1
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8174621.21239053,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,8179063.490627401,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,8180057.504110759,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,8194173.1983169615,0.1
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8198464.221634239,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,8198977.76475701,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,8198977.76475701,0.2
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8218172.902943273,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8227951.234220879,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8229771.821501581,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8231940.786833845,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8252330.793031938,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8258419.748141181,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,8262900.2973255105,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,8272154.423569706,0.1
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,8281035.204858202,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,8318602.601819874,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,8325340.001253082,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,8333860.465073027,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,8337561.991944772,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,8342073.135978755,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,8344916.57942582,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8369920.035768554,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,8378489.958276981,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,8389655.396508291,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,8400673.05711825,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8408792.788766911,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,8409109.161346063,0.1
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,8426996.133654697,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,8442240.128828702,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8445809.526670406,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,8457156.870471727,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8491159.518958116,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,8507891.752977738,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,8508725.739374124,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,8513906.068922263,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,8521008.085562887,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,8530329.439899502,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8540093.340547122,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,8546128.431959711,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,8582288.78562838,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8594231.027119817,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,8602018.512133615,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,8607036.869981818,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,8623233.519791398,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,8645320.454582682,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,8649278.74326281,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,8649851.822274704,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8655407.124201747,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,8671130.537836546,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,8680561.677888887,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8703050.115185283,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,8712709.41684732,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8719334.557309192,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8719334.557309192,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,8735398.021862097,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8736510.65640496,0.1
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,8741993.348505314,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,8746181.576144727,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,8760290.139388094,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8761696.728263948,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,8785180.834865764,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8787603.64256155,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8789465.624940876,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,8810496.71788353,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8812092.563416164,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,8817810.321998235,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,8828580.058477601,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,8846803.693612423,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,8885827.590419164,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,8891311.644591454,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,8930132.724782744,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,8934326.268194696,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,8934341.348206934,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8935819.300283052,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,8936036.210161213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,8936224.246722091,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8963715.190679543,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,8970661.48738704,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8975479.544985864,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,8978980.25592111,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8986735.220303727,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,9000741.756162932,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,9015902.15305323,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,9018448.71478224,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,9023380.974567177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,9055769.675088294,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9061454.791613674,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,9077407.620736267,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,9095402.812211892,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9112784.998637512,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9125124.358647397,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,9127897.380681591,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,9156315.72930127,0.2
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,9157824.519707054,0.1
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9163656.339238219,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,9166521.385954,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,9170314.780102808,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9173788.905004866,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,9175367.936315842,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,9186998.701570442,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,9192052.917048454,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9205026.47985706,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,9206124.286210304,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,9225901.099112391,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,9226985.533569671,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,9248211.256004058,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,9271110.333564388,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,9278410.651241366,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,9279376.9525849,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,9304990.349940144,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,9314769.009401452,0.1
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9319185.29382503,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,9323235.32530415,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,9327967.803916741,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,9343452.94589274,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9385968.400382748,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,9461247.907419004,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,9462391.335683886,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,9466729.553792628,0.1
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9480451.396622958,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,9493028.142906386,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,9493028.142906386,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,9496865.220312336,0.1
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9507012.37779129,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9518273.317799892,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9528407.473106876,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,9539990.107953385,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9543807.4377592,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9546483.781439615,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,9546935.421435298,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9548938.3498707,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9583497.422962865,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,9595183.101005105,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,9616370.49741762,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,9616370.49741762,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9632369.014841855,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9639122.253509304,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,9639962.707414642,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,9657071.677321617,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9696832.618282132,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9704438.001473023,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,9708942.036251854,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9723427.691053888,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9758559.40134541,0.1
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,9770174.248962225,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9776933.749759117,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,9823198.583390864,0.2
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9856858.287187425,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,9879222.292018492,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,9888815.660389993,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9892740.242878996,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9895668.378677296,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,9904583.257757114,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,9911900.575772535,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9916373.810214913,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,9917395.404610336,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,9926542.72023306,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,9926542.72023306,0.1
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,9939683.347866986,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9941217.634179601,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9967075.097760823,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,9969819.582468867,0.0
