为国家哪何曾半日闲空,1,为国家哪何曾半日闲空，
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9970428.002406731,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9975756.653734248,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,9983203.957507864,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,9988707.846786167,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9989498.499291832,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,10015890.788108783,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,10054361.642039508,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10058931.12185189,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10059443.650782665,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,10074971.09862875,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,10082545.439285522,0.1
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,10109018.653908959,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10114599.247369792,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,10149657.197810438,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,10149657.197810438,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,10158993.037063828,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,10170563.822921839,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,10176492.119972225,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10192943.208717143,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10194000.606871745,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,10201987.96169734,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,10203729.201095238,0.1
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,10215135.676361438,0.1
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,10230229.395525137,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,10232769.573359309,0.1
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10234515.248846881,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10235107.440398455,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,10245384.235685937,0.1
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10247914.823376894,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,10268256.78116993,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,10292059.902218394,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,10307815.687638557,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10320443.743045151,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10353563.11713099,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10355444.876762323,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10362869.145720834,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,10379856.127549602,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10382048.096385604,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10395493.805486057,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,10433114.381909257,0.1
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,10451554.72310691,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,10453994.213070977,0.1
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10455379.253584674,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10463570.571927309,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,10481010.597988192,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,10492044.946631517,0.1
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,10504409.050504884,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10508891.673971117,0.1
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,10509186.18463117,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,10515508.416704511,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,10526107.957135897,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,10555555.350603247,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,10559329.849325133,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,10592185.778349413,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,10598604.33875964,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,10616715.697638078,0.3
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,10618221.78576207,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10620307.764924072,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,10631379.267529763,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,10632807.600518322,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,10652265.25190534,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,10653422.400969958,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,10667616.407628188,0.1
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,10686073.079562534,0.2
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,10713736.992368288,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,10811963.850674933,0.1
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,10824627.69370954,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,10830979.973682083,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,10834869.675770229,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10883705.281039635,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10897178.144111989,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,10917823.31799446,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,10920521.158994708,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10958704.499274207,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,10987961.807760531,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,10992468.849503841,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11015767.343653431,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11069261.93282999,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11075030.078224184,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11094505.582623692,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,11104951.572378995,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11184878.457047226,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,11189875.24171744,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,11283549.1126725,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,11285189.112504464,0.1
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,11299950.911210435,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,11341425.388126971,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,11365992.649175331,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,11453388.55846363,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,11476073.681130957,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,11492122.33451802,0.1
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,11520049.552554877,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11558891.406732015,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,11579847.387902314,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11585996.22379488,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,11597266.095344238,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,11599189.195559591,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,11612432.106657358,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11626853.335619915,0.1
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,11679042.52319657,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11714918.766689217,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,11743019.483880633,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,11774094.076292697,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,11774590.71690249,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,11811280.677253308,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,11827488.319654623,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,11838477.62599871,0.1
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11849616.21890361,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,11861037.669067824,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,11865570.402975192,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,11870535.830565125,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,11905307.874579005,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,11944895.330130968,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,11976342.169107772,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,12066180.481878854,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12139998.54923771,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,12145254.37610686,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,12151018.929687036,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12156256.78160454,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,12202510.266614903,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,12234185.19440304,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,12234963.613870742,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,12244045.275899218,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,12297051.823024683,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,12316708.74971286,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12357582.118845562,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,12370414.479385866,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,12380597.309787696,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12383085.968090713,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,12389054.23545772,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,12420940.731582232,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12422367.72248821,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12426966.925499663,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,12446530.645320283,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,12471508.084393378,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12494533.083682295,0.1
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12498461.920716492,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,12547358.49116115,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,12559712.139906384,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,12576490.542654824,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,12577532.0956596,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,12580523.171590805,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,12619136.968015801,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,12625579.496613173,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,12633305.555343175,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,12640943.592741631,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,12644345.368765732,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12686280.058100488,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,12706430.583535189,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,12714348.667464327,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,12736716.439018616,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12769045.648739181,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,12784588.280580375,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,12806835.468437133,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12828549.727349015,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,12871484.54042073,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,12920119.49803714,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,12940927.891852159,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,12943695.532611124,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,12975057.467902899,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12986645.884714365,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,13000014.612161547,0.1
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,13101650.112836896,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,13118644.958189221,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13178418.129532192,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,13232547.71441399,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,13232547.71441399,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,13232992.952714257,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,13239822.555746756,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,13289090.33058708,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,13291947.56327186,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,13301723.472901154,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13318684.390754834,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,13334888.758763839,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,13364090.645051837,0.1
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,13402228.178432506,0.1
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,13471620.63168208,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13481535.391015194,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,13486832.203627512,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,13491390.80018579,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,13539804.63410055,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,13544491.888393467,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13574712.748783045,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,13659249.636931071,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,13680461.905551769,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,13687637.484596843,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,13713966.506554224,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,13755012.450069988,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,13755012.450069988,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,13811639.203089923,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13831603.962897219,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,13875401.325621031,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,13951617.258135932,0.1
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13966345.602866668,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,13969993.244529009,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,13992816.13259921,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,13992816.13259921,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,14009331.688515946,0.1
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,14043418.128924437,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,14106221.864092251,0.2
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,14178266.288366646,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,14181456.989063134,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,14231479.95917413,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,14235973.75364201,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14241718.474036347,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,14333053.943509817,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,14400598.979266813,0.1
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14427937.489303052,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14431769.43437107,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,14434109.89135485,0.1
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,14470539.21256608,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14485900.660654359,0.1
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,14552390.944772769,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,14560212.700775387,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,14602234.611120785,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14675920.438565796,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,14680488.64316744,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,14751060.301191393,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14767498.14766884,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,14772029.556802785,0.1
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,14919170.076446852,0.1
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,14956719.975750659,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,14975093.53154852,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,15013578.858967425,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,15019100.848141903,0.1
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,15057492.567313947,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,15077106.226732107,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,15087866.656923903,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,15107147.84956573,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,15169514.82080476,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15172646.832870986,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,15184491.576744845,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,15206793.240405867,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,15264460.086431151,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,15332580.239658436,0.3
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,15337246.18592588,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,15512217.928587127,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,15541951.039900873,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,15548011.778487528,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,15583927.00033026,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,15597030.08075368,0.1
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,15606428.339985741,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,15608192.943040889,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,15629339.175587498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,15754350.369074075,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,15770564.261557642,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,15800573.204264555,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,15829285.460272767,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,15876833.198542736,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,15888938.051464502,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15947113.439811809,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,16002269.758225193,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,16010368.235246448,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,16024626.165210977,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,16024752.734277207,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,16031366.20217447,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,16035460.597152634,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,16144584.729996748,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,16179384.740780698,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,16190878.418770341,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,16230523.48209189,0.0
