一连几天我的眉不展,0,一连几天我的眉不（哇）展，
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,19282212.01421244,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,19291553.102712322,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,19311904.14776121,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,19348562.04951844,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,19396095.633223385,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,19405579.408280723,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,19440816.09215033,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,19449694.12800155,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,19485878.44226114,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,19541303.365218002,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,19609998.447724644,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,19690989.12302954,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,19763729.70782844,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,19793933.658535853,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,19796142.26680049,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,19851371.3174325,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,19860129.599610634,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,19866666.87318175,0.2222222222222222
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,19870520.752506103,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,19919936.016355883,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,19991249.48523148,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,20002863.46356427,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,20023171.296596542,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,20034639.104970668,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,20035754.709380817,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,20098437.13938871,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,20185790.06654997,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,20234703.19374569,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,20236045.78618699,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,20242035.557641048,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,20250878.714997955,0.2222222222222222
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,20293922.133102898,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,20356075.427318335,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,20361231.25729522,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,20440946.165739346,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,20524540.57083834,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,20546355.732337575,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,20581906.105091684,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,20591356.120104525,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,20630113.606829382,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,20678499.95487694,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,20681159.05087729,0.2222222222222222
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20688451.459994867,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,20704036.486043774,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,20749665.29270486,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,20813173.001768075,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,20833253.111357052,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,20870778.54196846,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,20957883.71806668,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,20992772.620193243,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,21062060.004293393,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,21084216.224856377,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,21084216.224856377,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,21087453.687729772,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,21097716.019246,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,21109422.179204766,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,21109422.179204766,0.2222222222222222
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,21157153.379231274,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,21196136.945362374,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,21208050.722430844,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,21277898.082981486,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,21281122.504077595,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,21319172.76433031,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,21338332.07767229,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,21439482.57466368,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,21457294.65662332,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,21460077.13854898,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,21462584.208291154,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,21479590.527444944,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,21489239.259905476,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,21502371.271818016,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,21598422.14760847,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,21607594.98505347,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,21665699.661701538,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,21665699.661701538,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,21673148.112263195,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,21732783.047386643,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,21841041.59569875,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,21865511.389563445,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,21986109.489140257,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,22040212.378452245,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,22054292.488317546,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,22146409.19733819,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,22230051.848167043,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,22330054.084777705,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,22396992.22316352,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,22467352.022815946,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,22477907.859881658,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,22510698.39385026,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,22581965.694538426,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,22824403.388576455,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,22867067.573956575,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,22869802.53810451,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,22968634.90335674,0.3333333333333333
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,22984031.834383864,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,22984336.008848924,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,23007928.82520303,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,23041163.93217677,0.2222222222222222
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,23117024.984265145,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,23148453.55454446,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,23322452.350926287,0.2222222222222222
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,23362619.98692061,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,23410329.015586283,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,23423909.27658145,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,23641561.748847805,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,23767056.247834086,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,23849311.83790186,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,23866173.11505311,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,24193945.531299412,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,24209956.826884996,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,24227029.53083854,0.2222222222222222
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,24320857.615344275,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,24343783.042767204,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,24377460.86143613,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,24390875.680292644,0.2222222222222222
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,24448732.447441783,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,24535050.523283225,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,24584138.21824594,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,24663431.750342477,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,24674407.38591711,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,24738432.210676532,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,24836710.85271547,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,24839684.769409776,0.2222222222222222
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,24848294.441923264,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,25011602.843043026,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,25089565.054226402,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,25125505.66908127,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,25164455.932434503,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,25291949.636094812,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,25373517.24817107,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,25392225.263337407,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,25432106.72968362,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,25469488.960722823,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,25497495.651773762,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,25673530.90634248,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,25673530.90634248,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,25949214.573212977,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,26012909.886449162,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,26095646.52031051,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,26117246.650776785,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,26196150.03744611,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,26207467.58715355,0.2222222222222222
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,26439103.737963777,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,26552374.98870139,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,26585657.35448927,0.2222222222222222
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,27112596.02101751,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,27336722.144012418,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,27983675.12991562,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,27983675.12991562,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,28948783.90376441,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,29896402.50971444,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,30293658.325644795,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,31401449.495572727,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,31528236.074493278,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,31571143.91253193,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,32554356.4963174,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,32698539.034397148,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,32827906.431789733,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,33076203.167377405,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,33130579.54354144,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,33301941.34777537,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,33502956.589087877,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,33929876.82392887,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,34041469.6006829,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,34481325.90572522,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,35709257.33388533,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,36002182.36153102,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,36330729.43459911,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,36571347.25833059,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,44675127.4804824,0.0
