一连几天我的眉不展,0,一连几天我的眉不（哇）展，
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10770221.595852338,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,10773272.65836396,0.3333333333333333
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,10777229.63605671,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,10777917.52968118,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,10781202.402889283,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10802910.326919297,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,10832686.17953579,0.3333333333333333
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,10840855.766397627,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,10878742.98658046,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10879647.518870724,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10882009.413687056,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,10887431.40952438,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,10900654.82259167,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,10912373.05536763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10927617.675863074,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,10942975.875187231,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,10954941.855185876,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,10985353.285200395,0.2222222222222222
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,10990747.166066848,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,11006266.55024486,0.2222222222222222
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,11010658.382732103,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,11030129.025348758,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11042341.526131766,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,11046517.167993223,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,11047231.589928834,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,11063115.076680718,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11067335.092484603,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11077488.581561051,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11079450.314993858,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,11109949.960515786,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,11115858.20590512,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,11127714.30631912,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11134782.589811923,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11144344.620963091,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,11153276.853431946,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,11177448.47314887,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,11181733.255248638,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,11182481.462746624,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11187998.122072706,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,11190622.154917682,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11240758.067667872,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,11241884.493770365,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,11246944.464400267,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,11251033.695546223,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,11255524.571506742,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,11260921.537403995,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,11280264.224106342,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,11318337.987659458,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11327684.68996686,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,11332698.282799788,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,11344925.750440909,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,11353087.358656863,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11361563.291990422,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11375773.7089659,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,11392657.954100745,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11416316.546654908,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11418127.490384828,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11425029.958042197,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11448787.460756376,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,11452780.183046998,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,11456763.906321928,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11467271.649256317,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,11503777.492358832,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,11522424.82596729,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,11530307.695629817,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11539522.067652766,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11558972.357184377,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,11563267.943465551,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,11583248.234487316,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,11606474.251544934,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11626109.618351415,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,11626818.65897128,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,11632190.75157342,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,11648770.157900682,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,11665179.874093013,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,11681342.574923512,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,11703720.133482212,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,11718582.267202884,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11736248.739858922,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,11761381.478660433,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,11761994.134921364,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11766807.77770236,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11784865.149617152,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11794633.225895347,0.2222222222222222
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11799768.264786098,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,11817969.126105374,0.2222222222222222
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11820184.042463005,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,11826591.155483594,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11829200.441863786,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11839988.520168895,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,11849178.396006808,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,11862646.842332654,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11899556.779527664,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,11918943.995177967,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,11929164.87767163,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,11931622.774602698,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,11990047.821349269,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,12002094.717448112,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,12019032.600773742,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,12045277.910107331,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,12052883.552037895,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,12059221.491150236,0.2222222222222222
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,12064378.960028248,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,12075843.816118604,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,12092714.59569858,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,12134029.050150756,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,12136710.509740366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,12147475.836753896,0.2222222222222222
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12150378.821949128,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,12161039.871303426,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,12178416.996676099,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,12178416.996676099,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,12179874.211814314,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,12185963.852600655,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12218317.005474918,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,12260354.527229635,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,12269242.585978443,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,12279488.476954965,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12280445.538791444,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,12283287.177814946,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,12289913.288119402,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12301066.333482992,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,12327502.729660552,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,12338452.322704256,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,12351035.5225977,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,12395438.562354654,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12422637.143706597,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,12428548.69751424,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12430172.625748372,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,12430872.41043891,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,12469133.226859547,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,12474401.436732037,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12477268.649074325,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,12487932.12991782,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12510692.383277653,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,12520997.416518703,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,12528358.262619544,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12539306.716086585,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,12543154.31571071,0.2222222222222222
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,12565008.26725669,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,12584709.271253515,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12585574.811670365,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,12601365.105376124,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,12604758.428930197,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,12608770.896680782,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,12681005.531588538,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12684957.673579987,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12714189.811100742,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12714690.854155224,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,12726282.16838066,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,12752105.744894637,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,12753768.841863975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,12769137.454758737,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12770548.378926933,0.2222222222222222
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,12779960.784639573,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,12785862.508103453,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12801265.39602451,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12807885.032067409,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,12809658.067202188,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,12817049.928402392,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12850295.0372273,0.1111111111111111
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,12851690.646909686,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,12897148.425476858,0.2222222222222222
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,12898518.288444653,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,12915922.011746055,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,12948398.098789308,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,12948840.494888145,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,12984383.236893324,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13044724.089439385,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13044724.089439385,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13046480.088817954,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13053206.10223424,0.2222222222222222
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,13060036.276711699,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,13068067.27690837,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,13070055.034833392,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,13081883.835167948,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,13083235.301503943,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,13083569.605926087,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,13122782.84851932,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,13186734.526164278,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,13193676.687946117,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,13194250.923688479,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,13194250.923688479,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,13205230.564432975,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,13268782.34518952,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,13269144.39151378,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,13281485.165908067,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,13288531.540070731,0.3333333333333333
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,13323620.591636233,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,13339692.131298695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,13350095.436116915,0.2222222222222222
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13359865.800496098,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,13430005.655021653,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13436204.291433694,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,13439561.214122938,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,13446673.074234823,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,13499026.067526398,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,13501303.999130223,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,13514096.858541073,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,13517884.50844254,0.2222222222222222
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,13522733.088688923,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,13535364.850521801,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,13548080.716360418,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,13582204.650523052,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,13631792.16473549,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,13633677.182551166,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,13654544.55999203,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,13658607.671792943,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13661918.339977678,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,13694140.80540419,0.2222222222222222
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,13700081.512226183,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,13715027.308169968,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13728941.65807852,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,13743842.61443219,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13744752.438256815,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,13789981.796139533,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,13796062.633474944,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13799207.728060614,0.2222222222222222
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,13801739.869158665,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,13822072.480908806,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,13838699.597215768,0.1111111111111111
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,13839245.584631262,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,13842363.810950544,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,13864417.334592113,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,13901835.405898103,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,13920061.535309281,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13938276.890087225,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,13956796.418583356,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,13956986.503117621,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,14028082.919608317,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,14035314.658147717,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,14092284.198296439,0.2222222222222222
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,14145024.01373694,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,14180164.335744658,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,14189980.164443148,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,14203467.028771555,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,14206168.379655972,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14226897.09827678,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,14236028.238925433,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,14242768.382185971,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,14248792.719012372,0.2222222222222222
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,14259618.47250144,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,14294752.814870877,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,14296661.62234416,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,14312305.091647249,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,14333016.127963724,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,14377627.086347835,0.1111111111111111
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,14384156.689293602,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,14395816.603612313,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,14399503.534341475,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,14423779.989577662,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,14441073.541925495,0.3333333333333333
