尊一声过往宾朋听从头,0,尊一声过往的宾朋听从头：
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,5462217.954438111,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,5467850.719199577,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,5477433.472392303,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,5478482.210234685,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,5480490.997678572,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,5480594.220983182,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,5482151.852313709,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,5489706.068658584,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,5493016.261607182,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,5499325.086018685,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,5499493.307862249,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,5502861.735352038,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,5502975.229270148,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,5506052.18691667,0.2
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,5510690.743771161,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,5516454.195628149,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,5520786.635226145,0.1
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,5527845.494981614,0.3
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,5535784.819443876,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,5538079.167143986,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,5555409.306035164,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,5559155.653875033,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,5560903.831413157,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,5567959.547598761,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,5573977.179042498,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,5578294.880829249,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,5594558.052827464,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,5594609.153449959,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,5604338.572473787,0.1
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,5633192.254506373,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,5642216.168465609,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5648550.607857357,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,5649051.787171184,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,5650229.524638361,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,5667455.606305698,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,5674382.550674945,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,5675407.167838442,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,5676789.614558785,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5686800.513151075,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,5694076.5206507165,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,5695565.929354777,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,5705802.100758614,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,5707688.2326527145,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,5714738.4505757615,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,5723585.721160518,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,5724721.960017299,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,5724721.960017299,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,5766991.855927937,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,5771374.95201687,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,5787438.72690482,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,5800467.286870495,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,5800467.286870495,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,5842166.548788439,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5847643.616235197,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,5847900.098825597,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,5860305.620528211,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,5866148.121969473,0.1
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,5880067.06448498,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,5898461.932220187,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,5906152.3094799705,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,5906871.032078897,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,5909694.784387054,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,5915151.054187171,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,5924312.008039573,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,5924793.936928757,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5933361.4424853865,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,5936559.433820339,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,5939870.888006665,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,5941968.077804091,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,5944665.766991126,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,5946656.854022098,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,5956053.32578542,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,5962514.097168937,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,5963743.982648529,0.1
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,5966297.834560665,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,5973311.054231681,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,5974838.305528598,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,5982451.396442414,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,5982451.396442414,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,5992265.560441096,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,6001610.948779519,0.1
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6018774.825152546,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,6026230.959964185,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6034483.457286177,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,6034919.390646983,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,6038731.125321674,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,6058109.376434835,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,6066433.812903252,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,6071537.846890506,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,6072673.294995201,0.1
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,6073307.7030737065,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,6075958.6274655415,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,6084388.292457463,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,6094770.583103956,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,6095296.293265205,0.1
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,6097602.624627678,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,6102723.258425454,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,6108230.786074984,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,6114045.613935374,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,6114114.601442479,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,6134647.996310449,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,6135248.458511006,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,6136379.093001467,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,6136469.952377639,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,6146164.248027056,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,6156044.611610439,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,6156362.003068168,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,6176288.329601475,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,6179616.562676444,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,6179710.084911482,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,6191299.94214235,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,6197014.493563853,0.1
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6212516.288094614,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6216713.128919779,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,6218783.3449038,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,6222133.168078836,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,6237438.968942338,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,6253486.853999614,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,6254468.148254195,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,6257835.389560669,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,6263204.432495531,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,6268479.109568766,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,6268877.483238247,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,6270899.808108229,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,6271047.972405721,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,6277305.960570961,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,6277932.965875843,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,6278244.579850603,0.1
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,6292613.918236602,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,6296376.414197784,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,6299713.100345787,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,6305160.26340325,0.1
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6316031.134685115,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6326082.091995997,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,6326768.959301054,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,6347483.423267751,0.2
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,6357038.228654754,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,6360321.147268742,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,6360767.537191754,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,6370729.976904745,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,6379413.636611321,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,6389794.5161000965,0.1
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,6392024.859802213,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,6395796.468180204,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6397137.626341237,0.1
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,6405641.559660947,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6405921.065595545,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6405956.451737876,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,6425325.796787409,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,6441505.47809891,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,6446857.904438207,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,6446926.900872616,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,6448223.190440931,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,6451226.2396649895,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,6452149.119601041,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,6453774.0928371465,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6454636.046761902,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,6455201.731251746,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,6472981.73607947,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,6474233.192558072,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,6476924.851493788,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,6480196.044111612,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,6482640.544324159,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6484826.148645839,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,6486840.435777825,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,6492961.610040854,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,6494532.21622754,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,6506445.776932862,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,6517303.2204318885,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,6524129.667957664,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6528941.638459055,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,6531650.386806091,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6549927.528791328,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,6558794.076593739,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6562995.266056748,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,6577458.23716623,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,6595942.717775773,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,6599944.692899542,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,6647589.722987141,0.2
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,6661346.760495484,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,6694021.94561664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,6695599.227573048,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,6703946.8372380175,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,6705224.87504797,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,6705235.515428087,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,6737700.020902251,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,6742746.330220892,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,6750523.439667077,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,6751901.056621907,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,6752183.481593533,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,6753828.483180073,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,6765834.312526811,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,6789506.551200247,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,6792978.792678028,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,6797450.443532857,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,6846235.478410588,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6864970.455002001,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6875855.196445084,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,6880179.894019273,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,6891046.490199286,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,6893667.839014385,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,6894951.803995614,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,6896664.342639859,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,6908965.895338191,0.4
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,6913606.030102622,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,6927450.723155027,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,6941101.202946636,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,6957654.558704678,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,6959222.338142395,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,6989358.4564646045,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,7004663.203242702,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,7004968.503176259,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,7008862.304544488,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,7014452.376131553,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,7015713.204097715,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,7025837.035177936,0.1
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,7027209.68169821,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,7029182.196134638,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,7042180.734945218,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,7044244.393026527,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7045780.008894597,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,7046616.941050016,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,7052733.245589673,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,7057299.761111929,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,7058791.036190738,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7060993.719982995,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,7064816.03962596,0.1
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,7073649.588628231,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,7074124.471573325,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,7094943.901666245,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,7100047.555436124,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,7102113.258390389,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,7103301.422826974,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,7106804.696382064,0.2
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,7112089.901154287,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,7121880.843606084,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,7153466.351428355,0.1
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,7160455.440591956,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7163148.864554736,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7168068.774628152,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7174569.883030717,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7175168.815763934,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,7215349.484599731,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,7223575.4341457365,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7232703.45977693,0.1
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,7233470.978594482,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,7262568.309089024,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,7266344.539485394,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,7268713.762025113,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,7293770.261840071,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,7302299.83943582,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,7320278.757105901,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,7327730.669375003,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7339409.348147317,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,7344857.556014455,0.2
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,7351745.362433385,0.1
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7352408.5329886135,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7362122.514258496,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,7363621.866962955,0.1
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,7365887.132442039,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,7371220.087907942,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,7380115.111885639,0.0
