儿行千里母担忧,0,儿行千里母担忧。
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,8430540.691337531,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8465832.849511895,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,8465942.075263703,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8477135.32833784,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,8478769.361091327,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,8497517.626504658,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8524191.572075788,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,8524211.178895144,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,8562935.04533902,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8613795.172063548,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,8616262.241717486,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,8621609.601890005,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,8649316.320948513,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8763372.105837537,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,8798115.87604405,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,8802215.891352471,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,8807802.546885496,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8809869.224817399,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,8812335.167263124,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8828491.269732328,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8836580.991387881,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8860739.19855185,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,8876478.404397141,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,8888502.447358662,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,8907581.941389646,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,8916515.953042723,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,8938235.038851812,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,8965990.31245757,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,8969232.223665087,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8975450.878441917,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,8980278.443265676,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,9003302.707836166,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9008228.629076397,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9009226.66892367,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,9015355.308301989,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9032360.907549461,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9034105.446548378,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,9037409.674821667,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9059306.114439804,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9076170.348086836,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,9086006.733502576,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9086513.176043605,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,9087690.775652759,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,9102332.982145546,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9109169.171356812,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,9123346.640728012,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,9157316.752996236,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,9171052.009461975,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9180078.948524576,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,9185057.211456936,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9222865.68629699,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9230339.561589696,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9234632.949236209,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9234632.949236209,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,9248766.732676072,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,9252646.076546527,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,9275527.361271666,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9305929.986763537,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9320885.126454717,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,9365561.893090669,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9376861.038801977,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9386400.793646544,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9403094.981153512,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9404533.028350277,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,9405331.399342056,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,9413819.46596251,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,9439618.421841403,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9455183.78638718,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9470853.897730507,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,9471767.38133403,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9473345.653473997,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9483765.365452113,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,9483968.700199258,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,9513527.169458259,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,9529974.87296983,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,9536709.181936074,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,9537177.973859603,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,9538726.9302263,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9548602.366504429,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,9555648.107621836,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,9598015.628166405,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,9604043.896521201,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,9609042.12812724,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,9612449.29056169,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,9640753.123319438,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9649591.769170104,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9652735.785169646,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,9679267.57132438,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,9679969.930290604,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9698160.700186195,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9713327.190035604,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,9726613.04742868,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9820534.43128485,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,9828265.828251332,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,9835412.133853756,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9840202.125527699,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9846406.447304249,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,9861657.578074299,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,9874737.846289009,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,9930859.178720472,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,9934684.737348974,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,9939592.901088607,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9961906.753266452,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10002225.52442377,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,10045983.63797313,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10056366.731842754,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,10081085.293930419,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10154385.606512664,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,10172234.3780375,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,10178515.560392145,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10188948.92414863,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,10193476.340068713,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,10195222.123715421,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10198960.389585359,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,10217888.57854589,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10221991.860920904,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10231098.45419289,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,10240037.894946394,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10275651.319971316,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,10292276.681061242,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,10322704.405738441,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10322827.870038413,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10339354.44972575,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,10373128.879046652,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,10377321.491497407,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,10391648.360425878,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10413334.331442695,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10432025.319279265,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,10442166.516741835,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,10449691.132002,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,10460744.811073165,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,10474829.529871134,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,10481486.293658346,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,10490195.922718571,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10496393.530158443,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10507444.60101117,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10511070.91445998,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,10515180.647695672,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10543138.885792563,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10547380.19087082,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10561990.735860659,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10569238.16192563,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10596741.63391925,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,10611076.161087194,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,10641492.935112724,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,10641492.935112724,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10666892.964230713,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,10676337.880385522,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,10679684.083285674,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10727750.859676639,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10744109.831477731,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,10762936.21685433,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,10771045.15555789,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10774506.746517135,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10779307.428488405,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10796971.927899014,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,10830533.847220482,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,10836079.504039891,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10838040.32673278,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,10842200.889333995,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10847884.547293367,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10875096.499233102,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,10877711.50146583,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,10905682.394469196,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,10912759.506067982,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10922875.712492181,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,10942300.899829648,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10947307.888060708,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10952125.38494435,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10974905.622983452,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,10983445.188131629,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10995408.958082065,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,11011027.142677732,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,11099752.43764128,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,11130596.178843208,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,11130596.178843208,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,11176505.442141527,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11199601.428003363,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11245599.970489275,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,11264216.326184763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,11269716.791706681,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11278175.639819102,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,11306583.903659936,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,11316942.42203427,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11316998.844671544,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,11322185.672092963,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,11322643.081848769,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,11339411.60962737,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,11347513.51356609,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11384775.591537142,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,11392436.429195695,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,11392930.888211315,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11409533.875587324,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,11421442.743620334,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,11431748.233182006,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,11445456.160395462,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,11455097.897270996,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11471064.120469995,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11483962.319594176,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,11495798.586770723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,11499034.55686375,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,11508147.501923645,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,11517275.906043205,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,11522017.561587371,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,11540222.561988546,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,11552883.069372145,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,11559342.534007741,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,11571138.156249352,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11572973.899980461,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,11591660.377344642,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11603892.701816568,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,11630746.943667565,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11679948.800618162,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,11689379.34180809,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,11720680.741314868,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,11723497.3788633,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,11734841.920507437,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,11737801.211075319,0.2857142857142857
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,11759881.101933822,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11761590.219839465,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,11770595.171001047,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11789677.003760692,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,11805533.643410824,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,11805696.749158397,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,11813258.913156416,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,11837682.283305006,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,11840748.536720488,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11857530.149549505,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11857530.149549505,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11857791.345561702,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,11859175.953678817,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,11866146.54887591,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,11887969.67105466,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,11899606.829472398,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,11911388.522064747,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,11924444.667311348,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11928912.414368711,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,11952756.329267794,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11965396.313866092,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11970109.57056178,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,11974531.686895985,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,11976888.988283277,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11989115.727839204,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11990355.921047635,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,12001226.570654787,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,12054036.059159987,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,12093901.476677984,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,12094037.516615558,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,12154493.74082126,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,12174909.763841592,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,12189620.17834355,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,12227656.210408144,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,12258849.861351293,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,12278691.480677046,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,12296202.178786466,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,12303520.48078003,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12335373.212785922,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12368203.596707467,0.0
