因此上臣的病重加十分、千岁爷呀！,0,因此上臣的病重（呃）加十分、千岁爷呀！
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,10131080.855034977,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,10131917.66288859,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10132050.199797217,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10146455.505270004,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,10160111.099407546,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,10177674.071774868,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,10186921.030065808,0.0625
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,10186921.030065808,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,10208444.04671294,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,10210293.193843938,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,10230909.752372047,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10244833.559704587,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,10249585.341144597,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,10253731.607328728,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,10255692.584774297,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10260954.100771746,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,10261375.748711815,0.0625
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,10261781.306942929,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,10262134.37178399,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,10262517.91159875,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10265907.905110795,0.0625
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10277426.13494955,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,10302480.64799032,0.0625
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,10316594.952535674,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10325146.206295028,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,10331210.079389758,0.0625
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,10348485.085388632,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,10354937.980436597,0.0625
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,10355443.956824716,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,10371955.171732098,0.0625
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,10383708.652643222,0.0625
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,10391137.800725847,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10391667.061172126,0.0625
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,10394601.428559514,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,10397750.74700336,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10402071.970824176,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10402157.953407582,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,10408770.570010075,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10424698.86048358,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,10424736.174972076,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,10433123.324781315,0.0625
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,10435058.936705245,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10439702.352401072,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10452185.022325011,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10453004.032282531,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,10470037.46290477,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,10471002.860493757,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10471380.856320243,0.0625
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10504128.301781362,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10505326.375949552,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,10511667.14806426,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,10522279.753902305,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10548523.561931172,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,10551556.015755186,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,10554924.079040676,0.0625
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10562013.584490286,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,10574287.658167789,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10579152.11378708,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,10579683.470896387,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,10583793.848511932,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,10609794.879915262,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,10622691.870077105,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,10623376.77748913,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,10649214.74450834,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10661187.276346873,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,10665688.206345059,0.0625
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10675269.245157918,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,10694643.875683779,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10701407.742360344,0.0625
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,10704876.627627214,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,10714966.690450368,0.0625
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,10718934.654026523,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,10723401.221963793,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,10739436.574644187,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10751607.973586148,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,10764844.28591519,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,10771378.54015489,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10771664.66984278,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,10773275.304748353,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10778989.72185922,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10779532.928448746,0.0625
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,10796958.932023576,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10804433.182477137,0.0625
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,10805788.799104838,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,10828700.21835234,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,10867077.578958282,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,10870229.22073992,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,10873891.387395324,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10877045.72303266,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,10889738.26523594,0.0625
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10900287.1503299,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,10900470.678989038,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,10901661.3768429,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,10909647.90265918,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10915160.648107488,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,10918918.404253652,0.0625
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,10935261.501918694,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,10940776.068933923,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10942505.467571074,0.0625
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,10974169.199049452,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,10975077.41883696,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,10975332.864740146,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,10978826.820504287,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10991831.70031058,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11000700.254214043,0.0625
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,11006819.027537255,0.0625
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,11011046.062367182,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11019225.33721504,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,11023932.072139733,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11031718.261187274,0.0625
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,11034538.05473319,0.0625
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,11036929.641255349,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,11056087.966614425,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,11057933.622020671,0.0625
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,11059724.963409089,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11068370.919403033,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11081748.919278072,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11085975.980463643,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11090864.073583659,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11093515.168902796,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11115479.431747783,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,11139426.926173238,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,11147293.73361212,0.0625
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11148848.135332104,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,11150431.90128694,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,11152546.02873927,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,11156550.492039151,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,11195587.279535878,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,11214435.440672308,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,11215706.720379045,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,11247317.044636514,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,11260545.792754171,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11270122.310665853,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11290295.110757167,0.0625
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,11296520.088042213,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,11301446.973385956,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,11320691.849653171,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,11325213.232183361,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,11325213.232183361,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,11326315.557443935,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,11345800.576650435,0.0625
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11356375.780485341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,11372239.6921196,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,11374747.058683924,0.0625
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,11381901.217328904,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,11389373.75392657,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,11392873.21369332,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,11403252.154186867,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,11410227.490445293,0.0625
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11428411.944577668,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11428411.944577668,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,11429959.261257462,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,11432173.723867811,0.0625
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11446953.730076883,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11463609.898017943,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,11466158.942712424,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,11484818.533252005,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,11485892.515699085,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,11488322.17341657,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11492316.07926771,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11518246.059960142,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,11546207.33977739,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11552119.810177019,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11559896.011269512,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,11560883.32628693,0.0625
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,11560918.013218528,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11574212.974938747,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,11578293.024152696,0.0625
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,11590312.297543429,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,11591045.666121986,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,11593538.990334967,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11596282.094764652,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,11599193.641494574,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11600301.09416408,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,11611320.07088066,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,11621425.14851604,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,11625724.956354806,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,11630865.617726896,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11634784.62161109,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,11664256.303992461,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,11667781.57554691,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,11672812.841467833,0.1875
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,11673922.347077059,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,11674463.919019248,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,11674939.58916407,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,11683330.567453945,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,11683836.035821512,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,11685739.455186944,0.0625
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11700396.767045435,0.0625
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,11732962.175706549,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11734143.53534809,0.125
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,11737703.878297113,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,11744768.825476058,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11747620.47744168,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,11748131.581190983,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,11756270.883786626,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,11765584.72661475,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,11809674.389261214,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11810180.83541468,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,11823240.648104975,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11825001.51594253,0.0625
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11829847.685566118,0.0625
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11861292.498841824,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,11865132.551868103,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,11881501.101430755,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,11893655.303207027,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,11898131.072288023,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,11898222.8416406,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11900399.933800522,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,11902084.243695626,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,11905077.404181719,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,11917874.036192594,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11921712.602652384,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,11940911.311696358,0.0625
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,11951065.952938909,0.0625
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11954546.95369996,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11959361.935720442,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,11963010.296759026,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11964691.925250145,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11970833.954532497,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,11972810.223248405,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11977085.106326912,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,11983627.239119008,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,11996916.527519843,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,12003346.02487357,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,12004171.024602966,0.0625
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,12010641.987448825,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,12012030.850165997,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,12022836.455644818,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,12031330.98894646,0.0625
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,12041176.724270012,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,12051834.382927459,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,12068627.480887694,0.0625
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,12079823.935721021,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12080751.468762673,0.125
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,12084316.505263682,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12084974.363273304,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,12085255.7130463,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,12092498.952082088,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,12103751.824928617,0.125
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,12123193.58743117,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12127127.409426711,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,12141950.454506114,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,12146920.510383872,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,12184859.384314558,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,12199089.827331977,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,12214680.059890317,0.0625
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,12214767.703829873,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,12245828.003300589,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,12248738.656519629,0.0625
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,12258609.712126127,0.0625
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,12261154.523311762,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,12266169.91333217,0.0625
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12297006.68164774,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,12307289.737463718,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,12327255.822284633,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,12329442.760225756,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,12337038.471524032,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,12364075.013747953,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,12372672.886808937,0.0
