因此上臣的病重加十分、千岁爷呀！,0,因此上臣的病重（呃）加十分、千岁爷呀！
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,16363532.546767568,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,16372987.332185365,0.0625
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,16384496.089047484,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,16397581.927634373,0.1875
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,16398769.449941551,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16437645.889689472,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,16441935.758961644,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,16453891.20424503,0.0625
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,16480836.328085171,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,16486645.075978665,0.0625
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,16503581.807444066,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,16513481.271582987,0.0625
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,16517915.749637311,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16524890.262303252,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,16532338.005340304,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16541766.655752834,0.0625
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,16573182.309550408,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,16574978.653306592,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16592001.904388696,0.0625
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,16634607.193399305,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,16635473.004643124,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,16642004.334356174,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,16675522.728754984,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,16683274.571012309,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,16686348.440550612,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,16793530.674603254,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16809286.799550373,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16893600.354988836,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,16970349.647699624,0.0625
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,16975770.421486303,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,17059354.577776115,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,17096767.201388057,0.0625
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17207202.04714403,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,17211914.137699727,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,17239645.686590526,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17245798.773547724,0.0625
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,17271509.696109116,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,17274471.916347012,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,17283054.983565588,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,17357645.61550619,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,17377135.648889467,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,17414293.59496667,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,17427066.113854233,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,17447843.97614483,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,17507500.14627815,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,17524698.677101232,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,17526017.32646547,0.25
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,17594435.9223311,0.1875
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17611669.332807694,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,17641859.453269754,0.0625
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,17699902.155950565,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,17701097.272894878,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,17731973.219063602,0.0625
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,17737375.206241067,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17787296.67845728,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,17812727.887317915,0.0625
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,17835809.57647233,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,18006978.657083258,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,18017154.005926948,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,18029647.34797214,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,18030246.41656328,0.0625
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18058943.68459496,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,18062922.982725117,0.0625
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,18138209.634871904,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,18138209.634871904,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,18182661.020725325,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,18198939.40790498,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,18210114.306437653,0.125
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,18234316.556634765,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,18245754.432579715,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,18264668.56961174,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,18269969.457859546,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,18323151.51014614,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,18323276.46797049,0.0625
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,18452943.42228027,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,18484264.91539963,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,18575961.27063825,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,18581409.842909973,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,18657056.233127136,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,18687491.582096267,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,18708572.28739005,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,18754734.252708454,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18813002.918238647,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,18908443.85706778,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,18949987.046575572,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,19115006.349913158,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,19175183.1895767,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,19198799.609982416,0.0625
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,19382964.738264184,0.0625
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,19433188.46236728,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,19667203.35031275,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,19667203.35031275,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,19715325.52732094,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,19840087.506823618,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,19925551.301678263,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,20119976.97339777,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,20157663.132212278,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,20176012.801657494,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,20320377.32435058,0.0625
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,20326183.672036897,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,20343718.666532364,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,20434909.546575792,0.0625
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,20461611.223288424,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,20537682.38155358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,20566727.404671222,0.0625
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,20572552.777542435,0.0625
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,20722945.64119252,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,20842915.79301958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,21003812.93192269,0.0625
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21034381.919939566,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,21202445.483507987,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,21229985.91681123,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,21264156.25392768,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,21350364.164117835,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,21350364.164117835,0.0625
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,21383273.834743887,0.0625
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,21649245.494880885,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,21668396.34028183,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,21679403.390498824,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,21701624.22736087,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,21735715.245422617,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,22176821.01053338,0.0625
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,22191749.825144995,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,22228370.717974022,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,22579855.510214984,0.0625
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,22640150.276122928,0.0625
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,22640150.276122928,0.0625
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,22837714.446436994,0.125
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,23575195.15058311,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,24114464.876612052,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,24476686.782803413,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,24658755.639842257,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,24685078.012292612,0.0625
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,24758653.59540275,0.0625
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,24833729.111361463,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,24837005.34699351,0.0625
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,25206228.33645214,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,25667058.928837232,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,26471965.226127006,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,26471965.226127006,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,28618731.73291791,0.0
