先帝爷下南阳御驾三请,0,先帝（呀）爷下南阳（呃）御驾三（呃）请，
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,9576450.085923871,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9577441.351327242,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9584679.085710177,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,9594790.406262198,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,9605260.546424383,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9626936.117582569,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9631369.559639016,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,9649722.263533387,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9649983.550592376,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,9679764.89256339,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,9692401.549142998,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9695921.156804167,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,9696214.362421848,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,9709320.875258926,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,9712186.564315137,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,9749009.491097106,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,9750324.00152715,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,9773913.291405356,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,9775567.311938047,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,9783043.323804567,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,9785044.71092464,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9799057.76830062,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,9800072.704152158,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9806990.272694238,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,9816680.163589777,0.1
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,9822541.346363645,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,9835044.426867908,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,9839899.262472745,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9853432.989960292,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,9855205.41465127,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9859822.310157917,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,9862582.307192802,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,9868100.56364437,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,9874097.537309978,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9886629.661701543,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,9896628.718477974,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,9934842.89841472,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,9946947.984670551,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9948509.083000692,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,9952019.27305575,0.1
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,9965331.196178189,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,9975710.590600962,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,9991093.242212657,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,9991182.867729994,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,10040121.437052779,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,10045718.697534978,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10045957.144259335,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,10046230.328071361,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,10055173.460790215,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10060429.720107345,0.3
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10077805.804107055,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,10086998.640883066,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,10087904.97389729,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10108505.976366859,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,10116872.837948289,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,10127561.2544027,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,10128334.417774383,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,10133645.449026288,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10147306.388370892,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,10184158.809192795,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,10222089.37781398,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10235725.446594844,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,10242778.019487264,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,10267552.825906038,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,10272662.044355761,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,10308259.992804717,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10308860.006522544,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,10318914.410884116,0.1
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10327604.800880805,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,10376672.213826343,0.1
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10381548.139484262,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10405019.847378995,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,10417631.204248428,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,10423194.697003419,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10476334.538074836,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10487077.221994238,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10504645.95593704,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,10506904.271473488,0.1
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,10520531.106582634,0.1
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10528623.783132615,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10533209.09654229,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10536940.51304244,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10581001.53701516,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10585660.459830226,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,10588512.51785411,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,10609012.829034857,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,10624566.312382972,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10625691.099887284,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,10630117.710858228,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10652256.684589254,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,10660507.857286377,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,10664024.246000398,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,10682915.183801025,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10684539.29000404,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,10692596.186392235,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,10714763.58862236,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,10724554.16642604,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,10755821.706616601,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,10762070.83738384,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10765808.032458004,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,10779959.779637743,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,10819308.959549816,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,10822853.315974392,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10829267.302685646,0.1
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10834073.571391521,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10836954.094441948,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,10854053.803347856,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,10864189.812204953,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,10868641.580604343,0.2
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10871528.862282837,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10882604.639398767,0.1
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,10884653.457795395,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,10884736.176000053,0.1
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10909933.029174108,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,10934876.544384176,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,10943958.140434131,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,10954166.791265808,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10972307.239553438,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,11002948.398748314,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,11005834.886079893,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,11022512.84379876,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,11023440.9250867,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11029034.302632919,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,11029107.067617333,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,11032077.943832316,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,11043458.591069411,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,11044784.29747949,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,11055026.926800651,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11062310.649701793,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,11071974.610267978,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,11082887.727918338,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,11083374.741882661,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,11093954.422607502,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11104180.93312298,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,11117556.506391652,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,11120569.724976165,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11128660.353398953,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,11128778.579333303,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,11138046.396488331,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,11180320.196860345,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11190680.650721645,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,11203583.128707344,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,11205390.55144701,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,11207264.175715074,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,11218474.490732932,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,11221738.339685878,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11249369.689911574,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,11260382.68566196,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,11267118.489932368,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,11271826.488015454,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,11272606.14914193,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,11276002.082969123,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,11282005.076416228,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,11290746.101006946,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,11325934.15165134,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,11339013.07315329,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,11356713.522890748,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11372287.379485952,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,11380081.93580568,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,11380081.93580568,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,11387581.977086887,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11443633.556271972,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,11459682.71472722,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,11474597.72898365,0.1
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,11494523.476465352,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11515708.093171857,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11517644.826345498,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,11528016.163317151,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,11553048.16576799,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,11574093.96096369,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,11588925.102864671,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,11603827.465155251,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,11607168.833968291,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11609974.608503165,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,11620260.55703543,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11668962.336646987,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11726238.773367912,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11767545.500599356,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11783461.416593513,0.1
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,11784921.013550153,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,11825581.709268866,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,11832264.850463133,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,11867498.860790515,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,11894576.252155429,0.1
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,11907849.38551697,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,11908746.826954078,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,11910876.98343107,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11911479.053830544,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,11934680.598002216,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,11996793.54579957,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,12023476.219839929,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,12029282.281571291,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12036413.30038661,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,12094100.385416,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,12110076.843199449,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,12115929.17967114,0.2
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,12117568.793994967,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,12132888.18721967,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,12141980.214315852,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12167430.950115,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,12191469.973239936,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,12193964.669345502,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12202662.795357885,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,12214922.822718997,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,12251046.416642651,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,12254436.964505583,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,12254723.402160572,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,12266568.400205078,0.1
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,12280957.917241795,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,12281460.331224294,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12311760.740080692,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,12318561.32279505,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,12322461.816050421,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12335478.367221216,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,12339393.93005771,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12353078.671594994,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,12353122.484102137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,12387223.595374243,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12415742.285812652,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,12428824.714471772,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,12435292.61512901,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12451600.979105271,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12503330.37950927,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,12529363.574507458,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12537954.91986636,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,12551176.891411608,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,12552414.963780403,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,12554501.996768601,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,12556989.165357985,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,12565626.207210813,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,12568391.089226492,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12590842.383637242,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,12638801.067388516,0.1
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12655964.598820042,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,12663585.157064427,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,12663980.498866685,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,12667290.527315289,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12668723.86555589,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,12670234.937160881,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,12678189.316130577,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,12678388.600164331,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,12681119.387912618,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,12696600.023779707,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,12705764.666830841,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,12706203.19380318,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12734736.81924532,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,12742109.86960591,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12746615.298639715,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,12751237.329232208,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,12752029.746774198,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,12794242.374301601,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,12795160.498826068,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,12816719.408284515,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,12820095.448575871,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,12852332.368550818,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,12857137.78612133,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12865110.021106523,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,12865662.978603033,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,12875439.415503431,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,12884362.11179287,0.0
