实难舍街坊四邻与我的好朋友,0,实难舍街坊四邻与我的好朋友，
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,11164595.424905965,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,11164826.53509353,0.07692307692307693
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,11165709.850153586,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11166555.151061792,0.15384615384615385
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,11192484.061139187,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11202250.828737084,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,11216872.09629838,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11257521.122232629,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,11285425.47781738,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,11328422.498711206,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11336646.250501417,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,11345793.855507053,0.07692307692307693
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,11347774.662018849,0.07692307692307693
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11353752.237392582,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11356884.986799544,0.07692307692307693
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,11360862.499940202,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,11364601.030339738,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11372774.512198014,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11389132.399311045,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,11427241.471382288,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,11439263.02073499,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,11475450.364644937,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,11496976.44028378,0.07692307692307693
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,11527491.889537044,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,11546827.032074425,0.23076923076923078
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,11555479.252928711,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,11581059.07976781,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,11607764.524364589,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,11611151.739319948,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,11628263.693078054,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,11658368.831516916,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,11666607.456601696,0.07692307692307693
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11668319.722887287,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,11669381.129731396,0.07692307692307693
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,11703297.033811713,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11709815.927918777,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11728109.107701708,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11740942.571483817,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,11744941.86153503,0.15384615384615385
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11762299.495055832,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,11771718.002849834,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,11775525.392978938,0.07692307692307693
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11792988.645122375,0.07692307692307693
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,11796046.99581114,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,11800213.216019787,0.07692307692307693
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,11822745.110798858,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,11842064.63693827,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,11848145.90825212,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,11850213.31052239,0.07692307692307693
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,11864535.917823438,0.15384615384615385
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,11867153.371302482,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11877956.803889701,0.07692307692307693
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11883617.506782126,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11900956.438798409,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,11904041.904120807,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11928124.476668615,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11943410.615508856,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,11969831.859581996,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11986799.360593447,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,11995500.94424151,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11997901.795244785,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,12003486.460360477,0.07692307692307693
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,12069704.317015491,0.07692307692307693
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,12085840.707224108,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,12100545.763838505,0.07692307692307693
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,12128647.543900507,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12137954.903278312,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,12162442.36885397,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12162524.504625376,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12167638.132312559,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,12223687.226888577,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,12270020.843194453,0.07692307692307693
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,12281957.086135317,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,12281957.086135317,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,12315501.328797784,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,12316171.402923053,0.07692307692307693
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,12323589.203176137,0.07692307692307693
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12387894.247562265,0.07692307692307693
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,12403955.058531797,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,12413473.686947497,0.07692307692307693
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,12421293.44700998,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12440375.954614649,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,12522057.0812673,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12531926.655945908,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,12563617.634523604,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,12571780.714732094,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12582418.604415841,0.07692307692307693
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,12589378.356820917,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,12612857.386764055,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,12620016.857477475,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,12629290.523635965,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12661048.698644552,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12672175.406614661,0.23076923076923078
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,12692798.095122164,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,12692969.22135762,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12697070.53325436,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,12737599.645532502,0.07692307692307693
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,12737599.645532502,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,12759735.805570439,0.07692307692307693
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,12838250.035032753,0.07692307692307693
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,12869385.499305315,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12900379.087352576,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,12902857.905140786,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,12907475.999919998,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,12908443.355497126,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,12946314.508772,0.07692307692307693
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,12971375.589993324,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,12996427.347829225,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,12999738.203969099,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,13021910.815332713,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,13029370.365520265,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,13043040.313283583,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13073029.651215067,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13088354.432807315,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,13109652.49189788,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,13124144.34285494,0.07692307692307693
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,13126067.704767572,0.07692307692307693
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,13131071.50655649,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,13140528.300107406,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,13197563.202398114,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13279428.253414752,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,13304718.020603573,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,13307605.089312296,0.23076923076923078
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13330651.728481563,0.07692307692307693
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,13334132.355818877,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,13354345.226510605,0.07692307692307693
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,13354588.052825272,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,13367018.299380146,0.15384615384615385
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,13383636.078001589,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,13387432.418091377,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,13402789.15411921,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13404746.97130542,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13451493.439755358,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13476033.581723617,0.07692307692307693
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,13495824.029877381,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,13502540.142872995,0.07692307692307693
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,13532700.12108769,0.07692307692307693
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,13539006.424323019,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13566696.834091049,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13647542.310450984,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,13663923.094172781,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,13691629.66761831,0.07692307692307693
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,13699233.17081076,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13711427.718262093,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,13721401.28048762,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,13742376.428753266,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,13744258.63024742,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,13787479.794329684,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,13837505.275185337,0.15384615384615385
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,13846481.88363258,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,13857301.090698421,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,13865153.908382496,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,13871247.608734109,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,13886546.509933496,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,13930932.852937287,0.15384615384615385
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14039954.67696225,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,14040959.805362802,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,14089383.626224281,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,14112588.18746975,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,14115231.59949413,0.07692307692307693
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,14149613.851234121,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,14176013.951529771,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,14188665.66138574,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,14188665.66138574,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,14254155.521049038,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,14286363.378582448,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,14318574.38975275,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14322385.093229601,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,14338407.234333122,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,14346674.47762543,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,14354080.923311092,0.07692307692307693
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,14354080.923311092,0.07692307692307693
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,14371714.998358844,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,14377437.557658684,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,14409377.142498335,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,14414295.070182564,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,14439190.550903462,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,14473356.577106064,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,14544362.38220182,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,14544446.718031349,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,14572623.012004215,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,14573196.93789927,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14573948.300665965,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,14578453.18660158,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,14586939.723555006,0.07692307692307693
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14600556.254213395,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,14617945.82226232,0.15384615384615385
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,14641397.75084988,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,14683576.360073438,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,14711462.401764836,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,14760926.937987123,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,14786818.71036969,0.07692307692307693
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,14810825.870611943,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,14839467.987242397,0.15384615384615385
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14897287.703665774,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,14933071.770598311,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14937051.29098363,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14938380.679096421,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,14938402.18753549,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,14948602.623380983,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,14954655.126962852,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,14964012.682252074,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,14988510.169430038,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,14993890.269518144,0.15384615384615385
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,15062430.294597158,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15114632.635969607,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,15136240.71189735,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,15175351.7741874,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,15255172.598483486,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,15277750.620876722,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15290911.646895338,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15310728.49369595,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,15325532.079999056,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,15377608.641812805,0.07692307692307693
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,15416055.5458595,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15448096.596049828,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,15466694.532070428,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,15514624.000625817,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,15527878.265749991,0.15384615384615385
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,15547058.843861843,0.07692307692307693
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15547836.473514779,0.15384615384615385
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15625262.38099667,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,15630957.109469362,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,15667405.403820125,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,15702844.734188613,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,15790201.457993712,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,15815807.026639963,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15944398.638674526,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,15977993.001667112,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15987200.876822975,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,15992923.39405789,0.07692307692307693
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,16122732.492652347,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,16209980.413011087,0.07692307692307693
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,16287048.256434062,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,16298850.461376239,0.07692307692307693
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,16315559.0448852,0.07692307692307693
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,16315559.0448852,0.07692307692307693
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,16365809.982793054,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,16371552.224455629,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,16372038.247299204,0.07692307692307693
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,16428378.522023436,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,16513417.756998396,0.07692307692307693
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,16531183.684264306,0.15384615384615385
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,16579966.537833838,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,16607359.15335126,0.07692307692307693
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16632808.895809863,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,16738932.56451313,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16750803.335102215,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,16753576.292283282,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16930414.402473673,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,17029497.699874997,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,17125690.58956896,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,17317781.698970392,0.07692307692307693
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,17381303.83689554,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17419739.920832053,0.0
