实难舍街坊四邻与我的好朋友,0,实难舍街坊四邻与我的好朋友，
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8438742.324676473,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8453151.637396902,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,8494354.879606511,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8520930.210014036,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8530830.55020224,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,8531171.930008354,0.07692307692307693
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,8537369.141968478,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8552207.420459941,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8589059.81414068,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,8590456.646739388,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8619977.6174374,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8624700.536167275,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8631287.113286845,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8634451.956545658,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,8646639.834404994,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8662386.989837341,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,8673538.499096751,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8679142.811559387,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8679179.1745482,0.07692307692307693
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,8689191.550235426,0.07692307692307693
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,8695124.327804795,0.07692307692307693
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8695167.329426223,0.15384615384615385
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8743570.161479438,0.15384615384615385
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,8748957.271823104,0.07692307692307693
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8755084.028957222,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8756661.756976983,0.07692307692307693
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8800905.958023576,0.15384615384615385
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,8801036.75970099,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,8809414.932379508,0.15384615384615385
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,8812604.363890612,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,8815910.791951178,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,8817760.803342583,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,8830775.29629617,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,8870359.137049288,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8872408.840068081,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,8889775.136064276,0.07692307692307693
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,8898044.052886495,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,8898360.466898454,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8909389.692737076,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8917172.265306382,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8941956.569218094,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,8959433.591595227,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,8962202.349213859,0.07692307692307693
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,8966936.31103657,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,8967239.083963769,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8976779.693720752,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,8983466.059255071,0.07692307692307693
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,9007510.365710758,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,9015567.588991154,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9033596.585416494,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,9078225.687857488,0.07692307692307693
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,9080589.454917863,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9083518.79442589,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,9088981.796071552,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,9088981.796071552,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,9100212.75590046,0.07692307692307693
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,9108875.538291281,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9121618.748690687,0.07692307692307693
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,9126494.71435072,0.15384615384615385
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,9127387.842184065,0.07692307692307693
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,9131090.09935476,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9164742.480229767,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,9164915.960884519,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,9169616.463657793,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9174851.691918127,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9179143.950090276,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,9180454.277499024,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,9188171.094357444,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,9193856.35184265,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9194295.100616572,0.07692307692307693
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9198768.609900285,0.07692307692307693
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9217743.09169449,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,9224998.578403823,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,9231554.994499886,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,9232936.818732185,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,9239472.929423274,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9254022.013738034,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9255993.642819136,0.07692307692307693
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,9261477.702684581,0.15384615384615385
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9302129.206695722,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,9306049.019668875,0.15384615384615385
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,9319855.318042194,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9324412.027245888,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,9371422.76525567,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9392048.141522663,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,9402449.489039997,0.07692307692307693
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,9407083.655746616,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9421696.44350693,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,9451410.295921784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,9461604.513102854,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9467886.30899109,0.15384615384615385
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,9476923.586761644,0.07692307692307693
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9483325.732992211,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9489300.304008711,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,9494610.534105364,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,9510769.331271289,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,9512384.042218829,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,9536835.387721824,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,9539903.75881447,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,9544951.777083792,0.07692307692307693
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,9548305.310109409,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9556918.37536738,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,9560815.069881517,0.07692307692307693
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9591837.58816168,0.07692307692307693
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9598441.002742482,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9613258.616278278,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,9622117.087339323,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,9626477.12103388,0.15384615384615385
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,9649073.214556543,0.07692307692307693
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,9671772.703469414,0.15384615384615385
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9680070.087731784,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,9700429.880487815,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9707898.720899845,0.07692307692307693
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,9710867.845750479,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,9715390.22542919,0.15384615384615385
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,9716922.843343154,0.07692307692307693
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,9728042.902571734,0.07692307692307693
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9742390.797037214,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,9758991.430217758,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,9766866.12997581,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9781682.546691813,0.15384615384615385
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9783813.837452851,0.07692307692307693
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9784577.484189956,0.07692307692307693
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,9794244.854173707,0.07692307692307693
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,9797344.727673983,0.15384615384615385
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9798064.883037748,0.07692307692307693
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,9805965.931338524,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,9817451.825815108,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,9829883.448586209,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,9834076.418151405,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9837814.412673123,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9861444.56709547,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,9864591.396731164,0.07692307692307693
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,9864677.13053303,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,9868972.354399543,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9908954.873085799,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,9909996.574900737,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,9913377.127584489,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9920042.800183194,0.07692307692307693
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9939321.69950675,0.15384615384615385
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,9960573.678839017,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,9986915.482579058,0.07692307692307693
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,9987490.161919305,0.15384615384615385
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9988937.18819105,0.07692307692307693
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9990686.087064372,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,9996817.087230286,0.15384615384615385
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,10010242.371875446,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10015769.34371478,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10027572.924941601,0.07692307692307693
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10028659.816563688,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,10031367.095451647,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10035581.215594677,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,10046718.186938517,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,10054195.542959422,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,10084430.737882026,0.15384615384615385
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10093680.479587793,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,10094145.944870638,0.07692307692307693
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,10110940.99659533,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10118505.461629402,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,10123164.049843514,0.07692307692307693
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,10131803.02188173,0.15384615384615385
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10141188.340273898,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10146103.232446019,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10154463.180902917,0.15384615384615385
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10154463.180902917,0.15384615384615385
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,10166086.845093967,0.07692307692307693
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,10193596.756414063,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,10197396.809156295,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,10212419.671443433,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,10228755.605450785,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10241006.735010091,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10258018.84522159,0.07692307692307693
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10276215.872083224,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,10276507.43602111,0.07692307692307693
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10284120.965898415,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10290405.900779389,0.07692307692307693
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10324888.793953862,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10375126.621625096,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,10383236.65111019,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10391202.689470256,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10394546.957773654,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,10418204.430592192,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,10420041.675463138,0.07692307692307693
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10466966.837555727,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,10469229.429904703,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10471393.205129031,0.15384615384615385
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,10471581.813290628,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,10491631.90131253,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10507450.778334986,0.07692307692307693
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10510653.248031469,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10512276.466861812,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,10516190.03835632,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10539860.400397424,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,10583110.345634121,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10587365.825740611,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,10591064.100454206,0.07692307692307693
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10611460.621788714,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,10623026.7258951,0.15384615384615385
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,10634951.216040885,0.07692307692307693
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,10666044.006495442,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,10673440.367920619,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,10675559.688209731,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,10678718.43670842,0.07692307692307693
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10678960.155917378,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,10692628.444896253,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10696942.176603101,0.07692307692307693
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,10698322.95303265,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,10699467.31857863,0.07692307692307693
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,10700280.436294293,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,10702302.31706546,0.07692307692307693
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10704131.312345127,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10704131.312345127,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10704996.227651682,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,10738438.127623329,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10766382.161434377,0.07692307692307693
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,10810216.52282261,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,10810216.52282261,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,10814402.321607573,0.07692307692307693
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,10820116.669504857,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10820877.604981782,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,10821695.516769085,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,10830037.213911029,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10832927.54274037,0.07692307692307693
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10844014.80351633,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10864296.561445083,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10869475.50626377,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,10899406.000911335,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,10918532.11977395,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,10925026.81430526,0.07692307692307693
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,10930992.879713919,0.07692307692307693
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,10947944.960939012,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,10947944.960939012,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10948834.325383991,0.07692307692307693
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10953653.785304174,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10969628.335081307,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,10975539.656107169,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,10987638.088761229,0.07692307692307693
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,10992333.767180864,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,11023832.699723046,0.07692307692307693
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11066066.052556006,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,11069768.987719813,0.07692307692307693
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11072824.501318311,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,11108756.874009829,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11122278.503242746,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11123568.781086875,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,11124246.573826551,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,11136182.530979129,0.07692307692307693
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,11153209.276671749,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,11164130.60130101,0.0
