思来想去我的肝肠断,0,思来想去我的肝肠断，
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,11294108.313976526,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,11304540.389729073,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11318791.51180554,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,11357559.276053801,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,11388538.380829336,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,11397007.87724448,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,11400493.718265839,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,11415574.806681022,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,11442838.957455784,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,11443383.946923016,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,11473481.930384342,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,11485134.69800458,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11493741.197959717,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11493741.197959717,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,11539781.830049252,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,11552490.159802662,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,11557791.733849235,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,11565400.339287365,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,11583520.454805505,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11592741.168668646,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,11595514.73453669,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,11595514.73453669,0.2222222222222222
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11601185.54885911,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,11621133.705132702,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11650317.430393273,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,11656701.943980712,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,11663494.287406607,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,11683898.285050713,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,11685607.870261978,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,11715746.157005645,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,11738624.16551058,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,11744107.557328552,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,11762874.614155654,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,11771645.503026508,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11788752.969615895,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,11796695.463898739,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,11803608.54184608,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11819140.406532114,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,11856166.341337629,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,11879911.369348591,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,11894298.827705711,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,11903763.583563652,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11905201.805493094,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,11923655.678930296,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,11956875.749911783,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,11963012.903986301,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11975389.055063877,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,11983130.21146517,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12033126.999814821,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,12091563.998209713,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,12091723.171372095,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12096296.908442745,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,12153534.267140388,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,12165154.88354636,0.2222222222222222
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12175119.125037096,0.2222222222222222
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,12206357.180179695,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,12230514.94675911,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12238097.317998476,0.2222222222222222
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,12308497.774018265,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,12314959.953843081,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,12368207.543767588,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,12372261.443434868,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12390001.548017027,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12403796.682311622,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,12436523.263999252,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12457027.19857441,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,12531362.431873474,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12532707.345074903,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,12612330.636458507,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12637134.525893323,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,12710796.873034237,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,12726818.209855732,0.2222222222222222
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12797598.49063158,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,12799149.376270246,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,12799149.376270246,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,12806710.378785832,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,12818856.759543614,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,13204764.515944792,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13205479.61047519,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,13225355.11930723,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13248308.65106168,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13340638.968674785,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,13355711.45658503,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,13417877.101177322,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13451284.456161946,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,13464368.836883266,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,13470306.536383456,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13521489.540082315,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13521489.540082315,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,13549758.1744344,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13565795.573894046,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,13649566.154619228,0.1111111111111111
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,13654792.80534055,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,13667841.16956131,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,13792833.87508934,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13920901.882011203,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,13945410.942632092,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,13985543.645206222,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13990655.209866282,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,14042775.782668674,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14045982.762094539,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,14056436.225714255,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,14059656.513322858,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14096676.623894125,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,14105586.851432372,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,14156209.97034896,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,14313036.934328007,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,14350546.36941885,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,14398063.895895287,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,14445577.898941092,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,14554008.046911322,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,14596793.921294099,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,14604283.049026633,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14708671.571890349,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,14763017.84136378,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14907747.38355769,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,14922154.068644252,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,14999842.63830942,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,15077752.602199914,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,15081759.180033209,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15216037.99798813,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,15294661.554372968,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,15441384.13184948,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,15458615.923365379,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15527630.91203039,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,15756159.145727413,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15867723.223550241,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15962480.084047884,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,16053665.640534967,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16076854.388569646,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16207832.978743719,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,16288033.392170496,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,16289075.79809611,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,16356652.728365824,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,16510786.332446482,0.2222222222222222
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,16821288.51661398,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16879605.665318888,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16879605.665318888,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,17218480.946917694,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17477285.9097862,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,17537488.98211733,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17677176.74902405,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,17856648.44167792,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,17909792.4089476,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,17909792.4089476,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,17996477.2300218,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,18272651.04852743,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,18740639.912674893,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,19322711.20155863,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,19389654.798075322,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,20061610.2503225,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,20733409.115444627,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,21294248.78219159,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,21799969.198166206,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,21920709.05964915,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,23892649.459971204,0.1111111111111111
