思来想去我的肝肠断,0,思来想去我的肝肠断，
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,5944270.44139689,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,5959178.3261440545,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5987419.13816578,0.2222222222222222
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6008422.892835874,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,6009559.7625630405,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,6010317.26201999,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,6012458.425286406,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,6022232.6723142555,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,6023780.602605443,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,6039851.870417573,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,6039851.870417573,0.2222222222222222
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,6045101.651064804,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,6045799.382404489,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,6050958.471088273,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,6052179.439087471,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,6070168.788812337,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,6075248.955327856,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,6077100.836680149,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,6087500.478951598,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,6090042.80796889,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,6097918.501083727,0.2222222222222222
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,6102009.621284712,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,6104619.466309531,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,6108239.948308639,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,6111843.507893876,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6114148.230234133,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,6116707.0278152665,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,6116707.0278152665,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,6117597.127606082,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,6121754.589168079,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,6127763.912674933,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,6137424.668055029,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,6137424.668055029,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,6147603.275954775,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6149161.543000557,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,6151341.773164361,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,6162007.257041301,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,6162227.59474619,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,6179877.3995040795,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,6202462.091161821,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,6205942.157410989,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,6219038.638977744,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,6219103.39652746,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,6220208.81530241,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,6232106.648298263,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,6242732.767946253,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,6244953.221909461,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,6246397.479796491,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,6253659.2855467,0.2222222222222222
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,6263710.621961323,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,6281890.919700404,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,6294643.345254201,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,6303642.219921049,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,6305875.1777330795,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6325109.170112573,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,6347837.984663703,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,6356356.141321117,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,6362403.219880994,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,6365612.195206158,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,6367286.048471565,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,6368081.112579119,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,6368787.239942306,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,6381855.388506947,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,6384190.175373889,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,6384882.939083334,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6392984.974876221,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,6395156.053615291,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,6396005.722577723,0.2222222222222222
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,6401427.269626197,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,6405667.749733928,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,6406297.423036777,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,6425886.817605777,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,6430633.947930322,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,6433192.638530807,0.2222222222222222
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,6434949.537767408,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,6453965.473973082,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,6467292.378296719,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,6473076.975286962,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,6478700.4593768865,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,6500329.575294213,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,6505802.122507102,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,6512236.571785071,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6523192.316509873,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,6525818.078664913,0.2222222222222222
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,6581322.278932662,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6583239.149262898,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,6590189.804184256,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,6595327.884910484,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,6598446.254329976,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6598756.510770969,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,6633030.45691328,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,6634751.961105578,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,6645846.55198943,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,6646469.965186062,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,6649751.475405866,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,6653644.715545927,0.2222222222222222
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,6664883.970234624,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,6675705.561339687,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6680521.045766175,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,6690281.332526219,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,6700365.418309707,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,6712856.586732976,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,6720430.05964535,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,6720827.473971776,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,6726911.357115351,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6748221.70854764,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,6749724.422574003,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,6755443.216401464,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,6756061.809266635,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,6759018.6820830945,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,6774984.326898743,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,6786555.746739984,0.1111111111111111
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,6795219.421524478,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,6798331.515842453,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,6801462.187032955,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6805606.922517928,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,6814899.98721993,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,6815754.891817511,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6815800.674825646,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,6820352.172798539,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,6828246.508754289,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,6828909.16180663,0.2222222222222222
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,6835144.890074013,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,6835928.410090625,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6837397.198909011,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,6843141.352357812,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,6849491.811199661,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,6856623.408188947,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,6863110.817035225,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,6920215.247606003,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,6924481.724858026,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,6926169.885768618,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,6930488.61712222,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,6947673.222679657,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,6955523.735900777,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,6955696.100812568,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,6956540.704310567,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,6963227.064136779,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,6983415.395421275,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,6983740.041948806,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,6989314.372181034,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,6993041.803666526,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,6996519.525735192,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,7002929.117743403,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,7002980.800607477,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,7005593.208150014,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,7017467.9905113075,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,7032055.472076597,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,7032812.400131457,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,7044713.614613453,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7054703.572047649,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,7073404.412505802,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,7073866.500067911,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,7084525.269800546,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,7089985.144408194,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,7095303.541987175,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,7107106.8656528825,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,7108175.437604045,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,7116134.910005932,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,7117940.130519805,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,7119888.365468559,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,7125542.486150727,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,7126889.862399893,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,7127751.62084831,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,7130704.3712285105,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,7140998.54893824,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,7157366.756177264,0.2222222222222222
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,7166582.027368566,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,7173032.34544653,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,7173312.4515794385,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,7189102.618996578,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,7194687.326614002,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,7195946.371780346,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7204721.644536923,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,7207109.146234749,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,7220270.16611949,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,7231044.426636987,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,7232698.00223179,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,7247140.4731699005,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,7268210.3490739195,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,7274647.210872579,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,7280080.451584794,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7280875.910745111,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,7282024.02299955,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,7304654.186554669,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,7304909.080343216,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,7310945.842255684,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,7324861.7727370905,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,7329136.989733514,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7329849.346029682,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7334499.9602433285,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,7334645.293909669,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7342709.04516969,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,7343667.332326287,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7365505.864003063,0.3333333333333333
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,7374361.172293437,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,7394332.185583745,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7398580.753324653,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,7406689.107610248,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,7411176.081147586,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,7418290.208176698,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,7427985.2326517,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7436633.695112199,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,7451398.477217941,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,7460040.093202879,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,7462803.7855756385,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,7463622.071334803,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,7474471.45755752,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7483214.184178856,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,7489287.366686586,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7491802.532676155,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,7495194.7251931615,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,7499144.571718731,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7512075.184024386,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,7522524.848199556,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,7528422.821935134,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,7534648.9990848275,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,7543919.602174574,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7585972.437841849,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,7600447.031269545,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,7608851.31121502,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,7629828.422908976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,7636429.881141169,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,7637586.296659284,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,7661932.681976865,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,7668519.239868458,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,7681652.40580144,0.2222222222222222
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,7682414.307797584,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7688126.114786903,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,7692071.38121132,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,7695849.261480281,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,7707650.453881055,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,7710373.389689333,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,7712797.908307627,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,7721576.20005154,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,7746400.144183872,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,7747052.710191122,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,7749543.370210186,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,7756923.423079379,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7777294.167039221,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,7780591.800359137,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,7829215.891289496,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,7832524.946565891,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,7857384.079651286,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7857856.373116089,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,7872687.065679724,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,7877141.805200955,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,7879770.311551201,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7892056.474620099,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,7893813.411985688,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7894165.057656754,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,7895768.3210904915,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,7897226.179527527,0.2222222222222222
