二不是歹人把城偷,0,二不是歹人（呐）把城偷。
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,6370160.062464454,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,6372223.923053926,0.125
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,6372981.800994623,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,6376027.899059594,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,6377428.718951994,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,6379365.963475677,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,6387688.97215191,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,6398711.660578905,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6402168.860189438,0.125
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,6409865.350950121,0.125
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,6415219.764428796,0.125
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,6422209.352624348,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,6431324.718068464,0.125
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,6441440.978738679,0.25
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,6449653.259567498,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,6470228.360481275,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,6470330.790530969,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,6474874.5528930435,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,6475330.005583335,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,6477702.943150489,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,6480318.014399566,0.125
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,6487051.835279733,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,6518763.58613862,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,6528186.029050276,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,6571935.090996916,0.125
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,6585224.636778415,0.375
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,6585963.5459000375,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,6608811.902933592,0.125
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,6626294.113475264,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,6646156.031164706,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,6650623.461763325,0.125
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,6653175.243291176,0.125
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,6655064.162023583,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,6658054.467522723,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,6660618.825287458,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,6665345.659415646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,6670793.301171044,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6680080.063371068,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,6691488.968835209,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6692667.938829908,0.25
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,6697583.513613862,0.125
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6698615.803682521,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,6706365.458139413,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,6739759.76968006,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,6743628.062627408,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,6748032.953414684,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,6749161.386677747,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,6755705.832770042,0.125
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,6756854.261502333,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,6798966.988060359,0.25
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,6799420.75839544,0.125
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,6808159.01759406,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,6810384.035463515,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,6811490.534365585,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,6819671.187388502,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,6822462.134412917,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6831809.36445164,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,6864959.429319023,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,6867462.853604819,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,6867707.8295869315,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,6878802.683581316,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,6881499.195250284,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,6885845.470954757,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,6894798.320306174,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,6898460.444655101,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,6899096.398978732,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,6907357.108736249,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,6924760.159503039,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6935784.91734326,0.125
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,6938621.012325937,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,6940107.847524459,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,6958017.397513723,0.125
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,6959537.112521447,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6975631.777781658,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,6983926.860647464,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6989859.691823335,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6992008.620705137,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,7012163.048686547,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7014847.752611581,0.125
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7024208.343443945,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7032627.304974544,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7036996.315018757,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,7054640.122075228,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,7056149.049537807,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,7067606.94131221,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7077599.6655403515,0.125
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,7079802.800124229,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,7092746.084672737,0.125
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,7094561.027072343,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,7094653.210581984,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,7112351.590012672,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7118657.516797763,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,7153925.528963337,0.25
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,7170127.929612548,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7171655.85741525,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,7185607.514620887,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,7192671.806175205,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,7221756.092473384,0.125
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,7222157.028195949,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,7233794.64563152,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,7243139.605668751,0.125
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,7246457.26976736,0.125
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,7256608.679633402,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,7259149.71429339,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,7269136.6441203505,0.125
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,7271749.910938561,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,7300819.904485481,0.125
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,7302933.393675275,0.125
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,7309726.300466984,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,7335901.880741982,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,7336915.9323465945,0.125
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7337263.461470263,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,7341960.273826657,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,7358331.000236195,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,7358674.588667339,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,7358674.588667339,0.25
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,7368394.964836573,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,7382466.720602746,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7416758.56255098,0.25
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7426303.881951885,0.125
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7434968.857681327,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,7452092.669221922,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7452672.995396838,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,7485608.905064865,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,7494335.566474249,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,7501697.578646413,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,7529596.698158788,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,7529773.642872723,0.125
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,7536008.383513655,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,7543141.12620061,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,7546813.88721854,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,7550124.156888302,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,7553056.80972675,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,7566575.861862773,0.125
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7576465.573266708,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,7577232.307340748,0.125
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,7600783.45679453,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,7606339.793812224,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,7608003.705111989,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7614357.269371057,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,7629258.896164424,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7630609.5254902085,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7638755.86257937,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,7655261.774109858,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7676006.785397796,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,7689162.875221034,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,7697912.6896917075,0.125
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7702023.880425159,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,7729812.780031841,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,7730874.989405795,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,7744177.176324426,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,7747656.239823848,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,7749379.275477597,0.375
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7767085.098738766,0.125
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7787164.8016167395,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,7787410.472300575,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,7787410.472300575,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7807469.42262242,0.25
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,7814658.782421968,0.125
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7856400.766433271,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,7860908.764730168,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,7871988.892581406,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,7879575.773645986,0.125
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7880140.946477471,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7885459.58228008,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,7897523.602933624,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7922962.038400783,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,7929426.189445621,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,7933952.758842221,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,7937135.129154226,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,7941064.984439127,0.25
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,7987582.134474773,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,7998635.267253083,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,8021680.668013038,0.125
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8069749.436561225,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,8082377.907248099,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,8097490.317466641,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,8111376.463805813,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,8120447.310775041,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,8147328.480074822,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,8157854.492253002,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,8170894.346536369,0.125
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,8185068.253857782,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,8188130.036440202,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8188415.419928045,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8196845.419579599,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,8197190.08080009,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,8201916.023964265,0.125
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,8205287.288127277,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,8207872.423294205,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,8207872.423294205,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,8219687.95429963,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8227297.83625237,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8229538.229780937,0.125
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8232757.603765333,0.125
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,8238338.718694927,0.25
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,8240592.122446261,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,8240592.122446261,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,8260715.021344833,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,8274249.508784542,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8285661.781984145,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,8290436.85183778,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8297331.043020678,0.125
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,8326654.289886125,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8329889.706805235,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8329956.267749876,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,8333662.66781656,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,8357795.100653956,0.25
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8360861.698457881,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,8373783.591749978,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8379235.309514215,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,8380409.55935502,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,8385900.031765474,0.25
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,8420742.357935458,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8422196.199006416,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8422230.774757663,0.125
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8431163.214071704,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8463474.34094613,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,8473837.041231561,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,8478220.272066023,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,8493860.19258585,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,8515434.337562662,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,8533336.237308199,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,8562504.38784086,0.125
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8582287.355854377,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8586938.24285941,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8587571.748751672,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8605682.419099493,0.125
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,8606591.667192876,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8607929.996759742,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,8613754.72544096,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,8614680.571715258,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8628653.24161705,0.125
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8630294.888056409,0.125
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,8646715.645881468,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8649370.440352267,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,8705342.971293904,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8717647.114316052,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8724702.417535136,0.125
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8746886.919001125,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,8765097.224235827,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8771345.048469901,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,8778398.677861338,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8797164.149206534,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,8797169.043111432,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,8797169.043111432,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8808234.188940048,0.125
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8832271.90400657,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8840716.416651418,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,8853579.303491794,0.25
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,8860263.734146789,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8875836.67873583,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8876933.972462831,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8877058.62767534,0.125
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8878240.567288358,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8885027.183801478,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,8907480.265403533,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,8918600.557019712,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,8926839.039040297,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,8937850.74012095,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8940035.908852896,0.0
