二不是歹人把城偷,0,二不是歹人（呐）把城偷。
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,8942200.625783164,0.125
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8956056.409368873,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,8957024.03357179,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,8966727.490054829,0.25
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,8970480.800191486,0.125
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,8970587.873261968,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8978408.356181333,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,8985722.0327652,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,8999493.876106858,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9001235.363016194,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,9013204.053623157,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,9022349.301458426,0.25
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,9023953.287906582,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,9054021.936143275,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,9075764.54893436,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,9085091.10601765,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,9095665.72524857,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,9107180.697832339,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9119588.56528884,0.125
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9130702.189311314,0.125
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9151611.691443725,0.125
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,9167008.981900899,0.125
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,9182497.644193793,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,9186362.71867752,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9195358.918266628,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,9211352.726446036,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9214502.869551841,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9214502.869551841,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,9262966.995878385,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,9286085.768547004,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,9300827.68859742,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9325830.925208047,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9334012.11941425,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,9348427.410989724,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9355875.588128246,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9356399.00039874,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9370275.486698093,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,9396204.282712478,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9409670.76049521,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9421966.350205263,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9441562.499631485,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,9445394.807033926,0.125
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,9451371.486086303,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9465083.046570163,0.25
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9465596.810334703,0.125
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,9471772.479005165,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9499273.685448641,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9509994.940803124,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,9515731.12551102,0.125
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,9581859.274795175,0.125
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9584572.289170641,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,9596977.849446192,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9609774.656154914,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,9618991.808329636,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,9618991.808329636,0.125
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,9625903.554213563,0.125
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,9632706.504716747,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,9643462.765966317,0.25
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,9673101.718765005,0.125
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,9673449.600848485,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9698160.570582656,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9714344.454003094,0.125
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,9714459.142406836,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,9721309.464090858,0.125
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,9766384.991020937,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9772504.570225395,0.125
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,9773361.340413705,0.25
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,9782433.474357303,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,9788859.900355788,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,9804028.700310104,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,9806395.683824265,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9815329.140872719,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9827884.682810223,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,9832986.84883076,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,9853527.032264875,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9853557.912811352,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,9856985.490653928,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,9857000.014726402,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,9869966.251980228,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9872107.555154027,0.125
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,9882779.325879663,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,9889096.27559174,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,9890961.41798942,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,9892724.478233282,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9893162.741118299,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9896791.133361867,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9896791.133361867,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,9907814.859977053,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9932555.703786226,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,9936056.921032853,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,9953365.785836749,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,9970364.345608424,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,10009483.344594447,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,10059856.017467903,0.375
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,10062613.931197504,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10063794.654864693,0.125
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,10070267.878183685,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,10083498.533974154,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,10104424.483409414,0.125
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,10121822.542087788,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10122777.999981845,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,10127284.786471574,0.25
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,10161761.027126692,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,10177262.113917971,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,10189605.924639137,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,10189605.924639137,0.125
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,10217365.755666627,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,10235938.891168563,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10243364.009939233,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10246097.109160034,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10256276.745416865,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10266300.107217256,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10275680.591928888,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10293370.186075576,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10295042.674308384,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,10297664.73625752,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10300628.762431933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,10344268.17886048,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,10348879.766386757,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,10354999.850751603,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10364387.371753108,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,10366086.722949117,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10383351.427750925,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,10385766.72393067,0.125
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,10400052.309410213,0.125
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,10417673.618247163,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,10447589.157023663,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10449181.804055136,0.125
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,10466311.761054495,0.125
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10499618.71610753,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10540524.358410588,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,10542349.708466258,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,10547581.513979414,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,10601238.768161586,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,10603525.446113585,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,10606408.558300158,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10620133.545043219,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,10632937.833728762,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,10652390.930064552,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,10654765.84768328,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,10679129.120209727,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,10718156.661550745,0.125
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,10729236.182500383,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10748377.190428043,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,10789484.514330374,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10817715.25364351,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10825093.672770187,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10840883.358915754,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,10868330.26073603,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,10874091.118605835,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10901991.446489811,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,10924438.886801884,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,10927930.725897986,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10939369.523181524,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,10940785.7970434,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,10977199.388772318,0.125
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,11014456.072582282,0.125
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,11027581.098108925,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11063187.099039685,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,11066604.05238338,0.25
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,11074064.313215937,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11129654.527158696,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,11145023.55067831,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,11159243.562751196,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,11168415.20200516,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11174354.27875977,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,11185657.207151776,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,11200705.255745193,0.125
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,11215989.880963502,0.125
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,11313891.29782086,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,11313891.29782086,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,11356176.109195521,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11372931.281793267,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11374410.636745434,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11390886.410012359,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,11397725.2678848,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11401777.710696828,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,11459196.320233736,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,11507002.127569806,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,11521672.752387373,0.125
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,11552637.93286325,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,11567212.17809255,0.125
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11578114.447212962,0.125
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,11585763.802054878,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,11587925.603961287,0.25
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,11597425.667528959,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,11608876.339363987,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,11614257.896781215,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11633830.858524363,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,11641564.602888338,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,11646762.697958374,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,11701544.114361607,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11726605.634264097,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,11776972.49044374,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,11793642.566203672,0.25
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,11794325.312296726,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11809606.658679098,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,11862126.066674445,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,11896100.941520695,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,11907603.244470293,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,11928388.996998627,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,11939833.56768239,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,11970902.589459848,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11992559.542740779,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11999209.557768598,0.25
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,12037535.453614349,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12043468.559516493,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,12068226.311584989,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,12068744.640170917,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,12087176.8625922,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12127107.045633089,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,12138021.9250528,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,12144882.227031698,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,12151483.53435522,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12169789.308851156,0.125
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,12195893.526354,0.125
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,12226323.577483403,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,12233855.325925099,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,12234892.270319337,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,12242546.095881907,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,12303033.587696597,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,12332654.727440441,0.125
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,12336327.830834124,0.125
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12339373.18049956,0.125
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,12340294.566326426,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,12374525.461194076,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12457329.386162343,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12464340.360837068,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,12467821.064401494,0.25
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,12497740.550542843,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,12510060.159162965,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12513422.302059935,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12521197.179595495,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,12530197.723844081,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,12559680.096026268,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,12561497.805393076,0.125
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,12595015.490258811,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,12601153.348324396,0.125
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12635486.898174953,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,12648984.434624292,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,12649474.205292912,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,12664303.012227232,0.25
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,12671025.39439091,0.125
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,12680120.847926129,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,12710084.551634947,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,12751742.332542293,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12754648.336096993,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12764338.727752391,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,12821319.067025961,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12838410.774617955,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12852575.602696769,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,12893236.736185912,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,12934830.721528577,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,12943024.266259398,0.125
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12974434.298452739,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12974434.298452739,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,13032298.888616858,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,13059472.35978008,0.25
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,13074752.451518536,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13081160.851790458,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13082712.071342196,0.0
