为此事终日里忧成疾病,0,为此事终（啊）日里忧成疾病，
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,12522344.07613688,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,12537806.4650877,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,12562974.613254895,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,12564019.798812468,0.1
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,12571115.862410488,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,12573692.880447915,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12584858.808562482,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,12629373.501119623,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,12634279.536641948,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,12650801.878275309,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,12653379.51617824,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,12670488.485136652,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,12679573.159954118,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,12683376.605966741,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,12684245.709871376,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,12698871.201504376,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12702319.223617047,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,12716847.370670922,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,12734683.624805689,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12771201.966119375,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,12786994.797357002,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,12798697.41401146,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12800169.395590436,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,12818150.52128406,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,12821106.53741186,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,12857408.26186037,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,12857408.26186037,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,12931453.145292224,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12936043.635747697,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,12943331.213359179,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,12951950.59104919,0.1
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12962306.452284947,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12983276.391846208,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12991958.684031084,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,13021614.054583231,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,13057212.070855869,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13086449.04600603,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13118369.787821462,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,13124466.822752783,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13135685.957944054,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13148766.76661256,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13152445.29010707,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,13164881.901668888,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,13194018.734387778,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,13199721.252712026,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,13207434.61387729,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,13208606.916967584,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13227195.333383778,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,13257665.17696913,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,13288630.1402498,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13295448.507053094,0.2
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,13298477.601521771,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,13310724.679321561,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13312048.629491372,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,13343909.47648995,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,13381881.20033514,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,13384949.797576146,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,13402607.362483047,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,13406052.516962012,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13415768.332270145,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13420093.349387925,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,13427364.43704357,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13454029.010798065,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,13459808.728561182,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13505572.403695766,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,13521020.583459724,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13522081.188776141,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,13549885.16377219,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13568408.267347012,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,13589572.461197536,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,13621033.078992166,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,13634136.572030218,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,13635471.246632062,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,13669159.355994595,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,13671608.553471461,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,13676158.601684317,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13699491.865889573,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13710762.746904144,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,13718277.737146255,0.1
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,13720704.449837971,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,13728923.338775575,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,13745240.442392021,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,13801012.23281954,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,13807818.478791865,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,13810116.638626397,0.2
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,13834399.406007681,0.2
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,13843126.421772145,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,13868983.816827437,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,13874333.684923613,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,13890769.668484215,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,13904589.78509203,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,13999371.922435036,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,14030358.17817586,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,14043944.129317706,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14045438.603627607,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,14050029.276425602,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14052924.196519922,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,14094877.763369055,0.1
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,14101294.177456476,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,14103484.445350379,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14118119.030669956,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14153646.62560688,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,14169151.67833148,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,14175977.848155905,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,14199759.641836261,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,14202020.006441446,0.1
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,14215358.833039353,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,14237103.681406325,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,14245514.71247708,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14261843.20634759,0.2
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,14262238.899623161,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,14269030.889808882,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,14300005.904295083,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,14310682.386006802,0.1
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,14313910.153733559,0.2
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14326556.875382472,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,14365647.760253489,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,14395979.482642261,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,14411338.71639356,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,14423986.23389022,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14434731.148518873,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14453496.412276698,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14456889.507378165,0.1
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14466403.673954446,0.1
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14481996.595357578,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,14485508.795229152,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,14485508.795229152,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,14518393.641264122,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,14520593.47867138,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,14523752.759378258,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,14540250.305309499,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,14583051.521918857,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,14606900.224138115,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,14739708.593081666,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,14754987.688256,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,14767651.007388918,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,14775185.63729582,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,14807694.442434067,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,14810818.320990037,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14828673.321729684,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,14864049.62767041,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,14865691.019426921,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,14895357.659626003,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,14902999.537168793,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,14952498.59912371,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,14953403.188149815,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,14954919.71748653,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14965779.49133678,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,15003242.257645909,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,15014293.600897731,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,15017296.978387386,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,15021580.011344431,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,15052339.135867696,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,15054796.265331922,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,15075660.643728664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,15121444.054401008,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,15122207.611300314,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,15128215.05697843,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,15154325.226900378,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,15155464.447611898,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,15186748.831569135,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,15195345.73853811,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,15237838.705088627,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,15244838.78277926,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,15265559.934324337,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,15291703.98602173,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,15332237.884101106,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,15390871.173805809,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,15416563.007802008,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,15418591.057308149,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,15447745.919504514,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,15477740.500934511,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,15477740.500934511,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,15483403.164281067,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,15495728.804747581,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,15501935.764571808,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,15535855.489886831,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15549825.161859281,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15556654.79557479,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,15583203.804694101,0.1
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,15588849.984397322,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,15630711.237074507,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,15638316.889278162,0.1
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,15679786.875550827,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,15698638.37804349,0.1
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15700914.602660805,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,15765113.837346522,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,15782419.211925546,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,15792057.547186755,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,15792304.021810396,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,15792304.021810396,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15871991.88628587,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,15877158.470050992,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15899366.260047382,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,15916551.371139007,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15919837.448145883,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,15933307.139806487,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,15939992.755049871,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,15983432.32214289,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,16020641.445705336,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,16027308.74533296,0.2
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,16047005.03211987,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,16078877.047422945,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,16096243.464647615,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,16162157.493974522,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,16170921.492489496,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,16194208.186900575,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16208533.916448224,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,16209274.70314427,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16215077.457517318,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,16217581.16425796,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,16220580.854811434,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,16235583.843145419,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,16245421.804195464,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16267618.717593832,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,16285105.26687958,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,16317693.73155623,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,16341940.74684386,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,16354703.69837176,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,16379562.496071208,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,16406721.854541982,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,16415420.308910878,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,16420113.195144922,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,16429269.182868848,0.3
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,16432736.061126478,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16434108.08871519,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,16437826.487047968,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,16437826.487047968,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,16516614.132383129,0.1
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,16552936.350775318,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,16571213.151476886,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,16588561.630975012,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,16621229.40896937,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,16622824.710332356,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16637415.048224865,0.1
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,16653515.625821691,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,16693275.765813204,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,16725454.6391766,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,16741375.710078515,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,16780409.915796664,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,16848108.00632932,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,16865434.4322868,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,16873050.334800746,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,16885519.133589398,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,16885519.133589398,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,16898779.891826298,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16928454.651041247,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,16931697.67435403,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16958960.03490949,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,17000553.74637737,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,17001024.10876897,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,17027600.537177753,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,17077077.93057046,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,17138988.57762135,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17171584.53795104,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,17261725.153966475,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,17307026.598326925,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,17319259.467882056,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,17324153.4164109,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,17327864.62210722,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,17369944.510185793,0.1
