为此事终日里忧成疾病,0,为此事终（啊）日里忧成疾病，
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9614589.04283666,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,9616543.558060488,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,9618007.413079798,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,9641881.12365488,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,9642519.697943874,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9649601.93141546,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,9652826.89320594,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,9660659.610096533,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9664851.281862576,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,9665908.308670526,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,9677679.508450843,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9682672.215274915,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,9692279.175439367,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9695605.311890632,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9706395.783837477,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9709511.270818308,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9724120.749996426,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9726115.153225912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,9727786.593088912,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9730307.484267836,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9741938.784956995,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9755105.167050712,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9779830.530499686,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,9782378.116146505,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,9782685.145155916,0.1
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,9785623.566789705,0.1
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9795664.87124357,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,9799033.684323654,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9806441.90883977,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,9832740.014563814,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,9849316.015599666,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9868091.309856704,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9869656.99001147,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,9879068.28502903,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,9889312.503745785,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,9911117.469153266,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9930515.277811429,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,9933627.761557829,0.1
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9941985.550659612,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,9946230.348089093,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,9951684.812781358,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,9968664.230893949,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,9973744.748590654,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,9976802.19277581,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9979858.934364852,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,10006415.974092545,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,10032552.199660704,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,10038660.257485984,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,10051487.611329665,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10068892.587347807,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,10070324.991238857,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,10075925.379692161,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10096502.585648982,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10108039.513619205,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10114854.669441877,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,10130161.254999772,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10150130.497939594,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,10152471.98621066,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,10152561.097651195,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,10156080.229181388,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10159430.862689164,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,10196047.96808506,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10199163.035884645,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10205264.986841504,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,10215723.467439197,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10225452.28670224,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,10244019.95117056,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,10253983.01081653,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,10283099.391942035,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,10297271.135333844,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10298154.281678734,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10304805.528698822,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,10313692.672964297,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,10334515.308867984,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10369161.13885601,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10374715.432591848,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10375640.579222633,0.3
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10377165.477239694,0.1
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10377452.807112174,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,10383913.113571052,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,10418599.276108183,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10431877.21400805,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10456330.204849754,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,10461157.727933904,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,10467561.413858768,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,10468351.534846447,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10474062.620240247,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,10481303.431293048,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10498402.010792818,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,10509151.364184301,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,10519679.788592763,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,10535464.800402988,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10551582.897760238,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,10554293.554426461,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10555637.889629224,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,10563416.663690988,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,10574727.63983356,0.1
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10587022.379733667,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,10607691.890659036,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10614118.838976992,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10622315.382018033,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,10627717.772622278,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,10639179.506321454,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,10644990.950118518,0.1
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,10669723.574337652,0.1
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,10684443.55572196,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10713052.587123776,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,10714728.111274704,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,10715203.685014872,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,10716687.458345318,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,10727845.763012927,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,10732393.83260071,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,10737762.723895969,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,10738524.81276206,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10749078.771931233,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10751949.87210151,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,10757534.355446778,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,10758693.362459907,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10781563.642303573,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,10784953.776075607,0.1
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,10798152.173347607,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,10799688.358013337,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10817083.169237183,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10817325.252161732,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10824990.085784301,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10827522.083231214,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10827759.419626417,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,10845566.917001795,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,10854127.518175285,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,10887334.815465437,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10895549.691163035,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,10897577.258808991,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,10899698.662700081,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,10908459.495990194,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,10919767.880052237,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,10924594.280239487,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,10924594.280239487,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,10926611.856368138,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,10970034.045515237,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,10985001.852947561,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,10999065.061009103,0.1
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11013566.61856555,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,11029841.6064999,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11033385.800691186,0.1
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,11052983.347281883,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,11065751.50017698,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11094654.981966814,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11105111.358732494,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,11119551.322377475,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,11134352.249321831,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,11151626.830506686,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,11160874.290949427,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11162614.259277068,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,11188499.919309214,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,11201264.483956467,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,11223728.445406113,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,11226967.241370188,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,11233238.850277146,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,11237332.335482126,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,11241008.98166498,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11245200.785277143,0.2
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11261139.358711809,0.2
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11319460.953382272,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11323429.257627664,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,11338690.289389728,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,11346548.968663732,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,11346807.921052953,0.2
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11347603.139775654,0.1
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,11350245.353557186,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,11353072.35231702,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,11363984.697943129,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,11373336.053211229,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,11382010.816671805,0.1
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11391832.226118572,0.1
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11395671.756348725,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11395844.063561283,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,11422782.229675345,0.1
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,11431851.522117997,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,11440155.384382157,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11450285.159949144,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,11467683.236545514,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,11475463.833048522,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11480674.547346748,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,11481576.697490908,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,11491549.63954905,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11493625.765318597,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,11506490.189175187,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,11515692.381626893,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,11551298.180207895,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,11555997.397528863,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,11556716.25493113,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11560132.709880598,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,11594616.971675744,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,11601896.891085375,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11616051.424446072,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,11623279.571490936,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11675781.096675364,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,11676595.037804583,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11678237.597423632,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11678237.597423632,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11696747.102653705,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,11699800.181366503,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,11718225.741863994,0.2
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,11723370.475494042,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,11734641.52947444,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,11739563.429234603,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,11745343.991282098,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,11748219.818009254,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11750178.302212559,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,11767001.90092731,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11767019.118185926,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,11779030.452832492,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,11816236.550748302,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,11819560.309771478,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,11864114.753628545,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11874395.357405137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11883903.65108519,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,11899074.102254987,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,11899074.102254987,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,11914252.887470748,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,11937750.764653418,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,11942819.87082069,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,11963906.837389784,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,12002484.495383829,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,12009513.248697236,0.1
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12010149.00655267,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12024566.394388784,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,12029503.775215141,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,12030016.155977238,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,12051884.5213395,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,12052410.834883079,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12056638.885015909,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,12076318.954031285,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,12078238.61461936,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,12092004.56553869,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,12105943.734401675,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,12114769.970273485,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,12117577.112187576,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,12125192.770162657,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12131073.81094208,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,12140654.179878412,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,12149158.100523029,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,12159096.429894486,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12173299.956674857,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,12185165.041394347,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,12190668.208171707,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12190831.448753476,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12213868.46744123,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,12281473.282945607,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12316153.190180743,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,12328231.039078454,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,12331149.667113401,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,12350438.286996951,0.1
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,12351652.762487806,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,12366404.19523372,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,12381962.451693809,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,12435288.21319224,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12435730.464621458,0.1
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,12460929.838985894,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,12462264.284963816,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,12494123.778626587,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,12509406.170887103,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12517649.921644086,0.0
