周文王访姜尚周室大振,0,周文王访姜尚周室大振，
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12292870.379208937,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,12305339.023570634,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12424486.709008975,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12435526.15615703,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12436224.94948144,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,12436373.908510998,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,12482974.659846632,0.1
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12499692.620090626,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,12511012.373613006,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,12511412.6275496,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,12520452.683413845,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,12521870.177579178,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,12528064.351176135,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,12563129.3306425,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12564825.269590713,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,12591865.5370517,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,12636441.13824984,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,12651981.249105906,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,12661471.9349075,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12672233.996429,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,12680872.621785713,0.1
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12738100.97138144,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,12745355.180607406,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,12788299.608623821,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,12824688.564593172,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,12836159.55889735,0.1
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,12862611.518809067,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,12863301.034049854,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,12876125.362487588,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,12878295.989348635,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,12924613.868128583,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,12989929.870111605,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,13040327.911363266,0.1
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13041354.669289736,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,13053594.996883411,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,13053594.996883411,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,13116004.673284912,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13217749.92491316,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,13258812.682915125,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13293232.58232013,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,13293289.130618153,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,13315578.810385562,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,13319993.817754693,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,13325841.8180249,0.1
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,13351675.055411683,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,13361494.602077503,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,13400318.340186896,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,13431382.354121568,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,13435341.828604171,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,13460617.738995105,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,13460617.738995105,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13466864.187834188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,13505639.081418624,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,13518354.969217988,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13531401.590797879,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,13548865.961235998,0.1
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,13552126.811593287,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,13593288.518050661,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,13595704.215682006,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,13603919.232581828,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13683680.081604473,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,13728434.004748104,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13733540.654271139,0.1
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,13735729.651492666,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,13755916.871798996,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,13778318.99126975,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,13778803.052219708,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,13796335.99327088,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,13857774.548950292,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,13861563.66706581,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,13894415.708874099,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,13897821.061647778,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,13932013.485970108,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13935279.70801168,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,13992233.6102632,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14028254.88720963,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,14030440.766390145,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,14072256.542938767,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,14090356.441690965,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,14094935.494586283,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14102658.875435418,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,14199060.696497373,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14235075.097191582,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,14300326.114471914,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,14336972.71797922,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,14420944.703501547,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,14445556.07207293,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14490824.67672177,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,14661346.609169887,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,14720294.020637007,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,14732632.12174664,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,14768118.076892983,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,14783911.800336702,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,14791548.176072137,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,14816494.77505772,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,14843014.935365878,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,14997337.10471879,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14997972.777804784,0.1
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,15010566.767565027,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,15050638.685085874,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15152707.036302077,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,15178885.402343892,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15247471.18800199,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,15261666.192581944,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,15365559.119082429,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,15385828.092538225,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,15407528.23765701,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15410364.553690223,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,15429287.615411576,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,15455531.043431016,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15480643.83938743,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,15834838.730166137,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15921964.707705144,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,16245753.089509562,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,16320300.103344176,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16383498.775037348,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,16514281.17064541,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,16597873.70380412,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,16779434.38979014,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,16897682.35353289,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,16976653.15495854,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,17122368.331503946,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,17186547.3355026,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,17448862.964531697,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,17641587.095929544,0.1
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,17647909.03726835,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17791266.320900757,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,18335993.31671976,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,18749373.190375928,0.1
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,19094925.279146332,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,19604160.570251256,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,20219707.419636514,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,21342687.489628136,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,24341089.25843873,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,27705427.381276608,0.0
