周文王访姜尚周室大振,0,周文王访姜尚周室大振，
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,7044644.909161113,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,7047522.447631429,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7062527.278910759,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,7062855.512901361,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,7073269.073804913,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,7079137.910885147,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7091178.044451761,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,7106621.285450053,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,7107419.768508721,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,7107745.651391984,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7131277.680781482,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,7153737.725576504,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,7157968.87825169,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,7164877.89068351,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,7176549.408353224,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,7180187.763246099,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,7190308.190807579,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,7213587.239061238,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,7215241.599744467,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,7224108.716598613,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,7228873.423109999,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,7228940.471716525,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,7233812.828572043,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,7234091.585990193,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,7242065.904619985,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,7248910.034589794,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,7250633.633871262,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7251506.376504983,0.1
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7258776.282939548,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,7259014.469308374,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,7264140.452028093,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,7278067.421459003,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,7282087.577920194,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,7289879.191514009,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,7293057.5815749895,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,7299071.051049534,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,7331402.870300346,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,7334273.059774063,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,7344364.0960289845,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,7348360.8712456,0.1
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,7368652.414021692,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7373123.348505149,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,7376741.0233293865,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,7381514.148579882,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,7383543.963459466,0.1
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,7391894.513133474,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,7391894.513133474,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7404284.985160122,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,7409691.41384685,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7411140.846640386,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,7414255.035497973,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,7423666.427159672,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,7427646.260635273,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,7428575.565460549,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,7442982.413855071,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,7447772.849142863,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7451958.088796373,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,7458290.894893466,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7459113.633586844,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,7496096.528448004,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,7509158.940215455,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,7513646.302962929,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,7515382.0608845875,0.1
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,7518842.543508118,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,7519917.871177294,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7520470.034997851,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,7522126.14963696,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,7523096.293207333,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,7527510.501922398,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,7531067.138965896,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,7545518.4351646155,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,7556823.589037253,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,7560832.746782772,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,7571626.587232238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,7572699.7076594075,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7578578.830046238,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7598987.419764512,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,7600627.604970648,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,7610428.4799247505,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7613885.265984262,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7615258.454888291,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,7622582.003946253,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,7623381.981108665,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,7626214.873466578,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,7638456.35716543,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,7648568.479652914,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,7650105.022138022,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7688102.261088716,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,7691126.425255206,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,7696766.506798904,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,7697006.130951235,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,7709662.338801001,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7716606.797913455,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7734397.812158523,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,7739315.10658832,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,7742824.695383439,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7743912.7097037835,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,7745248.137218311,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,7753988.676171813,0.1
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,7755335.781250657,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,7759621.351865652,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7773404.233641967,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,7774659.261763159,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7777147.246294163,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,7791922.360654613,0.1
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,7812212.381364012,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,7814226.800292052,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,7822507.738335435,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,7824047.277878293,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,7827502.5639710175,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,7836286.786433609,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,7890953.885433286,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,7892832.951592071,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,7924879.850904152,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,7928767.22262913,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7935163.174293813,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,7936943.87373843,0.1
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,7953407.247962423,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,7957489.544257279,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,7958260.009900835,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,7971456.210962827,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7975716.336622696,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,7981745.391720799,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,7982256.442923032,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7984954.767860174,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,7991739.021913331,0.1
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,7994201.281716023,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8003653.742723373,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,8003794.715599692,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,8009033.3576434655,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8012534.917737844,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,8016047.114330748,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,8022534.2696343465,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,8027845.779137956,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8031834.545092724,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8033634.387915729,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,8041692.323274601,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,8048057.789823322,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,8048472.124299256,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8061415.73416795,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,8063433.087594431,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,8063433.087594431,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8071702.569771794,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8098022.345037821,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,8098463.020621968,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,8105214.661805255,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,8112717.596627187,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,8119120.3036325835,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8128325.415155024,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,8128527.961365309,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,8131455.339788933,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8135766.271210546,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,8140279.538264584,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,8144151.4672325775,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8147166.967735773,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8147959.853958463,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,8156385.264449262,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,8161768.6933415625,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,8165317.860785801,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8193097.408806903,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,8193571.316313957,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,8201743.644709418,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,8201743.644709418,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8204909.83339101,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8210224.442868618,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,8212823.214790721,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,8218566.359579524,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8231168.13903099,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8231231.131881369,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,8233413.430670988,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,8234960.6418097,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8238149.385038672,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,8242862.779616246,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,8244990.8467917405,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,8253597.145549117,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,8277770.859860571,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,8280201.138469586,0.1
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8305781.419942544,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,8307520.911059768,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,8331079.7817623,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8336317.738685732,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8345000.442704987,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8362891.568188851,0.1
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8366287.512516001,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8372857.980657163,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8373246.886337468,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,8379531.209278757,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8384581.86219058,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,8386069.074253867,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,8400877.883605007,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,8402021.854257837,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,8415454.473530415,0.1
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8418148.085488692,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,8420380.088149099,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8435363.652456174,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,8438758.066840494,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,8439637.736346787,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,8449731.113092843,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,8451660.293351889,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8466492.43968367,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8468903.902974943,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,8473039.73937102,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,8480956.073175224,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,8484374.867733857,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,8490318.554768775,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,8495913.347769693,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,8501573.277651064,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,8521640.845102234,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8526459.980911683,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8528694.065366078,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,8536330.833203794,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,8539849.397251517,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,8541646.299350368,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,8546201.026483696,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,8550963.345856356,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,8557930.532656748,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8560119.228883445,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,8574890.696328443,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,8584300.859816566,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8589217.138734771,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,8618765.528722398,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,8621855.936286982,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,8641661.396695131,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,8647917.843649955,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,8659833.592945004,0.1
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8660145.25859186,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8662763.539930692,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8705808.025755137,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,8721722.182961918,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,8723594.49377219,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8732399.6767215,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8735793.961511625,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,8736616.90062269,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8739560.803907163,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8743055.880099932,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8753478.239169631,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,8755140.442867339,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,8760187.071356568,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,8760909.03953753,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,8770155.450864375,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,8771832.351167282,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,8775115.81485456,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,8779679.663959876,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8785479.321172833,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,8786556.763444087,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,8794041.942446677,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,8806410.865819175,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8810026.18457878,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,8816623.46741204,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8836470.113258459,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,8854533.061156902,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,8874852.628653323,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,8881333.09007294,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8883273.464363893,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,8890058.146985935,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,8895056.247054053,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8902837.42688643,0.1
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,8909668.860215543,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8913110.638896016,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,8935722.875166027,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,8936789.555253984,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,8939159.6557942,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,8943291.19193309,0.1
